split,setting,net_ann,net_ir,net_mdd,gross_ann,excess_benchmark_ann,excess_exec_universe_ann,benchmark_ann,executable_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_transaction_cost,avg_buy_reject_count,avg_sell_reject_count,avg_partial_fill_count,avg_position_count
test,top_20_keep_2x,0.25352592691306763,0.14348349044095204,-0.1554692313344097,0.26117864626193943,-0.28205543166142943,-0.16206706747162103,0.7056686574279982,0.49212414031612783,1.1035093706677348,0.08092499480358001,0.00012138749220536999,0.0,5.079365079365079,28.6984126984127,35.41269841269841
validation,top_20_keep_2x,-0.060349944241181896,-0.00714261030641252,-0.3835359201234707,-0.05700507843846181,0.07269143480810047,0.0969748854720307,-0.13037812252061565,-0.14988620006539544,1.0509856790334522,0.047017330398901026,7.052599559835153e-05,0.0,6.095744680851064,30.914893617021278,38.9468085106383
