split,trade_date,control_set,available_controls,n,raw_ic,residual_ic,score_coef_after_controls
validation,20230330,size,"lag1_log_circ_mv,lag1_log_total_mv",97,-0.3157189136369637,-0.30703310478275575,-0.023926388297909374
validation,20230330,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,-0.3157189136369637,-0.17866086164216244,-0.014074974690223618
validation,20230330,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,-0.3157189136369637,0.10893639134972562,0.008393847360860424
validation,20230330,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,-0.3157189136369637,0.024713409724408324,0.0018982067831840236
validation,20230331,none,,97,0.14735205033491675,0.14735205033491675,0.007359554558443647
validation,20230331,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.14735205033491675,0.1626638982341736,0.007976658449486293
validation,20230331,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.14735205033491675,0.12468077404046235,0.006758989754294483
validation,20230331,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.14735205033491675,0.24503173929227554,0.015254335124774528
validation,20230331,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.14735205033491675,0.19391095478730425,0.012333783077043315
validation,20230403,none,,97,0.24540704335493566,0.24540704335493566,0.013619647028868323
validation,20230403,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.24540704335493566,0.2530601712028095,0.013958237087750888
validation,20230403,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.24540704335493566,0.18215645501312627,0.010756022173263049
validation,20230403,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.24540704335493566,0.18511228766365073,0.013202147737600438
validation,20230403,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.24540704335493566,0.13583725890480405,0.009682088550379558
validation,20230404,none,,97,0.14956530566531098,0.14956530566531098,0.007443274875118705
validation,20230404,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.14956530566531098,0.15866727825090524,0.007986067962971483
validation,20230404,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.14956530566531098,0.08983857460579471,0.005382409482767729
validation,20230404,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.14956530566531098,0.1663659151865858,0.012216680844611347
validation,20230404,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.14956530566531098,0.16651643691576815,0.011268825868899665
validation,20230406,none,,97,0.3532844976954013,0.3532844976954013,0.017932273354245548
validation,20230406,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.3532844976954013,0.3399098619211677,0.01795978480945457
validation,20230406,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.3532844976954013,0.10646580757204883,0.006137869254293997
validation,20230406,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.3532844976954013,0.06405374386186362,0.005110567317871041
validation,20230406,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.3532844976954013,0.09160961328655251,0.005949340663965376
validation,20230407,none,,97,0.34382958891517296,0.34382958891517296,0.016047045715739405
validation,20230407,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.34382958891517296,0.335626939430168,0.015885195072281335
validation,20230407,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.34382958891517296,0.07631012784757593,0.004103827538774613
validation,20230407,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.34382958891517296,0.0773614112591905,0.005140409610671893
validation,20230407,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.34382958891517296,0.06431939463349176,0.0037153135843973
validation,20230410,none,,97,0.07451195761877859,0.07451195761877859,0.0026930195576207044
validation,20230410,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.07451195761877859,0.06350975408047534,0.0023149697037271448
validation,20230410,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.07451195761877859,-0.01736727972731755,-0.0007516689571742745
validation,20230410,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.07451195761877859,0.08276434012875213,0.004509932877296548
validation,20230410,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.07451195761877859,0.020044165262339302,0.0009481210803216276
validation,20230411,none,,97,0.15752597531023188,0.15752597531023188,0.007497533237987297
validation,20230411,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.15752597531023188,0.15204373970804017,0.0072958105713969885
validation,20230411,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.15752597531023188,0.16795597213099547,0.00928079823763113
validation,20230411,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.15752597531023188,0.2827117253435251,0.01765195802359105
validation,20230411,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.15752597531023188,0.3140703218141745,0.01886672629553156
validation,20230412,none,,97,0.12916853753248592,0.12916853753248592,0.0067980966852544305
validation,20230412,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.12916853753248592,0.11657271530961387,0.006184155778135208
validation,20230412,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.12916853753248592,0.11312687199564261,0.006945004792136613
validation,20230412,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.12916853753248592,0.05074182065834614,0.0036995738534984063
validation,20230412,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.12916853753248592,0.07298615873692797,0.005154010450334609
validation,20230413,none,,97,-0.21348995073668894,-0.21348995073668894,-0.01314418285172916
validation,20230413,size,"lag1_log_circ_mv,lag1_log_total_mv",97,-0.21348995073668894,-0.21804140127198174,-0.013422908179455057
validation,20230413,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,-0.21348995073668894,-0.16748185999800025,-0.011727938454850501
validation,20230413,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,-0.21348995073668894,-0.17492174085511536,-0.013338553319272467
validation,20230413,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,-0.21348995073668894,-0.011337226049902794,-0.0008177298270341736
validation,20230414,none,,97,0.023358178828595623,0.023358178828595623,0.0013266036410329355
validation,20230414,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.023358178828595623,0.02279767813673599,0.0013006868602751496
validation,20230414,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.023358178828595623,0.0016214961744910243,9.777598767535516e-05
validation,20230414,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.023358178828595623,-0.043885253122146264,-0.0027201681925583636
validation,20230414,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.023358178828595623,0.10616277268213019,0.005989709261255386
validation,20230417,none,,97,0.03478343255919475,0.03478343255919475,0.0025020485815189057
validation,20230417,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.03478343255919475,0.04252297944987452,0.003105935416794255
validation,20230417,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.03478343255919475,0.03177954992222519,0.0023168201022073192
validation,20230417,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.03478343255919475,0.0529324729855236,0.003431896234352076
validation,20230417,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.03478343255919475,0.23415612280533007,0.014179670589886001
validation,20230418,none,,97,0.12164649501522762,0.12164649501522762,0.008906055222862032
validation,20230418,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.12164649501522762,0.11951261872205972,0.008824987843927599
validation,20230418,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.12164649501522762,0.10609239924630043,0.007944574763422991
validation,20230418,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.12164649501522762,0.15473285078975912,0.01070260003711005
validation,20230418,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.12164649501522762,0.26970254192797777,0.017647855512845284
validation,20230419,none,,97,0.07977235431593896,0.07977235431593896,0.00623736099064074
validation,20230419,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.07977235431593896,0.06292655711337242,0.005011045006090482
validation,20230419,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.07977235431593896,0.09323123621953895,0.00735303348344568
validation,20230419,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.07977235431593896,0.07736756599679535,0.006361719909061216
validation,20230419,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.07977235431593896,0.21932545232212275,0.016920685016593454
validation,20230420,none,,97,0.10925497964779335,0.10925497964779335,0.009184586299115892
validation,20230420,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.10925497964779335,0.06000458651472055,0.00506733001270054
validation,20230420,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.10925497964779335,0.040606955261871816,0.0033187472583580415
validation,20230420,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.10925497964779335,-0.05691303492835663,-0.005521280795826352
validation,20230420,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.10925497964779335,0.08983368240199813,0.007503751105798657
validation,20230421,none,,97,0.07982795999166493,0.07982795999166493,0.006965412408824601
validation,20230421,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.07982795999166493,0.050829339255958284,0.004502094751453366
validation,20230421,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.07982795999166493,0.035716111273867195,0.0032380333995614546
validation,20230421,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.07982795999166493,-0.0072490358344183825,-0.0007603241901056462
validation,20230421,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.07982795999166493,0.19727186451248713,0.01896979980436375
validation,20230424,none,,97,0.09254142845565054,0.09254142845565054,0.007171326547338835
validation,20230424,size,"lag1_log_circ_mv,lag1_log_total_mv",97,0.09254142845565054,0.08563813384328202,0.006720645724423803
validation,20230424,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",97,0.09254142845565054,0.07149324109037257,0.005608720002155593
validation,20230424,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",97,0.09254142845565054,0.08620726505351975,0.008160021004422799
validation,20230424,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",97,0.09254142845565054,0.23640570437460623,0.020227126092971726
validation,20230425,none,,95,0.2842935758871652,0.2842935758871652,0.01766325483618225
validation,20230425,size,"lag1_log_circ_mv,lag1_log_total_mv",95,0.2842935758871652,0.29049247935051076,0.01894132819259986
validation,20230425,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,0.2842935758871652,0.2545893246966422,0.01539564467901448
validation,20230425,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,0.2842935758871652,0.25822024828176776,0.020758123247143795
validation,20230425,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,0.2842935758871652,0.29626099462855227,0.021356353470011892
validation,20230426,none,,94,0.024548327484845714,0.024548327484845714,0.0015129815348780243
validation,20230426,size,"lag1_log_circ_mv,lag1_log_total_mv",94,0.024548327484845714,0.025671599325865067,0.0016906230483821293
validation,20230426,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",94,0.024548327484845714,0.02696696690614599,0.0017236311601673557
validation,20230426,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",94,0.024548327484845714,0.14684308786586361,0.013393254185473836
validation,20230426,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",94,0.024548327484845714,0.145289539726212,0.011730760853520513
validation,20230427,none,,94,-0.09044903133826518,-0.09044903133826518,-0.005235665056415224
validation,20230427,size,"lag1_log_circ_mv,lag1_log_total_mv",94,-0.09044903133826518,-0.06734451295193436,-0.004171866156615259
validation,20230427,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",94,-0.09044903133826518,-0.038717961072701104,-0.0023147095638714546
validation,20230427,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",94,-0.09044903133826518,0.13524014160505737,0.011729066786131849
validation,20230427,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",94,-0.09044903133826518,0.11628608495473318,0.00791316196299042
validation,20230428,none,,93,-0.002152068539943733,-0.002152068539943733,-0.00011642647818040123
validation,20230428,size,"lag1_log_circ_mv,lag1_log_total_mv",93,-0.002152068539943733,0.05234855719983137,0.003059951435138699
validation,20230428,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",93,-0.002152068539943733,0.017357220228235,0.0010171402428571744
validation,20230428,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",93,-0.002152068539943733,0.12121810915915482,0.008532623666091605
validation,20230428,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",93,-0.002152068539943733,-0.06097166023777327,-0.0037806251573284638
validation,20230504,none,,93,-0.006446083073140105,-0.006446083073140105,-0.0003871723818543568
validation,20230504,size,"lag1_log_circ_mv,lag1_log_total_mv",93,-0.006446083073140105,0.007969579632034903,0.0005107329957306289
validation,20230504,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",93,-0.006446083073140105,0.02679611796031151,0.001730204123969275
validation,20230504,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",93,-0.006446083073140105,0.030209422747702514,0.0021571445947347096
validation,20230504,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",93,-0.006446083073140105,-0.09849442609288225,-0.006368750265840833
validation,20230505,none,,93,-0.029425858658977858,-0.029425858658977858,-0.0017684599427676717
validation,20230505,size,"lag1_log_circ_mv,lag1_log_total_mv",93,-0.029425858658977858,-0.024003165555818842,-0.001484835247774684
validation,20230505,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",93,-0.029425858658977858,-0.02587488453015076,-0.001619901688638901
validation,20230505,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",93,-0.029425858658977858,-0.04116199773002444,-0.0029798125879953175
