split,trade_date,control_set,available_controls,n,raw_ic,residual_ic,score_coef_after_controls
test,20250311,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",92,0.28063593452347596,0.2959254387223667,0.017823180204790706
test,20250312,none,,92,0.13392253879010185,0.13392253879010185,0.006816241118473718
test,20250312,size,"lag1_log_circ_mv,lag1_log_total_mv",92,0.13392253879010185,0.14771178117595826,0.007578042448198371
test,20250312,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",92,0.13392253879010185,0.13590014347551627,0.0069313693766979365
test,20250312,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",92,0.13392253879010185,0.12406379216314514,0.007158992542369572
test,20250312,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",92,0.13392253879010185,0.16408949798891745,0.008911769580449758
test,20250313,none,,91,0.11397121555024557,0.11397121555024557,0.0050893710205059586
test,20250313,size,"lag1_log_circ_mv,lag1_log_total_mv",91,0.11397121555024557,0.1269123839538654,0.005705669571494389
test,20250313,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",91,0.11397121555024557,0.13397614142473283,0.006013944806617634
test,20250313,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",91,0.11397121555024557,0.09082554921891052,0.004687260591201717
test,20250313,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",91,0.11397121555024557,0.1630760346647354,0.008222834278948632
test,20250314,none,,91,-0.016243229179355664,-0.016243229179355664,-0.000623745091244389
test,20250314,size,"lag1_log_circ_mv,lag1_log_total_mv",91,-0.016243229179355664,0.008473573549875317,0.0003154287589997042
test,20250314,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",91,-0.016243229179355664,0.00016544532185589926,5.8608275126831724e-06
test,20250314,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",91,-0.016243229179355664,0.014749008837453446,0.0005698790954222477
test,20250314,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",91,-0.016243229179355664,0.0024551251497809345,8.91365688052293e-05
test,20250317,none,,90,0.07865493573985065,0.07865493573985065,0.0030180341984404864
test,20250317,size,"lag1_log_circ_mv,lag1_log_total_mv",90,0.07865493573985065,0.0901208058857185,0.003453973416127807
test,20250317,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",90,0.07865493573985065,0.10653441534617235,0.0038153450944902446
test,20250317,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",90,0.07865493573985065,0.12752872508326227,0.004815730804755984
test,20250317,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",90,0.07865493573985065,0.1294353582924186,0.004740013245336904
test,20250318,none,,90,-0.03387311123940479,-0.03387311123940479,-0.0016608407510048568
test,20250318,size,"lag1_log_circ_mv,lag1_log_total_mv",90,-0.03387311123940479,-0.024582776596792824,-0.001203792175213694
test,20250318,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",90,-0.03387311123940479,-0.041101881435636436,-0.0018517692749459363
test,20250318,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",90,-0.03387311123940479,0.012742779631387459,0.0005744678687359996
test,20250318,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",90,-0.03387311123940479,-0.01862515069036727,-0.000797592740435245
test,20250319,none,,90,-0.0926293411351873,-0.0926293411351873,-0.0037929403466097746
test,20250319,size,"lag1_log_circ_mv,lag1_log_total_mv",90,-0.0926293411351873,-0.07404737163798883,-0.0030903620306062143
test,20250319,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",90,-0.0926293411351873,-0.1181605590529599,-0.004345468492171194
test,20250319,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",90,-0.0926293411351873,-0.06592315251808596,-0.0028543206441738237
test,20250319,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",90,-0.0926293411351873,-0.07625759809603266,-0.003005462801593361
test,20250320,none,,90,0.1595178003097565,0.1595178003097565,0.006073162661793731
test,20250320,size,"lag1_log_circ_mv,lag1_log_total_mv",90,0.1595178003097565,0.20477506261369824,0.008185621514589377
test,20250320,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",90,0.1595178003097565,0.23209226764233773,0.008380123636524921
test,20250320,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",90,0.1595178003097565,0.24510618394157643,0.010336745689477128
test,20250320,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",90,0.1595178003097565,0.30281509907911336,0.012135669199208249
test,20250321,none,,90,0.27842858533893566,0.27842858533893566,0.009802174915891035
test,20250321,size,"lag1_log_circ_mv,lag1_log_total_mv",90,0.27842858533893566,0.2995406318449156,0.011237013588733606
test,20250321,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",90,0.27842858533893566,0.2732258945311244,0.009543666762145452
test,20250321,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",90,0.27842858533893566,0.22461355380500275,0.01029971146277559
test,20250321,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",90,0.27842858533893566,0.2576470710594699,0.011256321493818942
test,20250324,none,,90,0.26070544802147216,0.26070544802147216,0.007857716979107098
test,20250324,size,"lag1_log_circ_mv,lag1_log_total_mv",90,0.26070544802147216,0.28211411345758175,0.008786327925694712
test,20250324,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",90,0.26070544802147216,0.26551238656197923,0.008063026182507954
test,20250324,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",90,0.26070544802147216,0.30867180925218174,0.012142299010583172
test,20250324,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",90,0.26070544802147216,0.27856247146195523,0.010826919673468532
test,20250325,none,,93,0.18311698494221212,0.18311698494221212,0.006952388861476536
test,20250325,size,"lag1_log_circ_mv,lag1_log_total_mv",93,0.18311698494221212,0.22689722744986474,0.008581181107217502
test,20250325,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",93,0.18311698494221212,0.2380410627650194,0.00898205681307588
test,20250325,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",93,0.18311698494221212,0.23120637644848818,0.011835947301541366
test,20250325,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",93,0.18311698494221212,0.24359133431403732,0.011943082835505223
test,20250326,none,,93,0.25082212311443575,0.25082212311443575,0.008952156553271216
test,20250326,size,"lag1_log_circ_mv,lag1_log_total_mv",93,0.25082212311443575,0.2698088486468068,0.009693756478127761
test,20250326,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",93,0.25082212311443575,0.27545682861960546,0.009995913767740828
test,20250326,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",93,0.25082212311443575,0.32224580762921107,0.01424536405821901
test,20250326,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",93,0.25082212311443575,0.3150866769039066,0.013493830675704362
test,20250327,none,,94,0.17064055561175973,0.17064055561175973,0.006289198319951157
test,20250327,size,"lag1_log_circ_mv,lag1_log_total_mv",94,0.17064055561175973,0.22561831376076125,0.008031005446944486
test,20250327,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",94,0.17064055561175973,0.23834647937921502,0.008851989049719303
test,20250327,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",94,0.17064055561175973,0.21967624430984403,0.009683465911299205
test,20250327,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",94,0.17064055561175973,0.22383800240613974,0.009231687190677853
test,20250328,none,,94,0.2010547046148261,0.2010547046148261,0.014349519322963045
test,20250328,size,"lag1_log_circ_mv,lag1_log_total_mv",94,0.2010547046148261,0.23230052812569021,0.01654189921590319
test,20250328,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",94,0.2010547046148261,0.1968190085303283,0.01380536481458298
test,20250328,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",94,0.2010547046148261,0.20774807991016947,0.014309814255789075
test,20250328,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",94,0.2010547046148261,0.19653140484256704,0.013051969107504122
test,20250331,none,,95,0.1260858687493326,0.1260858687493326,0.01080469925707577
test,20250331,size,"lag1_log_circ_mv,lag1_log_total_mv",95,0.1260858687493326,0.14961377803566922,0.012498386748745028
test,20250331,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,0.1260858687493326,0.0927090548201177,0.007692235617193718
test,20250331,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,0.1260858687493326,-0.011615445925252101,-0.0009196527684554243
test,20250331,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,0.1260858687493326,0.08344613515903287,0.0064374695484949035
test,20250401,none,,95,0.0998492874425495,0.0998492874425495,0.008828672289366379
test,20250401,size,"lag1_log_circ_mv,lag1_log_total_mv",95,0.0998492874425495,0.10996970881212063,0.009565352610914884
test,20250401,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,0.0998492874425495,0.07486207189762467,0.006659537638094481
test,20250401,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,0.0998492874425495,-0.010990332855208108,-0.0009569456790728269
test,20250401,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,0.0998492874425495,0.05066256449082761,0.00448163513599535
test,20250402,none,,95,-0.030594212733872615,-0.030594212733872615,-0.0023681256750974888
test,20250402,size,"lag1_log_circ_mv,lag1_log_total_mv",95,-0.030594212733872615,-0.014372170840408049,-0.001111318139141043
test,20250402,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,-0.030594212733872615,-0.04883741071031109,-0.0038650022766864058
test,20250402,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,-0.030594212733872615,-0.14018500634897713,-0.010321184901115946
test,20250402,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,-0.030594212733872615,-0.06954601873141328,-0.0052441969900469095
test,20250403,none,,95,-0.1473779213643166,-0.1473779213643166,-0.008806390748324696
test,20250403,size,"lag1_log_circ_mv,lag1_log_total_mv",95,-0.1473779213643166,-0.16478061724834636,-0.010144222463080894
test,20250403,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,-0.1473779213643166,-0.18387384685262353,-0.011668959799494318
test,20250403,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,-0.1473779213643166,-0.1467302188537009,-0.00843500707101573
test,20250403,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,-0.1473779213643166,-0.1401092566853082,-0.008129697753995392
test,20250407,none,,95,-0.2701137453469127,-0.2701137453469127,-0.012706180279779636
test,20250407,size,"lag1_log_circ_mv,lag1_log_total_mv",95,-0.2701137453469127,-0.2319996244363261,-0.011407560668450018
test,20250407,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,-0.2701137453469127,-0.21970868965146548,-0.010893114672351394
test,20250407,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,-0.2701137453469127,-0.15056770170624859,-0.007265284462911524
test,20250407,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,-0.2701137453469127,-0.20064865726944803,-0.010462119678206443
test,20250408,none,,95,-0.0005987464207795046,-0.0005987464207795046,-3.5782423727062996e-05
test,20250408,size,"lag1_log_circ_mv,lag1_log_total_mv",95,-0.0005987464207795046,0.042193997978452795,0.002562698827959248
test,20250408,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,-0.0005987464207795046,0.08741587887052112,0.005178100114607653
test,20250408,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,-0.0005987464207795046,0.08427809390710674,0.005010437439456589
test,20250408,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,-0.0005987464207795046,0.025386561350142462,0.0015028011606902192
test,20250409,none,,95,-0.10987165408912311,-0.10987165408912311,-0.004578148707550928
test,20250409,size,"lag1_log_circ_mv,lag1_log_total_mv",95,-0.10987165408912311,-0.0819099150981579,-0.003453259312727675
test,20250409,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,-0.10987165408912311,-0.0798315776833186,-0.0034405480229516287
test,20250409,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,-0.10987165408912311,0.018994815988302372,0.0009283730793259546
test,20250409,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,-0.10987165408912311,-0.03808267156902289,-0.0018747411226454343
test,20250410,none,,95,0.0044693656345525965,0.0044693656345525965,0.0001852898684377252
test,20250410,size,"lag1_log_circ_mv,lag1_log_total_mv",95,0.0044693656345525965,0.003310292675277274,0.00013813014778030208
test,20250410,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,0.0044693656345525965,0.0459601931171341,0.0019878332981774476
test,20250410,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,0.0044693656345525965,0.02989981451700514,0.0015288401811668767
test,20250410,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,0.0044693656345525965,-0.006385738563529352,-0.00032737917017824913
test,20250411,none,,95,0.05295984283371385,0.05295984283371385,0.001464055572724496
test,20250411,size,"lag1_log_circ_mv,lag1_log_total_mv",95,0.05295984283371385,0.04144985532710956,0.0011430781843485805
test,20250411,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,0.05295984283371385,-0.02087965600421104,-0.0006024250081611115
test,20250411,full_style,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_turnover_20d_mean,lag1_ret_20d_std,lag1_ret_60d_std,lag1_ret_20d,lag1_ret_60d_mean,lag1_beta_20d,lag1_beta_60d,lag1_pb_winsor,lag1_pe_ttm_winsor",95,0.05295984283371385,0.10792214279436779,0.0034727834516639655
test,20250411,industry_proxy_full_style,"lag1_industry_turnover_rank,lag1_industry_amount_rank,lag1_industry_pb_rank,lag1_industry_mv_rank,lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_turnover_rate_f,lag1_ret_20d_std,lag1_ret_20d,lag1_beta_60d,lag1_pb_winsor",95,0.05295984283371385,0.07683707931609612,0.0027885611218617895
test,20250414,none,,95,0.1869977657942662,0.1869977657942662,0.006730259677104499
test,20250414,size,"lag1_log_circ_mv,lag1_log_total_mv",95,0.1869977657942662,0.18359353239146645,0.0065104396119918025
test,20250414,size_liquidity,"lag1_log_circ_mv,lag1_log_total_mv,lag1_amount_log,lag1_amount_rank_pct,lag1_amount_20d_mean",95,0.1869977657942662,0.16073241181120426,0.00590750206375152
