trade_date,ts_code,lag1_net_mf_strength_20d_mean,lag1_net_mf_strength_60d_mean,lag1_close_position,lag1_excess_ret_10d_mean,lag1_excess_ret_1d,lag1_excess_ret_5d_mean,lag1_industry_neutral_ret_1d,lag1_ret_1d,lag1_ret_20d,lag1_ret_5d_mean,lag1_bollinger_z_20d,lag1_ma_ratio_20_60,lag1_macd_hist,lag1_turnover_cost_proxy__resid_style,lag1_turnover_20d_std__resid_style,lag1_turnover_60d_std__resid_style,lag1_amount_rank_pct__resid_style,lag1_amount_log__resid_style,amount
20260318,300001.SZ,0.0,0.0,0.7222222222222228,-0.0023875965703668124,0.00602813127930335,-0.024314345941567405,0.00602813127930335,0.00602813127930335,0.0,-0.024314345941567405,0.0,1.0,0.0,0.0,0.0,0.0,0.8569081949260814,13.307449055492768,601659.767
20260319,300001.SZ,0.0,0.0,0.1700000000000017,-0.005629848380125202,-0.01902820251444104,-0.023758993107084292,-0.01902820251444104,-0.01902820251444104,0.0,-0.023758993107084292,0.0,1.0,0.0,0.0,0.0,0.0,0.8988866581492974,13.665817065104594,860970.83
20260320,300001.SZ,0.0,0.0,0.032258064516130266,-0.013088849461328222,-0.013411279229711082,-0.017403799247053132,-0.013411279229711082,-0.013411279229711082,0.0,-0.017403799247053132,0.0,1.0,0.0,0.0,0.0,0.0,0.8472906403940886,13.332057365871986,616649.299
20260323,300001.SZ,0.0,0.0,0.1891891891891899,-0.015663074196150373,-0.030056577086280067,-0.019876999514743355,-0.030056577086280067,-0.030056577086280067,0.0,-0.019876999514743355,0.0,1.0,0.0,0.0,0.0,0.0,0.8892941820171439,13.708086982327593,898144.16
20260324,300001.SZ,0.0,0.0,0.8589743589743554,-0.015162621921009778,-0.0017730496453900457,-0.011648195439303777,-0.0017730496453900457,-0.0017730496453900457,0.0,-0.011648195439303777,0.0,1.0,0.0,0.0,0.0,0.0,0.8719211822660099,13.457889170574918,699336.803
20260325,300001.SZ,0.0,0.0,0.7333333333333317,-0.017388164015340945,0.011959198030249807,-0.010461982089114485,0.011959198030249807,0.011959198030249807,0.0,-0.010461982089114485,0.0,1.0,0.0,0.0,0.0,0.0,0.8721269609631521,13.472987872437045,709976.013
20260326,300001.SZ,0.0,0.0,0.22352941176470376,-0.01660188135850611,-0.01394214011850825,-0.009444769609927928,-0.01394214011850825,-0.01394214011850825,0.0,-0.009444769609927928,0.0,1.0,0.0,0.0,0.0,0.0,0.8555008210180624,13.261201345220348,574467.96
20260327,300001.SZ,0.0,0.0,0.8373983739837376,-0.008601462320307663,0.03481694185211759,0.0002008746064378064,0.03481694185211759,0.03481694185211759,0.0,0.0002008746064378064,0.0,1.0,0.0,0.0,0.0,0.0,0.8682000730193501,13.326424255153464,613185.405
20260330,300001.SZ,0.0,0.0,0.523809523809524,-0.008945080801862793,-0.021126760563380254,0.001986837911017769,-0.021126760563380254,-0.021126760563380254,0.0,0.001986837911017769,0.0,1.0,0.0,0.0,0.0,0.0,0.9004747991234477,13.637535073700535,836961.942
20260331,300001.SZ,0.0,0.0,0.027397260273972,-0.005744282890513097,-0.01090909090909098,0.00015962965827758245,-0.01090909090909098,-0.01090909090909098,0.0,0.00015962965827758245,0.0,1.0,0.0,0.0,0.0,0.0,0.8350966800437797,13.128623615161477,503138.937
20260401,300001.SZ,0.0,0.0,0.5079365079365064,-0.006383067241465023,-0.0003597122302159139,-0.0023041523938155616,-0.0003597122302159139,-0.0003597122302159139,-0.0773572377158035,-0.0023041523938155616,0.0,1.0,0.0,0.0,0.0,0.0,0.8333637192342753,13.133719517664042,505709.433
20260402,300001.SZ,0.0,0.0,0.25517241379310424,-0.007071107011611411,-0.02590860021590491,-0.004697444413294893,-0.02590860021590491,-0.02590860021590491,-0.12733720180528685,-0.004697444413294893,0.0,1.0,0.0,0.0,0.0,0.0,0.8674567000911577,13.302692273501343,598804.594
20260403,300001.SZ,0.0,0.0,0.04166666666666944,-0.009011058199103295,-0.03281079110462992,-0.018222991004644397,-0.03281079110462992,-0.03281079110462992,-0.1992152127980682,-0.018222991004644397,0.0,1.0,0.0,0.0,0.0,0.0,0.8397739701057236,12.961351415389878,425639.944
20260407,300001.SZ,0.0,0.0,0.26506024096385344,-0.005178643632151347,0.008267568583239404,-0.012344125175320464,0.008267568583239404,0.008267568583239404,-0.16960693283813078,-0.012344125175320464,0.0,1.0,0.0,0.0,0.0,0.0,0.8424507658643327,12.957636199755612,424061.53
20260408,300001.SZ,0.0,0.0,0.8727272727272724,-0.001818698522946871,0.03182640144665472,-0.0037970267041713248,0.03182640144665472,0.03182640144665472,-0.11507444168734493,-0.0037970267041713248,0.0,1.0,0.0,0.0,0.0,0.0,0.8950819672131147,13.752117307154204,938573.306
20260409,300001.SZ,0.0,0.0,0.9032258064516139,-0.0015576176152398036,0.014570007107320482,-0.0008110828366640454,0.014570007107320482,0.014570007107320482,-0.14135338345864656,-0.0008110828366640454,0.0,1.0,0.0,0.0,0.0,0.0,0.9165907849207795,13.881425354100784,1068134.704
