split,mode,k,signal_date,execution_date,ts_code,close_weight,pred_score
test,full_topk,30,20250617,20250618,300146.SZ,0.03323193191165565,0.0005378392525017262
test,full_topk,30,20250617,20250618,300207.SZ,0.03336947874952938,0.00021992111578583717
test,full_topk,30,20250617,20250618,300212.SZ,0.03319766939518704,0.000245886854827404
test,full_topk,30,20250617,20250618,300253.SZ,0.03318866116697902,0.00022852467373013496
test,full_topk,30,20250617,20250618,300339.SZ,0.033557860474635354,0.00044405320659279823
test,full_topk,30,20250617,20250618,300346.SZ,0.03329463366997953,0.00020082201808691025
test,full_topk,30,20250617,20250618,300373.SZ,0.033785133236612835,0.00036276550963521004
test,full_topk,30,20250617,20250618,300395.SZ,0.033524273882949304,0.00025461846962571144
test,full_topk,30,20250617,20250618,300450.SZ,0.03374814268910648,0.0002139359712600708
test,full_topk,30,20250617,20250618,300496.SZ,0.03397684084306078,0.0003009466454386711
test,full_topk,30,20250617,20250618,300498.SZ,0.03297337448151855,0.00018691644072532654
test,full_topk,30,20250617,20250618,300529.SZ,0.03289920779131123,0.00028832443058490753
test,full_topk,30,20250617,20250618,300601.SZ,0.032660087346048305,0.00022620707750320435
test,full_topk,30,20250617,20250618,300604.SZ,0.03332601693865334,0.00040616653859615326
test,full_topk,30,20250617,20250618,300628.SZ,0.03372423931461584,0.00018256902694702148
test,full_topk,30,20250617,20250618,300661.SZ,0.03344709069455456,0.00044331327080726624
test,full_topk,30,20250617,20250618,300666.SZ,0.03352350566746096,0.0005721794441342354
test,full_topk,30,20250617,20250618,300676.SZ,0.03266800338132491,0.00019171182066202164
test,full_topk,30,20250617,20250618,300735.SZ,0.033466500219553635,0.00026318058371543884
test,full_topk,30,20250617,20250618,300748.SZ,0.03287814329286486,0.00021029682829976082
test,full_topk,30,20250617,20250618,300763.SZ,0.03384915484349978,0.0002687969245016575
test,full_topk,30,20250617,20250618,301236.SZ,0.033511925787651664,0.00017443811520934105
test,full_topk,30,20250617,20250618,302132.SZ,0.03460405217173677,0.00021307449787855148
test,full_topk,30,20250618,20250619,300002.SZ,0.03326498402560519,0.0001485934481024742
test,full_topk,30,20250618,20250619,300014.SZ,0.03382464953043626,0.00044790515676140785
test,full_topk,30,20250618,20250619,300015.SZ,0.033242914107736346,0.0002337736077606678
test,full_topk,30,20250618,20250619,300054.SZ,0.03387559890656236,0.00036039669066667557
test,full_topk,30,20250618,20250619,300124.SZ,0.03351062078113502,0.00048130424693226814
test,full_topk,30,20250618,20250619,300142.SZ,0.03277861075451746,0.0003400207497179508
test,full_topk,30,20250618,20250619,300144.SZ,0.03341806577274895,0.00021267496049404144
test,full_topk,30,20250618,20250619,300146.SZ,0.03347762646966114,0.0006260895170271397
test,full_topk,30,20250618,20250619,300207.SZ,0.03354289167989937,0.00016859965398907661
test,full_topk,30,20250618,20250619,300212.SZ,0.03310520446622928,0.00024416856467723846
test,full_topk,30,20250618,20250619,300253.SZ,0.03265367703259057,0.0002206508070230484
test,full_topk,30,20250618,20250619,300339.SZ,0.03287041222401585,0.00046282075345516205
test,full_topk,30,20250618,20250619,300346.SZ,0.03345455488102207,0.00017916690558195114
test,full_topk,30,20250618,20250619,300373.SZ,0.035632731242223846,0.0004396107979118824
test,full_topk,30,20250618,20250619,300395.SZ,0.03305334099143874,0.00018740445375442505
test,full_topk,30,20250618,20250619,300450.SZ,0.03334868398637144,0.000212082639336586
test,full_topk,30,20250618,20250619,300496.SZ,0.03329895324035596,0.00028019584715366364
test,full_topk,30,20250618,20250619,300498.SZ,0.03347317177299816,0.00017243437469005585
test,full_topk,30,20250618,20250619,300529.SZ,0.033448948577430804,0.00027389125898480415
test,full_topk,30,20250618,20250619,300601.SZ,0.03293025999653685,0.00018861796706914902
test,full_topk,30,20250618,20250619,300604.SZ,0.033249385661212556,0.0003863358870148659
test,full_topk,30,20250618,20250619,300628.SZ,0.033101974351087825,0.00015230663120746613
test,full_topk,30,20250618,20250619,300661.SZ,0.033689127719920726,0.0003501111641526222
test,full_topk,30,20250618,20250619,300666.SZ,0.033420819730534755,0.0005019581876695156
test,full_topk,30,20250618,20250619,300676.SZ,0.03302153928502138,0.00027427542954683304
test,full_topk,30,20250618,20250619,300735.SZ,0.032932223298108784,0.00024692853912711143
test,full_topk,30,20250618,20250619,300748.SZ,0.03295355724568665,0.00017547886818647385
test,full_topk,30,20250618,20250619,300763.SZ,0.03279017234277894,0.0002642599865794182
test,full_topk,30,20250618,20250619,301236.SZ,0.03306676839089065,0.0001756800338625908
test,full_topk,30,20250618,20250619,302132.SZ,0.03356853153524204,0.00032955873757600784
test,full_topk,30,20250619,20250620,300002.SZ,0.03246277894515166,0.0001482614316046238
test,full_topk,30,20250619,20250620,300014.SZ,0.03328288239239051,0.0004614167846739292
test,full_topk,30,20250619,20250620,300015.SZ,0.03343915129520264,0.00014310795813798904
test,full_topk,30,20250619,20250620,300054.SZ,0.0337997294982085,0.0003055417910218239
test,full_topk,30,20250619,20250620,300122.SZ,0.033411399247122074,0.00017512310296297073
test,full_topk,30,20250619,20250620,300124.SZ,0.03354650704569064,0.0004266994073987007
