split,mode,k,period_count,cumulative_return,benchmark_cumulative_return,excess_cumulative_return,annualized_return,annualized_vol,sharpe_like,max_drawdown,win_rate,mean_daily_return,mean_excess_return,avg_turnover,avg_transaction_cost,avg_position_count
test,full_topk,10,311,0.4369213761367454,0.8946112921029408,-0.45768991596619535,0.3414246846344493,0.2900307184712631,1.1772018027403481,-0.18161139354097144,0.5305466237942122,0.0013337341408500663,-0.0008871832082908509,0.3055069366495737,0.00045826040497436046,10.0
test,full_topk,20,311,0.3237443650490648,0.8946112921029408,-0.570866927053876,0.25515277196354136,0.2754692427242424,0.9262477706774735,-0.21599571513766513,0.5241157556270096,0.0010546242825786487,-0.0011662930665622684,0.2538043030327021,0.0003807064545490532,20.0
test,full_topk,30,311,0.34250238259843724,0.8946112921029408,-0.5521089095045035,0.26954535252773715,0.2686672361271269,1.003268416399664,-0.2182208233548366,0.5305466237942122,0.0010930777255535589,-0.0011278396235873582,0.19030456511612284,0.0002854568476741843,30.0
