run,engine,split,setting,net_ann,net_ir,net_mdd,excess_benchmark_ann,excess_exec_universe_ann,avg_filled_turnover,avg_position_count
clean_alpha_only,barra_lite_optimizer,validation,industry_size_k30_style0.1_turn0.02,-0.0641546617873516,-0.0049434358006731,-0.4195731564431377,-0.0620608379043736,0.008991950061461,0.0864679405640494,71.95876288659794
clean_alpha_only,barra_lite_optimizer,validation,industry_size_k30_style0.2_turn0,-0.0783478784070287,-0.0114238770449772,-0.4213735855857962,-0.076677829420986,-0.0065501484871339,0.0845945810811049,69.77319587628865
clean_alpha_only,barra_lite_optimizer,validation,industry_size_k30_style0.2_turn0.02,-0.0769177722937511,-0.0108370156898264,-0.4198723853376472,-0.0752994584183631,-0.0050891332780029,0.0838520370546796,69.73195876288659
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0_turn0,-0.1251226014165808,-0.0276118334563701,-0.4711686263848123,-0.1194948324836626,-0.0527473860932304,0.041343590988906,26.65979381443299
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0_turn0.02,-0.1250244285394531,-0.0275781773693933,-0.4709870705869342,-0.1194057297935853,-0.0526520181816799,0.0413150683154475,26.670103092783503
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0.05_turn0,-0.1259719508680289,-0.0279979948231979,-0.4726357330875789,-0.1203547340469609,-0.0536653481467309,0.0401323085814349,26.690721649484537
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0.05_turn0.02,-0.1262478204018473,-0.0281263510188582,-0.4727248554948241,-0.1206381886911149,-0.0539697037183439,0.0401628265085558,26.711340206185568
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0.1_turn0,-0.1285245466818899,-0.0292082516734112,-0.4743920362332241,-0.123045294344111,-0.0565545144251787,0.039455410946815,26.690721649484537
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0.1_turn0.02,-0.128219536245974,-0.0290793030135179,-0.4738051366405761,-0.1227515427196089,-0.0562377602851739,0.0394964679965388,26.701030927835053
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0.2_turn0,-0.1278629411326781,-0.0288755599342938,-0.4740172589033723,-0.1223576267155562,-0.0558119245143631,0.0388097477832597,26.75257731958763
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k10_style0.2_turn0.02,-0.1276039225795679,-0.0287645811192265,-0.4740502234832506,-0.1221012895834037,-0.0555333913468023,0.038619256256089,26.762886597938145
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0_turn0,-0.0382901609047742,0.0086641291231484,-0.4280622378791858,-0.033057531750834,0.0404156011449883,0.0677223453204817,50.43298969072165
