split,trade_date,risk_control,k,style_penalty,turnover_penalty,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,portfolio_nav,participation_cap,turnover_cap,exposure_cap,exposure_slack_penalty,buy_capacity_slack_penalty,cash_penalty,min_invested_shortfall_penalty,single_name_cap,min_invested,optimizer_status,solver_message,fallback_used,invested_weight,cash_weight,desired_turnover,filled_turnover,filled_desired_ratio,buy_turnover,sell_turnover,position_count,max_abs_exposure_z,avg_abs_exposure_z,max_exposure_slack,avg_exposure_slack,total_exposure_slack,buy_capacity_slack,min_invested_shortfall,min_invested_rule_ok,objective_value
test,20250212,industry_size_liquidity_vol_mom,20,0.05,0.0,-0.0009685329138871265,-0.001503021347481048,0.016070513944185683,0.0025832371997086667,-0.01757353529166673,-0.004086258547189714,0.0005344884335939216,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8106491177854189,0.18935088221458107,0.2334724945402061,0.3563256223959477,1.5261995769466763,0.1834873710878973,0.17283825130805042,65,1.3036601698482853,0.3244070307248008,0.9536601700342708,0.08284983482273917,1.3255973571638267,0.0,0.0,1.0,-33.299056764830425
test,20250212,industry_size_liquidity_vol_mom,20,0.05,0.02,-0.000968533075569312,-0.001318742655453721,0.016070513944185683,0.0025832371997086667,-0.017389256599639403,-0.003901979855162388,0.00035020957988440897,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8106491259614298,0.1893508740385702,0.23347249755662633,0.23347305325627266,1.0000023801503481,0.12206109051329833,0.11141196274297434,65,1.3036601513514015,0.3244070341683769,0.953660151366912,0.08284983676571557,1.3255973882514491,0.0,0.0,1.0,-33.3037269472128
test,20250212,industry_size_liquidity_vol_mom,20,0.1,0.0,-0.0009701529330372494,-0.0015042943331471307,0.016070513944185683,0.0025832371997086667,-0.017574808277332814,-0.004087531532855798,0.0005341414001098812,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8109249201594368,0.18907507984056315,0.2339706313700806,0.3560942667399208,1.5219613874387183,0.18350959570114572,0.17258467103877506,64,1.3055727336436087,0.32308678246205613,0.9555727336912103,0.08285647029318308,1.3257035246909292,0.0,0.0,1.0,-33.558221131105896
test,20250212,industry_size_liquidity_vol_mom,20,0.1,0.02,-0.000970156393694763,-0.001321112760274854,0.016070513944185683,0.0025832371997086667,-0.017391626704460535,-0.0039043499599835207,0.000350956366580091,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8109249080885166,0.18907509191148342,0.23397061085541138,0.23397091105339402,1.000001283058507,0.12244791093125569,0.11152300012213834,64,1.3055728823070962,0.3230868212160394,0.9555728823151756,0.08285647451538798,1.3257035922462077,0.0,0.0,1.0,-33.56290226404366
test,20250212,industry_size_liquidity_vol_mom,20,0.2,0.0,0.0005534492684870782,2.1322246451641047e-05,0.016070513944185683,0.0025832371997086667,-0.01604919169773404,-0.0025619149532570256,0.0005321270220354371,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8000000005423304,0.19999999945766955,0.22777246352175934,0.35475134802362474,1.5574812799517137,0.1773756755505659,0.17737567247305883,64,1.1665969790439963,0.30977852495007535,0.8165969792781227,0.07321101409693068,1.1713762255508908,0.0,0.0,1.0,-30.179876671331947
test,20250212,industry_size_liquidity_vol_mom,20,0.2,0.02,0.0005534990605748204,0.0002118360695779329,0.016070513944185683,0.0025832371997086667,-0.01585867787460775,-0.002371401130130734,0.0003416629909968875,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8000000001429883,0.19999999985701167,0.2277730350426768,0.22777532733125833,1.0000100639155163,0.11388766945175206,0.11388765787950626,64,1.1665922878859183,0.30977866205634685,0.8165922879466344,0.07321098277112108,1.1713757243379372,0.0,0.0,1.0,-30.18441973772311
test,20250219,industry_size_liquidity_vol_mom,20,0.0,0.0,0.019304176715677353,0.018780514645175335,0.018515326189644687,0.03317033837800719,0.00026518845553064746,-0.014389823732831854,0.0005236620705020202,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8059080956982188,0.19409190430178125,0.18749811562037633,0.3491080470013468,1.8619282964324764,0.17218350359455822,0.17692454340678856,50,1.3583397435389584,0.39986362701489636,1.0083397435847528,0.10429982995305048,1.6687972792488077,0.0,0.0,1.0,-41.76725506593037
test,20250219,industry_size_liquidity_vol_mom,20,0.0,0.02,0.019304175714192177,0.019022915010696237,0.018515326189644687,0.03317033837800719,0.0005075888210515495,-0.014147423367310952,0.0002812607034959408,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8059081003279241,0.19409189967207585,0.18749804715258256,0.18750713566396052,1.0000484725655332,0.09138305612428835,0.09612407953967217,50,1.358339745355857,0.39986363894329136,1.008339745485192,0.10429983044612133,1.6687972871379413,0.0,0.0,1.0,-41.771005409935036
test,20250219,industry_size_liquidity_vol_mom,20,0.05,0.0,0.01877012362017466,0.01824641570345774,0.018515326189644687,0.03317033837800719,-0.000268910486186949,-0.01492392267454945,0.0005237079167169214,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8006986501834511,0.1993013498165489,0.1799995010948636,0.3491386111446143,1.9396643269617218,0.16959407222313724,0.17954453892147706,49,1.3633950854736931,0.3952331963278299,1.0133950854875693,0.10429094410856767,1.6686551057370826,0.0,0.0,1.0,-42.086825226638595
test,20250219,industry_size_liquidity_vol_mom,20,0.05,0.02,0.01877013312004453,0.018500122648985855,0.018515326189644687,0.03317033837800719,-1.5203540658832032e-05,-0.014670215729021333,0.00027001047105867736,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8006987504046083,0.19930124959539175,0.17999944711125615,0.18000698070578489,1.0000418534314945,0.08502830264233506,0.09497867806344983,50,1.363395027498534,0.3952332787148402,1.0133950276059673,0.1042909476921824,1.6686551630749185,0.0,0.0,1.0,-42.09042678483272
test,20250219,industry_size_liquidity_vol_mom,20,0.1,0.0,0.01874713193854812,0.018223566870384036,0.018515326189644687,0.03317033837800719,-0.0002917593192606517,-0.014946771507623153,0.0005235650681640854,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8010098334663025,0.1989901665336975,0.17898245055205275,0.3490433787760569,1.9501542061775827,0.16956414716850526,0.17947923160755164,49,1.363134341751759,0.39597665068971627,1.0131343418970773,0.10438986761300317,1.6702378818080508,0.0,0.0,1.0,-42.44274562113554
test,20250219,industry_size_liquidity_vol_mom,20,0.1,0.02,0.018747134622632448,0.018478606517230454,0.018515326189644687,0.03317033837800719,-3.671967241423296e-05,-0.014691731860776734,0.0002685281054019949,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8010098900716017,0.19899010992839827,0.17898244473213515,0.17901873693466325,1.0002027696212465,0.08455185972491171,0.09446687720975155,50,1.3631343612644526,0.39597669708027333,1.0131343617207733,0.10438987244802844,1.670237959168455,0.0,0.0,1.0,-42.44632807735787
test,20250219,industry_size_liquidity_vol_mom,20,0.2,0.0,0.020757163473612467,0.02023398578774554,0.018515326189644687,0.03317033837800719,0.001718659598100851,-0.01293635259026165,0.0005231776858669306,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8050782660093788,0.19492173399062118,0.17861860718353334,0.3487851239112871,1.952680795192323,0.1769316964668446,0.17185342744444249,46,1.317161876481097,0.3778213661281644,0.9671618765047005,0.09929680674494483,1.5887489079191173,0.0,0.0,1.0,-40.96078611484871
test,20250219,industry_size_liquidity_vol_mom,20,0.2,0.02,0.02075716351653162,0.020489209751318734,0.018515326189644687,0.03317033837800719,0.0019738835616740467,-0.012681128626688454,0.00026795376521288636,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.8050792911500095,0.19492070884999046,0.1786198029094769,0.17863584347525757,1.000089802841115,0.09185756769030605,0.08677827578495151,46,1.3171593487180622,0.3778208652933496,0.967159348886612,0.09929701355342738,1.588752216854838,0.0,0.0,1.0,-40.96444059151756
