split,k,window_index,window_start,window_end,num_days,cumulative_return,cumulative_bench_return,excess_vs_bench_10d,daily_mean,ir,compliance_rate,avg_position_count,avg_position_ratio,total_cost,win_rate_vs_bench,best_daily_return,worst_daily_return,final_cumulative
test,10,0,20250205,20250218,10,0.09556368179986174,0.27519689744261067,-0.17963321564274892,0.009526004835980584,0.3362484370763101,1.0,10.0,1.0,1.5887846214e-05,0.3,0.048278762463937426,-0.027114027172644557,1.0955636817998617
test,10,1,20250212,20250225,10,0.09368136180439857,0.05291163377638752,0.04076972802801104,0.009098577489338589,0.6011331646602047,1.0,10.0,1.0,1.3175201142e-05,0.5,0.0229242432198118,-0.02497447199319276,1.0936813618043986
test,10,2,20250219,20250304,10,-0.007040442879969744,-0.057469171430476584,0.05042872855050684,-0.00021861475872210126,-0.0066626627334102325,1.0,10.0,1.0,2.4237696199499995e-05,0.6,0.04133542781407321,-0.059315613006198954,0.9929595571200303
test,10,3,20250226,20250311,10,0.009145811160427897,-0.0012288261973423253,0.010374637357770222,0.0010039793771365068,0.0700062677091227,1.0,10.0,1.0,4.0329699529500006e-05,0.5,0.020860975010936363,-0.029993073934955133,1.009145811160428
test,10,4,20250305,20250318,10,-0.05793038098947367,-0.06769370334937341,0.00976332235989974,-0.005483689396122155,-0.17160570240528542,1.0,10.0,1.0,0.00011504113357050001,0.5,0.030129829191684963,-0.052007231023849354,0.9420696190105263
test,10,5,20250312,20250325,10,-0.15696263889126616,-0.17133536535248017,0.014372726461214014,-0.016777035910820207,-0.9176474060170114,1.0,10.0,1.0,2.5891915036499994e-05,0.6,0.018041715227459874,-0.04638450267873792,0.8430373611087338
test,10,6,20250319,20250401,10,-0.4280135696372678,-0.4406456756227125,0.01263210598544473,-0.05263131306962813,-0.894788456283601,1.0,10.0,1.0,2.6770962419999997e-05,0.7,-0.004785992176873201,-0.1500370528377615,0.5719864303627322
test,10,7,20250326,20250409,10,-0.21375187569573018,-0.3590263718437965,0.1452744961480663,-0.0214663136154723,-0.3039376632084575,1.0,10.0,1.0,2.1707703211499997e-05,1.0,0.08243701670437761,-0.11722250226353681,0.7862481243042698
test,10,8,20250402,20250416,10,0.5744566525367065,0.054265718419243214,0.5201909341174633,0.04832396782091461,0.7261340094975303,1.0,10.0,1.0,1.3588175511000001e-05,0.6,0.15567335941836252,-0.03599769764052669,1.5744566525367065
test,10,9,20250410,20250423,10,0.06236249629847834,0.05968747101083527,0.0026750252876430736,0.006195716406286843,0.3684098712537558,1.0,10.0,1.0,2.1466131029999995e-05,0.5,0.027659632396608316,-0.030806581448922708,1.0623624962984783
test,10,10,20250417,20250430,10,0.011662165891533904,0.23334593320656105,-0.22168376731502715,0.0012406838462021381,0.09235226107452808,1.0,10.0,1.0,1.13770497825e-05,0.0,0.031096543645886012,-0.016424755339251723,1.011662165891534
test,10,11,20250424,20250512,10,0.032167956696095734,0.24930287341521717,-0.21713491671912144,0.0033124347200995954,0.18666360135694818,1.0,10.0,1.0,2.5171859155500002e-05,0.3,0.03095835815789507,-0.025868692119566546,1.0321679566960957
test,10,12,20250506,20250519,10,-0.0787910759340944,0.006300070793013424,-0.08509114672710782,-0.008122768530519152,-0.7707721076934188,1.0,10.0,1.0,2.0579177061e-05,0.4,0.00655798448635066,-0.023952316755967835,0.9212089240659056
test,10,13,20250513,20250526,10,-0.07349069640713057,-0.12075437119030208,0.047263674783171505,-0.0074777591331259136,-0.4478579232368321,1.0,10.0,1.0,1.8093207842999997e-05,0.7,0.01986198271569495,-0.02941327111886205,0.9265093035928694
test,10,14,20250520,20250603,10,0.4125675977039085,0.017542926437738027,0.39502467126617047,0.03534194124839376,1.6644347818219765,1.0,10.0,1.0,1.2717755136e-05,1.0,0.06309219979513847,-0.0028204754579614962,1.4125675977039085
test,10,15,20250527,20250610,10,0.19209047634910537,0.15107364240036958,0.04101683394873579,0.017832567552443362,1.1450433887352047,1.0,10.0,1.0,2.1105526369499998e-05,0.8,0.05093409779283309,1.400961123484848e-05,1.1920904763491054
test,10,16,20250604,20250617,10,0.031088642036420033,-0.014338961269674155,0.04542760330609419,0.0032088030720171788,0.18022293300002454,1.0,10.0,1.0,4.1111138781000004e-05,0.6,0.02941117411840991,-0.026956344423819747,1.03108864203642
test,10,17,20250611,20250624,10,0.20550304508858064,0.21730902238221117,-0.011805977293630532,0.019432270207583393,0.5406100077177164,1.0,10.0,1.0,4.4260736013e-05,0.5,0.07600269168462931,-0.032381333423498616,1.2055030450885806
test,10,18,20250618,20250701,10,0.15477487794312417,0.3168002697826475,-0.16202539183952336,0.014944428418490618,0.46800657578770505,1.0,10.0,1.0,1.3698999207e-05,0.2,0.060010428438970524,-0.0247269966715377,1.1547748779431242
test,10,19,20250625,20250708,10,0.12611386581336204,0.16680872020132176,-0.04069485438795972,0.012180883381678678,0.5308236692932135,1.0,10.0,1.0,1.6148182509e-05,0.5,0.05072795057004684,-0.02152988016859518,1.126113865813362
test,10,20,20250702,20250715,10,0.12269215838858183,0.30985476034152803,-0.1871626019529462,0.011684455886701077,1.169261390239582,1.0,10.0,1.0,1.06214133105e-05,0.2,0.029726765818596262,-0.00021299809185212388,1.1226921583885818
test,10,21,20250709,20250722,10,0.37321989068986405,0.3646060384472545,0.008613852242609576,0.03236763373359433,1.7844717367649217,1.0,10.0,1.0,2.6716287829500004e-05,0.5,0.06378676489730886,0.004895227606344185,1.373219890689864
