split,trade_date,k,keep_multiplier,keep_rank,daily_count,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,cost_bps,slippage_bps,portfolio_nav,participation_cap,desired_turnover,filled_turnover,filled_buy_notional_weight,filled_sell_notional_weight,buy_reject_count,sell_reject_count,partial_fill_count,position_count,cash_weight_before_normalize
test,20250102,20,2.0,40,87,-0.020646649872596116,-0.020673016859774115,-0.025088410239999304,-0.01939089397724045,0.004415393380225188,-0.0012821228825336643,2.6366987177999997e-05,10.0,5.0,10000000.0,0.03,1.0000000000000002,0.017577991451999998,0.017577991451999998,0.0,0,0,20,20,0.0
test,20250109,20,2.0,40,87,0.03448465151878172,0.03443670059740922,0.022325852692530734,0.024659542717886895,0.012110847904878486,0.009777157879522325,4.7950921372500004e-05,10.0,5.0,10000000.0,0.03,0.570994073185649,0.031967280915,0.021344110373999997,0.010623170541,0,0,22,22,1.1102230246251565e-16
test,20250116,20,2.0,40,86,0.01279447324199116,0.012727867476759776,0.025274152494888513,0.014374691503525336,-0.012546285018128737,-0.0016468240267655601,6.660576523138515e-05,10.0,5.0,10000000.0,0.03,0.6235205390414359,0.0444038434875901,0.01894363956,0.025460203927590085,0,0,23,24,0.0
test,20250123,20,2.0,40,87,0.08324779374353357,0.08318674857065861,0.04328757587444709,0.06644509910568432,0.039899172696211516,0.016741649464974293,6.104517287496639e-05,10.0,5.0,10000000.0,0.03,0.9341127936729501,0.040696781916644255,0.023444945636999996,0.01725183627964424,0,0,27,27,0.0
test,20250207,20,2.0,40,87,0.02845587159528868,0.028324733939719706,0.014432909247593217,0.009023670995644098,0.013891824692126489,0.01930106294407561,0.00013113765556897264,10.0,5.0,10000000.0,0.03,1.1677157548075145,0.08742510371264843,0.03128794856919634,0.05613715514345212,1,1,27,31,0.0
test,20250214,20,2.0,40,84,0.024779354572733964,0.024676117200666235,0.016871284862258973,0.03130105453877853,0.007804832338407262,-0.006624937338112296,0.0001032373720677288,10.0,5.0,10000000.0,0.03,1.0355232266155001,0.0688249147118192,0.02749867465767995,0.041326240054139235,0,3,26,30,2.220446049250313e-16
test,20250221,20,2.0,40,85,-0.033836435944195296,-0.033945161649759595,-0.046884088921163025,-0.04280702012446799,0.01293892727140343,0.008861858474708398,0.00010872570556429542,10.0,5.0,10000000.0,0.03,1.007975901507805,0.07248380370953028,0.025768812356999998,0.04671499135253028,0,2,29,32,0.0
test,20250228,20,2.0,40,87,0.0383358132552258,0.0382348850013366,0.013087965242455368,0.027513796445918982,0.025146919758881232,0.010721088555417618,0.00010092825388919831,10.0,5.0,10000000.0,0.03,1.087241754174048,0.06728550259279888,0.020175568659798884,0.047109933932999996,0,1,30,32,0.0
test,20250307,20,2.0,40,87,-0.01749990593613637,-0.01761334407180513,0.00706423229089137,0.002452065525545062,-0.0246775763626965,-0.020065409597350193,0.00011343813566876297,10.0,5.0,10000000.0,0.03,1.0269748537648102,0.07562542377917532,0.02647005471,0.04915536906917532,0,1,33,34,0.0
test,20250314,20,2.0,40,86,-0.022677363297817048,-0.0227453264567379,-0.035221977517760794,-0.03660928954803166,0.012476651061022893,0.013863963091293757,6.796315892085354e-05,10.0,5.0,10000000.0,0.03,0.8619457923910094,0.04530877261390236,0.019614783764999998,0.025693988848902345,0,3,30,33,0.0
test,20250321,20,2.0,40,84,-0.003046492192594429,-0.003097787513628614,-0.012280536548130883,-0.017360992238976275,0.00918274903450227,0.014263204725347662,5.129532103418467e-05,10.0,5.0,10000000.0,0.03,1.0542370156194905,0.03419688068945645,0.020829399764999996,0.013367480924456443,0,4,26,31,0.0
test,20250328,20,2.0,40,88,-0.1141663604621753,-0.11422626223167824,-0.14669283680517808,-0.13853690790412185,0.03246657457349984,0.024310645672443607,5.990176950292945e-05,10.0,5.0,10000000.0,0.03,1.041984257066808,0.03993451300195296,0.021660332102224143,0.018274180899728824,0,4,29,35,0.0
test,20250407,20,2.0,40,78,0.08369596818367214,0.08360314863541185,0.05190031953527541,0.0679516778513726,0.03170282910013644,0.01565147078403925,9.281954826028605e-05,10.0,5.0,10000000.0,0.03,0.8299300473982476,0.061879698840190706,0.02926038548979785,0.03261931335039286,0,3,28,34,0.0
test,20250414,20,2.0,40,90,-0.02091607244693556,-0.020993284033264774,0.005394476281327165,-0.0023487991678924395,-0.02638776031459194,-0.018644484865372336,7.72115863292167e-05,10.0,5.0,10000000.0,0.03,1.086339305491319,0.051474390886144465,0.024834490643999996,0.026639900242144472,0,2,33,37,0.0
test,20250421,20,2.0,40,91,-0.007875668090279099,-0.00794646064657704,0.0003231408233126398,-0.01385649812713935,-0.00826960146988968,0.005910037480562309,7.079255629794184e-05,10.0,5.0,10000000.0,0.03,0.9925742780850029,0.04719503753196123,0.022283443229703624,0.024911594302257586,0,1,30,35,4.440892098500626e-16
