split,k,keep_multiplier,periods,net_ann,net_ir,net_max_drawdown,excess_benchmark_ann,excess_exec_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_transaction_cost,avg_buy_reject_count,avg_sell_reject_count,avg_partial_fill_count,avg_position_count,portfolio_nav,participation_cap
validation,10,1.5,97,-0.25848578241761144,-0.0845362186329616,-0.6015434438043076,-0.24736173196138755,-0.18474186650430824,1.6857874257615542,0.00336125299600736,5.041879494011038e-06,0.010309278350515464,1.5257731958762886,23.721649484536083,25.257731958762886,50000000.0,0.01
validation,10,3.0,97,-0.2583595423134115,-0.08433540667978379,-0.6017520946755476,-0.24712676687844604,-0.1844751897399225,1.368748786517549,0.0027977792350754056,4.196668852613108e-06,0.010309278350515464,1.309278350515464,20.649484536082475,21.969072164948454,50000000.0,0.01
validation,30,1.0,97,-0.13735757053880626,-0.03222130952958974,-0.5276817637449281,-0.12990756754513244,-0.0597176165967952,1.5604757629229704,0.008152621281812013,1.2228931922718022e-05,0.020618556701030927,9.371134020618557,62.52577319587629,71.94845360824742,50000000.0,0.01
validation,30,1.5,97,-0.1385747595909662,-0.032790184122923755,-0.526603624311315,-0.13071543779743655,-0.06052425368783365,1.3349660698561487,0.00692650288786404,1.0389754331796057e-05,0.020618556701030927,5.474226804123711,52.28865979381443,58.34020618556701,50000000.0,0.01
validation,30,3.0,97,-0.13119700780540688,-0.02895554763678866,-0.5207271697394491,-0.12144018854775895,-0.05042499997886507,0.7197670853874661,0.004349529124170233,6.524293686255348e-06,0.020618556701030927,2.618556701030928,26.22680412371134,33.154639175257735,50000000.0,0.01
test,10,1.0,66,0.5915087595418911,0.2259752175455808,-0.199223475728035,0.01009879178603934,0.1120840472776663,1.7955820377832632,0.03172112707382049,4.7581690610730736e-05,0.015151515151515152,1.8484848484848484,23.318181818181817,25.166666666666668,50000000.0,0.03
test,10,1.5,66,0.6573424334569793,0.24385842271296063,-0.1999084725199003,0.0545970782699261,0.1596454572767767,1.7049904468095722,0.03269045930320798,4.903568895481198e-05,0.015151515151515152,1.5,23.257575757575758,24.818181818181817,50000000.0,0.03
test,10,3.0,66,0.6405673454962562,0.2438000317677046,-0.2000029098803786,0.04232669289635482,0.1465709038924825,1.4501921291229571,0.025391388209434044,3.808708231415108e-05,0.015151515151515152,1.5,20.075757575757574,21.742424242424242,50000000.0,0.03
test,30,1.0,66,0.3345314424087753,0.1587406730442211,-0.1946602915446073,-0.1523771854520467,-0.06521195001882718,1.5903893142318364,0.0612170946364196,9.182564195462941e-05,0.030303030303030304,8.212121212121213,58.484848484848484,67.57575757575758,50000000.0,0.03
test,30,1.5,66,0.4177897560135835,0.19242344860532282,-0.19437347759767165,-0.09920156628725918,-0.006897261645417263,1.3214040680956198,0.05002435222083858,7.503652833125787e-05,0.015151515151515152,6.0,48.015151515151516,55.803030303030305,50000000.0,0.03
test,30,3.0,66,0.5425511792564748,0.24241785972898985,-0.19580386997629728,-0.021960420743362352,0.07970870682532727,0.6726016460918814,0.017605414256321516,2.6408121384482278e-05,0.030303030303030304,4.454545454545454,20.984848484848484,34.68181818181818,50000000.0,0.03
validation,10,1.0,97,-0.2562997623306389,-0.0838509575103934,-0.5987820557173748,-0.24541886326414397,-0.18273790467424655,1.7793366816785439,0.010415880776437172,1.5623821164655756e-05,0.0,2.9072164948453607,24.31958762886598,27.24742268041237,50000000.0,0.03
validation,10,1.5,97,-0.25672691833324246,-0.08393497415996297,-0.5994812327543175,-0.2457295604339952,-0.1830720327659695,1.6833218562835643,0.010088726961390335,1.5133090442085501e-05,0.010309278350515464,1.5257731958762886,23.762886597938145,25.298969072164947,50000000.0,0.03
validation,10,3.0,97,-0.25631442716959574,-0.08354117630527928,-0.5998665347222718,-0.245108298194867,-0.18235617184186292,1.36144300647962,0.008362053709588424,1.2543080564382634e-05,0.010309278350515464,1.309278350515464,20.567010309278352,22.0,50000000.0,0.03
validation,30,1.0,97,-0.1387276491738334,-0.03239166984750408,-0.5325497676935365,-0.13002832308627799,-0.059617504301123,1.521192657519631,0.02396856755206723,3.595285132810085e-05,0.020618556701030927,9.371134020618557,61.88659793814433,72.01030927835052,50000000.0,0.03
validation,30,1.5,97,-0.15233565254761405,-0.03863682038471405,-0.535388302051121,-0.14325584200229768,-0.07358805866504559,1.2532326227364208,0.020130911509790017,3.0196367264685024e-05,0.020618556701030927,6.639175257731959,51.0,59.65979381443299,50000000.0,0.03
validation,30,3.0,97,-0.15505734742070543,-0.04027123690904851,-0.5195584528744226,-0.1455999835254409,-0.07557482803550275,0.540727376549665,0.010601200398989178,1.590180059848377e-05,0.010309278350515464,2.618556701030928,21.969072164948454,33.134020618556704,50000000.0,0.03
test,10,1.0,66,0.5991762182482341,0.22948159361550485,-0.19897860421134927,0.015412673009171485,0.11814378471682518,1.7884927391264043,0.05286373982651545,7.929560973977318e-05,0.015151515151515152,1.8484848484848484,23.363636363636363,25.227272727272727,50000000.0,0.05
test,10,1.5,66,0.6734696049452995,0.250077365091639,-0.20011734044217722,0.06504876245288482,0.17124329280562756,1.6864600796225935,0.05332922512910187,7.99938376936528e-05,0.015151515151515152,1.5,23.21212121212121,24.863636363636363,50000000.0,0.05
test,10,3.0,66,0.6305954012950699,0.2459556418676893,-0.200285581835274,0.035045502763951575,0.1389877474210175,1.4155810837353544,0.040294301671579026,6.044145250736855e-05,0.015151515151515152,1.5,19.924242424242426,21.803030303030305,50000000.0,0.05
test,30,1.0,66,0.35925861433712103,0.1697201239981637,-0.1952347783344952,-0.13666462193657236,-0.047685216067043346,1.544371827926299,0.09490981372978691,0.00014236472059468038,0.030303030303030304,8.212121212121213,57.378787878787875,66.98484848484848,50000000.0,0.05
test,30,1.5,66,0.45345615964453434,0.21072205398291452,-0.1955839242081201,-0.07781718322195397,0.017305204030067634,1.2398054706911945,0.07411649313566245,0.00011117473970349366,0.015151515151515152,5.651515151515151,46.71212121212121,55.06060606060606,50000000.0,0.05
test,30,3.0,66,0.6084922809970197,0.2720745243461705,-0.19833110858809333,0.01845495023560595,0.1245599795413177,0.5366885573096223,0.022354379323465505,3.353156898519826e-05,0.015151515151515152,4.409090909090909,17.09090909090909,34.59090909090909,50000000.0,0.05
validation,10,1.0,97,-0.25447243786039997,-0.0834987108622669,-0.5958061588782582,-0.24398835604569225,-0.1812882479524418,1.7781365300084153,0.01737161459424167,2.6057421891362504e-05,0.0,2.9072164948453607,24.34020618556701,27.278350515463917,50000000.0,0.05
validation,10,1.5,97,-0.2552701531528456,-0.08362625468802372,-0.5969527682294526,-0.24453218333479465,-0.18187819789669601,1.6818416126591422,0.016800585914209732,2.520087887131459e-05,0.010309278350515464,1.5257731958762886,23.721649484536083,25.309278350515463,50000000.0,0.05
validation,10,3.0,97,-0.25355344468321916,-0.08242990395641255,-0.5964218262869637,-0.2423880960350422,-0.17947241380218115,1.3563848259598115,0.01372208836873626,2.058313255310439e-05,0.010309278350515464,1.309278350515464,20.783505154639176,22.216494845360824,50000000.0,0.05
validation,30,1.0,97,-0.1469973718916956,-0.036006026289484044,-0.5369560399284485,-0.1375964456925748,-0.06745909644964732,1.491832082404052,0.039058827729323745,5.8588241593985616e-05,0.020618556701030927,8.824742268041238,61.21649484536083,71.22680412371135,50000000.0,0.05
validation,30,1.5,97,-0.17325793485382457,-0.04843401515035793,-0.5398477229461403,-0.1641284929214747,-0.09544030069152076,1.1921341872438618,0.03218960154224391,4.828440231336587e-05,0.020618556701030927,6.092783505154639,50.16494845360825,59.05154639175258,50000000.0,0.05
validation,30,3.0,97,-0.17133207912092696,-0.047991458465824005,-0.5174291399101096,-0.1621354502325154,-0.09256153387825361,0.42973082024657017,0.013576126681852624,2.0364190022778935e-05,0.010309278350515464,2.618556701030928,19.278350515463917,33.134020618556704,50000000.0,0.05
test,10,1.0,66,0.6507820750666469,0.24636688987660546,-0.19831371814108412,0.04812449658735485,0.15435740438408785,1.7789619369515999,0.10213243369163849,0.00015319865053745773,0.015151515151515152,1.8484848484848484,23.424242424242426,25.333333333333332,50000000.0,0.1
test,10,1.5,66,0.7054959171559396,0.26277818132314174,-0.200579209218384,0.0844754237249028,0.1932088069808786,1.673221221355589,0.10168655366564357,0.00015252983049846537,0.015151515151515152,1.5,23.28787878787879,25.0,50000000.0,0.1
test,10,3.0,66,0.5924002523358884,0.2447907662394758,-0.2009693676965567,0.008171954328809461,0.11065421005906328,1.3550460619557623,0.07480169073102738,0.00011220253609654107,0.015151515151515152,1.1515151515151516,20.015151515151516,21.636363636363637,50000000.0,0.1
test,30,1.0,66,0.44202946272429444,0.2085756093223322,-0.1960922265849775,-0.08611460582800867,0.009520223800403071,1.422380405064484,0.1679315593858189,0.0002518973390787284,0.030303030303030304,8.606060606060606,54.89393939393939,66.27272727272727,50000000.0,0.1
test,30,1.5,66,0.4471302645965387,0.2220843139021314,-0.1927422375778619,-0.08661011902137161,0.010284373396302948,1.0897398878361253,0.12249776167260644,0.00018374664250890961,0.015151515151515152,5.833333333333333,44.696969696969695,54.90909090909091,50000000.0,0.1
test,30,3.0,66,0.6292371156332188,0.29064272857444157,-0.19994132827379918,0.029393794612050383,0.13725773112803163,0.3986252665891644,0.03206257139623002,4.809385709434501e-05,0.015151515151515152,4.409090909090909,13.666666666666666,34.59090909090909,50000000.0,0.1
validation,10,1.0,97,-0.24994644041261405,-0.08244981712770334,-0.5886654343090492,-0.24032826237794003,-0.17751063287241964,1.7774063947301328,0.03343792942035939,5.015689413053909e-05,0.0,2.9072164948453607,24.051546391752577,26.969072164948454,50000000.0,0.1
validation,10,1.5,97,-0.25261019924628736,-0.08352271064332024,-0.59031888298553,-0.24274308532261935,-0.1801259728094835,1.6812617225633073,0.03235867127244676,4.8538006908670144e-05,0.010309278350515464,1.5257731958762886,23.515463917525775,25.103092783505154,50000000.0,0.1
validation,10,3.0,97,-0.24890518132768447,-0.08071269563056882,-0.5879215638270412,-0.23810836377641953,-0.17495749460636145,1.3475082077473823,0.026829816964778153,4.024472544716723e-05,0.010309278350515464,1.309278350515464,20.690721649484537,22.24742268041237,50000000.0,0.1
validation,30,1.0,97,-0.19295008297311778,-0.05518449500974614,-0.5447983828879777,-0.18203495789422308,-0.11396237456482416,1.439260113615832,0.07404857687434208,0.00011107286531151313,0.020618556701030927,8.77319587628866,60.577319587628864,70.88659793814433,50000000.0,0.1
validation,30,1.5,97,-0.1989085892860567,-0.058834019586769926,-0.5495615210517153,-0.18888954610452224,-0.12057818035692891,1.0929428682075901,0.05666395511130555,8.499593266695833e-05,0.020618556701030927,5.711340206185567,49.1958762886598,58.670103092783506,50000000.0,0.1
validation,30,3.0,97,-0.1717504640743559,-0.04891939250209571,-0.5090303172146702,-0.16299553079564588,-0.09259595939961496,0.305806518550833,0.018587504618156673,2.7881256927235007e-05,0.010309278350515464,2.618556701030928,14.618556701030927,33.123711340206185,50000000.0,0.1
test,10,1.0,66,0.5919710970330314,0.22138685148722617,-0.19951305417062282,0.009723835581234574,0.11148113823167605,1.8134971864458282,0.005272505210435167,7.908757815652752e-06,0.015151515151515152,1.8484848484848484,23.166666666666668,25.015151515151516,100000000.0,0.01
test,10,1.5,66,0.6027603085970035,0.22458410797248515,-0.19962762223876895,0.0170469245955589,0.11930227177667097,1.7468544189635662,0.0054668145216078745,8.200221782411813e-06,0.015151515151515152,1.5,23.151515151515152,24.651515151515152,100000000.0,0.01
test,10,3.0,66,0.6097541174803278,0.22714934205168008,-0.19964199834412433,0.021677295834691357,0.12425597457626725,1.5317141514713795,0.00451094266940445,6.766414004106674e-06,0.015151515151515152,1.5,20.151515151515152,21.651515151515152,100000000.0,0.01
test,30,1.0,66,0.32170287196397784,0.1522128395798582,-0.19555352738675824,-0.16078045998462254,-0.07422806127474657,1.6373872342372622,0.01132804254954643,1.6992063824319645e-05,0.030303030303030304,7.545454545454546,59.81818181818182,67.56060606060606,100000000.0,0.01
test,30,1.5,66,0.3271201727152384,0.15472464203211117,-0.19557233220702686,-0.15733092241814362,-0.07032556702311887,1.4702875971510514,0.009839574445086357,1.4759361667629534e-05,0.015151515151515152,5.53030303030303,49.621212121212125,55.484848484848484,100000000.0,0.01
test,30,3.0,66,0.37623008642033273,0.1738601801357063,-0.1958237161318177,-0.1262378418541833,-0.03596406458755608,1.0211990852234414,0.005238015577580637,7.857023366370954e-06,0.030303030303030304,4.454545454545454,27.757575757575758,34.68181818181818,100000000.0,0.01
validation,10,1.0,97,-0.2588872479386277,-0.08470298967201256,-0.6019103196160234,-0.2477646203044498,-0.18515466599800945,1.78163283182439,0.0017357502743201492,2.603625411480224e-06,0.0,2.9072164948453607,24.298969072164947,27.20618556701031,100000000.0,0.01
validation,10,1.5,97,-0.2589612390902267,-0.08471522960188103,-0.6020256758959039,-0.24781896248677016,-0.18521319345833986,1.6864143330275851,0.0016804281504723122,2.5206422257084683e-06,0.010309278350515464,1.5257731958762886,23.711340206185568,25.24742268041237,100000000.0,0.01
validation,10,3.0,97,-0.2588992355887235,-0.08461633465483406,-0.6021298461132194,-0.24770359847547974,-0.18508186961863493,1.3711079664603436,0.001398183915684023,2.0972758735260344e-06,0.010309278350515464,1.309278350515464,20.5979381443299,21.917525773195877,100000000.0,0.01
validation,30,1.0,97,-0.13492171836712719,-0.03125368764635121,-0.5247831901620412,-0.12771432686746997,-0.05741483711681006,1.57027848689936,0.004121500248330127,6.182250372495191e-06,0.020618556701030927,9.371134020618557,62.5360824742268,71.91752577319588,100000000.0,0.01
validation,30,1.5,97,-0.1359459296112847,-0.03174124418191054,-0.5241829141438217,-0.1284956221644311,-0.05823925502640126,1.3591311107694797,0.003498071577868511,5.247107366802765e-06,0.020618556701030927,5.422680412371134,52.79381443298969,58.23711340206186,100000000.0,0.01
validation,30,3.0,97,-0.13313587755228606,-0.03018760493670217,-0.5209521689978189,-0.12444742135824616,-0.053886050293289633,0.7954671149584647,0.0026408909323189893,3.961336398478483e-06,0.020618556701030927,2.618556701030928,29.24742268041237,33.154639175257735,100000000.0,0.01
test,10,1.0,66,0.5937728924417083,0.22408778873828789,-0.19939940745705953,0.011109036287540786,0.11307674933575007,1.8062459223190122,0.01583330124485731,2.3749951867285966e-05,0.015151515151515152,1.8484848484848484,23.242424242424242,25.09090909090909,100000000.0,0.03
test,10,1.5,66,0.6268109453294302,0.23354168375392373,-0.19974261415079664,0.03351485418019995,0.13701037651622205,1.7304775238908423,0.016413987448867177,2.4620981173300774e-05,0.015151515151515152,1.5,23.196969696969695,24.696969696969695,100000000.0,0.03
test,10,3.0,66,0.6456885391440552,0.240349829094596,-0.19978738306647337,0.04598307066657492,0.1503283099868169,1.494583679439534,0.013433068779251487,2.014960316887723e-05,0.015151515151515152,1.5,20.196969696969695,21.727272727272727,100000000.0,0.03
test,30,1.0,66,0.3349789875346194,0.15750106588105747,-0.1948147164764854,-0.1520039954700516,-0.06499093598646333,1.6153962928135008,0.03246880071925213,4.87032010788782e-05,0.030303030303030304,7.5,59.31818181818182,67.4090909090909,100000000.0,0.03
test,30,1.5,66,0.36241485283534836,0.16966857611565936,-0.1945447335776772,-0.13442495395219323,-0.0457695978143553,1.397454101926613,0.027108606427693673,4.06629096415405e-05,0.015151515151515152,5.484848484848484,48.77272727272727,55.34848484848485,100000000.0,0.03
test,30,3.0,66,0.4630053100606253,0.2084262737238096,-0.19542544640096693,-0.07132532583117224,0.02475238706555638,0.8540123287773399,0.011688879308424768,1.7533318962637152e-05,0.030303030303030304,4.454545454545454,25.242424242424242,34.68181818181818,100000000.0,0.03
validation,10,1.0,97,-0.2578053453269661,-0.0843310751192386,-0.6006998929860328,-0.24676414555074522,-0.1841198354186252,1.7807236202315277,0.0052082349278388266,7.812352391758239e-06,0.0,2.9072164948453607,24.309278350515463,27.216494845360824,100000000.0,0.03
validation,10,1.5,97,-0.25802391740754493,-0.0843652614722345,-0.6010506629517958,-0.24692159737067976,-0.18428922615293986,1.6851585097987216,0.005042482228139104,7.563723342208657e-06,0.010309278350515464,1.5257731958762886,23.7319587628866,25.2680412371134,100000000.0,0.03
validation,10,3.0,97,-0.2578298042293965,-0.08406669315375072,-0.601364090208081,-0.24656517874940576,-0.18388494663814658,1.3663468356747535,0.004192783513509132,6.2891752702636984e-06,0.010309278350515464,1.309278350515464,20.628865979381445,21.969072164948454,100000000.0,0.03
validation,30,1.0,97,-0.13791443039530682,-0.03234531544179024,-0.5293567323190468,-0.1301466450274824,-0.05991769611632647,1.5492691805021492,0.012168328982134286,1.8252493473201423e-05,0.020618556701030927,9.371134020618557,62.402061855670105,72.01030927835052,100000000.0,0.03
validation,30,1.5,97,-0.1419633870566347,-0.03416387301456355,-0.5300207803610149,-0.13378325727474494,-0.06369662016354694,1.3155736883012683,0.010250479262230572,1.5375718893345858e-05,0.020618556701030927,6.092783505154639,51.96907216494845,58.98969072164948,100000000.0,0.03
validation,30,3.0,97,-0.13733698226282676,-0.031626955869578796,-0.5209908465468112,-0.12729028295970501,-0.05649168798194959,0.6600205815327546,0.00601306779440263,9.019601691603948e-06,0.020618556701030927,2.618556701030928,24.2680412371134,33.154639175257735,100000000.0,0.03
test,10,1.0,66,0.592900390888655,0.22567885648772784,-0.19928285082754404,0.010829129311733299,0.11284850875260743,1.798977831611525,0.026418425518100648,3.962763827715098e-05,0.015151515151515152,1.8484848484848484,23.257575757575758,25.106060606060606,100000000.0,0.05
test,10,1.5,66,0.6493544613005184,0.24118540315333678,-0.19985406640029346,0.04906982552924255,0.15370987588482432,1.713468666434698,0.02738094353510645,4.107141530265968e-05,0.015151515151515152,1.5,23.257575757575758,24.757575757575758,100000000.0,0.05
test,10,3.0,66,0.6428338781699401,0.24293598895206062,-0.1999314056269278,0.04406402374456486,0.1482835298939693,1.4629483810440194,0.021401370023725604,3.21020550355884e-05,0.015151515151515152,1.5,20.09090909090909,21.727272727272727,100000000.0,0.05
test,30,1.0,66,0.3314599452611713,0.15701748331646928,-0.19465233767467627,-0.15425755542340291,-0.06735903760920692,1.6002164556994434,0.05196078674569381,7.794118011854072e-05,0.030303030303030304,7.5,58.77272727272727,67.01515151515152,100000000.0,0.05
test,30,1.5,66,0.40169258383448203,0.1855631299788198,-0.19409737498765733,-0.10940294751870427,-0.018181034328581536,1.348838934946641,0.042856125762498976,6.428418864374846e-05,0.015151515151515152,6.0,48.31818181818182,55.78787878787879,100000000.0,0.05
test,30,3.0,66,0.523713889752494,0.233651739921063,-0.19569245460482,-0.033430765979014065,0.06688388043250426,0.724794554023853,0.016189836741881552,2.428475511282233e-05,0.030303030303030304,4.454545454545454,22.863636363636363,34.68181818181818,100000000.0,0.05
validation,10,1.0,97,-0.2567849798554278,-0.08399565797801169,-0.599439184466092,-0.24584277994426063,-0.18317161998924048,1.7797982063659537,0.008682085147570273,1.3023127721355409e-05,0.0,2.9072164948453607,24.329896907216494,27.237113402061855,100000000.0,0.05
validation,10,1.5,97,-0.2571430363328501,-0.08404836047033425,-0.6000319905172293,-0.24609512882731688,-0.18344276335380105,1.6838943363533914,0.008406184537489838,1.2609276806234759e-05,0.010309278350515464,1.5257731958762886,23.762886597938145,25.298969072164947,100000000.0,0.05
validation,10,3.0,97,-0.25675793781880374,-0.0836830590552626,-0.6004127516894829,-0.24552925071956322,-0.1827959362250251,1.3628495558657623,0.00699009675522541,1.0485145132838116e-05,0.010309278350515464,1.309278350515464,20.5979381443299,21.989690721649485,100000000.0,0.05
validation,30,1.0,97,-0.13816373571209828,-0.03221591835024601,-0.5316630734020323,-0.12972852611163044,-0.0593603486168881,1.529584049667867,0.020106305597772066,3.0159458396658102e-05,0.020618556701030927,9.371134020618557,62.02061855670103,72.03092783505154,100000000.0,0.05
validation,30,1.5,97,-0.1493114825811731,-0.037263444157589594,-0.5343181096831662,-0.14041979703056962,-0.07064548612580113,1.2724476966961373,0.0170454683524221,2.556820252863315e-05,0.020618556701030927,6.639175257731959,51.175257731958766,59.649484536082475,100000000.0,0.05
validation,30,3.0,97,-0.14700453801534785,-0.036143083620439796,-0.5202360575280875,-0.13685045748424962,-0.06639191724738214,0.5714195762754537,0.00930733949845917,1.3961009247688756e-05,0.010309278350515464,2.618556701030928,22.2680412371134,33.154639175257735,100000000.0,0.05
test,10,1.0,66,0.5991762182482341,0.22948159361550485,-0.19897860421134927,0.015412673009171485,0.11814378471682518,1.7884927391264043,0.05286373982651545,7.929560973977318e-05,0.015151515151515152,1.8484848484848484,23.363636363636363,25.227272727272727,100000000.0,0.1
test,10,1.5,66,0.6734696049452995,0.250077365091639,-0.20011734044217722,0.06504876245288482,0.17124329280562756,1.6864600796225935,0.05332922512910187,7.99938376936528e-05,0.015151515151515152,1.5,23.21212121212121,24.863636363636363,100000000.0,0.1
test,10,3.0,66,0.6305954012950699,0.2459556418676893,-0.200285581835274,0.035045502763951575,0.1389877474210175,1.4155810837353544,0.040294301671579026,6.044145250736855e-05,0.015151515151515152,1.5,19.924242424242426,21.803030303030305,100000000.0,0.1
test,30,1.0,66,0.35925861433712103,0.1697201239981637,-0.1952347783344952,-0.13666462193657236,-0.047685216067043346,1.544371827926299,0.09490981372978691,0.00014236472059468038,0.030303030303030304,8.212121212121213,57.378787878787875,66.98484848484848,100000000.0,0.1
test,30,1.5,66,0.45345615964453434,0.21072205398291452,-0.1955839242081201,-0.07781718322195397,0.017305204030067634,1.2398054706911945,0.07411649313566245,0.00011117473970349366,0.015151515151515152,5.651515151515151,46.71212121212121,55.06060606060606,100000000.0,0.1
test,30,3.0,66,0.6084922809970197,0.2720745243461705,-0.19833110858809333,0.01845495023560595,0.1245599795413177,0.5366885573096223,0.022354379323465505,3.353156898519826e-05,0.015151515151515152,4.409090909090909,17.09090909090909,34.59090909090909,100000000.0,0.1
validation,10,1.0,97,-0.25447243786039997,-0.0834987108622669,-0.5958061588782582,-0.24398835604569225,-0.1812882479524418,1.7781365300084153,0.01737161459424167,2.6057421891362504e-05,0.0,2.9072164948453607,24.34020618556701,27.278350515463917,100000000.0,0.1
validation,10,1.5,97,-0.2552701531528456,-0.08362625468802372,-0.5969527682294526,-0.24453218333479465,-0.18187819789669601,1.6818416126591422,0.016800585914209732,2.520087887131459e-05,0.010309278350515464,1.5257731958762886,23.721649484536083,25.309278350515463,100000000.0,0.1
validation,10,3.0,97,-0.25355344468321916,-0.08242990395641255,-0.5964218262869637,-0.2423880960350422,-0.17947241380218115,1.3563848259598115,0.01372208836873626,2.058313255310439e-05,0.010309278350515464,1.309278350515464,20.783505154639176,22.216494845360824,100000000.0,0.1
validation,30,1.0,97,-0.1469973718916956,-0.036006026289484044,-0.5369560399284485,-0.1375964456925748,-0.06745909644964732,1.491832082404052,0.039058827729323745,5.8588241593985616e-05,0.020618556701030927,8.824742268041238,61.21649484536083,71.22680412371135,100000000.0,0.1
validation,30,1.5,97,-0.17325793485382457,-0.04843401515035793,-0.5398477229461403,-0.1641284929214747,-0.09544030069152076,1.1921341872438618,0.03218960154224391,4.828440231336587e-05,0.020618556701030927,6.092783505154639,50.16494845360825,59.05154639175258,100000000.0,0.1
validation,30,3.0,97,-0.17133207912092696,-0.047991458465824005,-0.5174291399101096,-0.1621354502325154,-0.09256153387825361,0.42973082024657017,0.013576126681852624,2.0364190022778935e-05,0.010309278350515464,2.618556701030928,19.278350515463917,33.134020618556704,100000000.0,0.1
