split,k,keep_multiplier,periods,net_ann,net_ir,net_max_drawdown,excess_benchmark_ann,excess_exec_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_transaction_cost,avg_buy_reject_count,avg_sell_reject_count,avg_partial_fill_count,avg_position_count,portfolio_nav,participation_cap
validation,30,1.0,97,-0.1469973718916956,-0.03600602628948393,-0.5369560399284485,-0.1375964456925748,-0.06745909644964765,1.491832082404052,0.03905882772932374,5.8588241593985616e-05,0.020618556701030927,8.824742268041238,61.21649484536083,71.22680412371135,10000000.0,0.01
validation,30,1.5,97,-0.17325793485382446,-0.04843401515035793,-0.5398477229461403,-0.1641284929214747,-0.09544030069152076,1.1921341872438618,0.032189601542243915,4.828440231336587e-05,0.020618556701030927,6.092783505154639,50.16494845360825,59.05154639175258,10000000.0,0.01
validation,30,3.0,97,-0.17133207912092674,-0.047991458465824005,-0.5174291399101095,-0.1621354502325154,-0.09256153387825361,0.4297308202465703,0.013576126681852615,2.036419002277892e-05,0.010309278350515464,2.618556701030928,19.278350515463917,33.134020618556704,10000000.0,0.01
test,10,1.0,66,0.6898193315254879,0.25898277167674694,-0.19757079952382273,0.07226761221070466,0.18130216341824879,1.7653710062374453,0.14468327005295215,0.0002170249050794282,0.015151515151515152,1.8484848484848484,23.242424242424242,25.242424242424242,10000000.0,0.03
test,10,1.5,66,0.7166922102450297,0.26748981739915995,-0.2008687330976895,0.09014943309494905,0.20059815774665246,1.6624855987363831,0.14282620534490553,0.00021423930801735833,0.015151515151515152,1.5,23.242424242424242,25.0,10000000.0,0.03
test,10,3.0,66,0.5793938667151177,0.24376866034930064,-0.20093992694272922,-0.000465748020504142,0.10179215173891842,1.3438787614672156,0.10973830825222167,0.0001646074623783325,0.015151515151515152,1.1515151515151516,19.863636363636363,21.666666666666668,10000000.0,0.03
test,30,1.0,66,0.5420458208788874,0.2551499888504274,-0.19071697876852556,-0.02483947705022127,0.07840792681894793,1.3438902915088042,0.22005334143911576,0.0003300800121586736,0.030303030303030304,7.833333333333333,53.31818181818182,64.5909090909091,10000000.0,0.03
test,30,1.5,66,0.430454928234105,0.22593812620974804,-0.18852402180770889,-0.10053762210906902,-0.0036774159603144563,1.0064423437890002,0.1517286687565633,0.00022759300313484492,0.015151515151515152,5.106060606060606,42.75757575757576,53.42424242424242,10000000.0,0.03
test,30,3.0,66,0.6476964302875257,0.3042551728123638,-0.19868061873361997,0.039308316355477046,0.1488717386726992,0.30506566718761624,0.04127875559735903,6.191813339603854e-05,0.015151515151515152,4.409090909090909,11.954545454545455,34.59090909090909,10000000.0,0.03
validation,10,1.0,97,-0.25091163693978447,-0.08398986746511997,-0.5841191452955767,-0.2419734184210408,-0.1794004511298155,1.776518777405323,0.04798690625158696,7.198035937738046e-05,0.0,2.9072164948453607,23.690721649484537,26.649484536082475,10000000.0,0.03
