split,trade_date,risk_control,k,style_penalty,turnover_penalty,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,desired_turnover,filled_turnover,buy_reject_count,sell_reject_count,partial_fill_count,position_count,avg_abs_control_exposure_z,avg_abs_full_style_exposure_z
validation,20240424,industry_size,20,0.1,0.0,0.07621688777811707,0.07614083074199426,0.08104687955615653,0.07278438583664654,-0.004906048814162262,0.0033564449053477274,7.605703612280984e-05,1.6231922687009266,0.05070469074853989,0,5,43,48,0.15264343127007865,0.23512049931844287
validation,20240424,industry_size,20,0.1,0.02,0.07922608008473721,0.07915073537116035,0.08104687955615653,0.07278438583664654,-0.0018961441849961735,0.0063663495345138155,7.534471357684922e-05,1.5813384437040767,0.05022980905123281,0,5,44,49,0.14410839975313333,0.2299252968966511
validation,20240506,none,20,0.0,0.0,-0.023692450559521922,-0.02378371286342861,-0.019168939971569876,-0.012435640807186676,-0.004614772891858732,-0.011348072056241932,9.126230390668501e-05,1.5955796089691991,0.06084153593779001,0,8,40,49,0.0,0.21827721430068583
validation,20240506,none,20,0.0,0.02,-0.02325927687070484,-0.02334950328285735,-0.019168939971569876,-0.012435640807186676,-0.004180563311287473,-0.010913862475670673,9.022641215250939e-05,1.5924945970635267,0.06015094143500625,0,8,40,49,0.0,0.21496553475025693
validation,20240506,none,20,0.1,0.0,-0.023692450559521922,-0.02378371286342861,-0.019168939971569876,-0.012435640807186676,-0.004614772891858732,-0.011348072056241932,9.126230390668501e-05,1.5955796089691991,0.06084153593779001,0,8,40,49,0.0,0.21827721430068583
validation,20240506,none,20,0.1,0.02,-0.02325927687070484,-0.02334950328285735,-0.019168939971569876,-0.012435640807186676,-0.004180563311287473,-0.010913862475670673,9.022641215250939e-05,1.5924945970635267,0.06015094143500625,0,8,40,49,0.0,0.21496553475025693
validation,20240506,industry_size,20,0.0,0.0,-0.023692450559521922,-0.02378371286342861,-0.019168939971569876,-0.012435640807186676,-0.004614772891858732,-0.011348072056241932,9.126230390668501e-05,1.5955796089691991,0.06084153593779001,0,8,40,49,0.18672846277367963,0.21827721430068583
validation,20240506,industry_size,20,0.0,0.02,-0.02325927687070484,-0.02334950328285735,-0.019168939971569876,-0.012435640807186676,-0.004180563311287473,-0.010913862475670673,9.022641215250939e-05,1.5924945970635267,0.06015094143500625,0,8,40,49,0.1887851591429405,0.21496553475025693
validation,20240506,industry_size,20,0.1,0.0,-0.023884980855690286,-0.023966558018422405,-0.019168939971569876,-0.012435640807186676,-0.004797618046852529,-0.011530917211235728,8.15771627321195e-05,1.604083454049511,0.05438477515474633,0,5,36,42,0.17660308686489423,0.2543408195074427
validation,20240506,industry_size,20,0.1,0.02,-0.023504660497241082,-0.023587882576784135,-0.019168939971569876,-0.012435640807186676,-0.004418942605214259,-0.011152241769597459,8.322207954305319e-05,1.4806389917426586,0.05548138636203546,0,5,38,45,0.16818366515857483,0.23710038725439586
validation,20240513,none,20,0.0,0.0,-0.0063531494017822635,-0.006456358891953429,0.00619088735623019,0.004333584201484677,-0.01264724624818362,-0.010789943093438106,0.00010320949017116605,1.7066627090805502,0.06880632678077736,0,8,47,56,0.0,0.2783521045029418
validation,20240513,none,20,0.0,0.02,-0.006442438437231728,-0.006544325091181134,0.00619088735623019,0.004333584201484677,-0.012735212447411324,-0.01087790929266581,0.00010188665394940616,1.6017290759729557,0.06792443596627078,0,8,47,56,0.0,0.27279057623737624
validation,20240513,none,20,0.1,0.0,-0.0063531494017822635,-0.006456358891953429,0.00619088735623019,0.004333584201484677,-0.01264724624818362,-0.010789943093438106,0.00010320949017116605,1.7066627090805502,0.06880632678077736,0,8,47,56,0.0,0.2783521045029418
validation,20240513,none,20,0.1,0.02,-0.006442438437231728,-0.006544325091181134,0.00619088735623019,0.004333584201484677,-0.012735212447411324,-0.01087790929266581,0.00010188665394940616,1.6017290759729557,0.06792443596627078,0,8,47,56,0.0,0.27279057623737624
validation,20240513,industry_size,20,0.0,0.0,-0.0063531494017822635,-0.006456358891953429,0.00619088735623019,0.004333584201484677,-0.01264724624818362,-0.010789943093438106,0.00010320949017116605,1.7066627090805502,0.06880632678077736,0,8,47,56,0.20904312993829857,0.2783521045029418
validation,20240513,industry_size,20,0.0,0.02,-0.006442438437231728,-0.006544325091181134,0.00619088735623019,0.004333584201484677,-0.012735212447411324,-0.01087790929266581,0.00010188665394940616,1.6017290759729557,0.06792443596627078,0,8,47,56,0.20303618934161025,0.27279057623737624
validation,20240513,industry_size,20,0.1,0.0,-0.007244620986062668,-0.0073310819556167825,0.00619088735623019,0.004333584201484677,-0.013521969311846974,-0.01166466615710146,8.64609695541144e-05,1.6138857598988137,0.0576406463694096,0,5,42,48,0.19990792989833747,0.3074672034255238
