candidate,split,feature,selected_mean,universe_mean,selected_minus_universe,diff_ir
k10_keep1.5,validation,lag1_log_circ_mv,14.831506754466984,14.693518657306125,0.1379880971608586,0.4129402769543122
k10_keep1.5,validation,lag1_log_total_mv,15.130139835410201,14.995892165462283,0.13424766994791776,0.42200519731089225
k10_keep1.5,validation,lag1_beta_20d,0.9531179065417105,0.992829968382966,-0.03971206184125554,-0.22396664211869746
k10_keep1.5,validation,lag1_beta_60d,0.9976958758153207,0.993255121735494,0.00444075407982658,0.03260181223800909
k10_keep1.5,validation,lag1_ret_20d,-0.01962175386376886,-0.00016728092567266573,-0.019454472938096195,-0.5897009277857466
k10_keep1.5,validation,lag1_ret_5d_mean,-0.0006745532680012639,8.842950424541629e-05,-0.0007629827722466804,-0.2628705817829112
k10_keep1.5,validation,lag1_ret_20d_mean,-0.0007963266452270099,2.4622823608114315e-05,-0.0008209494688351241,-0.5638823311507903
k10_keep1.5,validation,lag1_ret_60d_mean,-0.00036408071004873923,2.1519625451670207e-05,-0.0003856003355004094,-0.36297379698682375
k10_keep1.5,validation,lag1_ret_20d_std,0.023967450076621804,0.02650856089597154,-0.0025411108193497314,-0.9179978074898296
k10_keep1.5,validation,lag1_ret_60d_std,0.026426042069169015,0.027658488349581,-0.001232446280411985,-0.46268838964164144
k10_keep1.5,validation,lag1_amplitude,0.03335783579302789,0.036529413668681426,-0.003171577875653545,-0.6199821739362895
k10_keep1.5,validation,lag1_vol_log,11.307407128507682,11.387129987617298,-0.07972285910961564,-0.22462848047638842
k10_keep1.5,validation,lag1_amount_log,12.642474017038438,12.663006439241164,-0.020532422202724856,-0.04782341939970806
k10_keep1.5,validation,lag1_amount_rank_pct,0.49419519709402177,0.5038289352270787,-0.009633738133056879,-0.07912763167598244
k10_keep1.5,validation,lag1_amount_20d_mean,703853.9506774743,651399.084482762,52454.866194712245,0.10605618148047297
k10_keep1.5,validation,lag1_amount_60d_mean,700334.6504048625,621728.567395688,78606.0830091745,0.21995825519011616
k10_keep1.5,validation,lag1_turnover_rate,1.5646467010309277,1.873543022466953,-0.3088963214360253,-0.5768654081694796
k10_keep1.5,validation,lag1_turnover_rate_f,2.1678654639175257,2.581893398396749,-0.41402793447922337,-0.5764194127543866
k10_keep1.5,validation,lag1_turnover_20d_mean,1.5903761855670104,1.861804882332999,-0.2714286967659885,-0.5419791357821412
k10_keep1.5,validation,lag1_turnover_60d_mean,1.6603852508591064,1.8050042803540254,-0.14461902949491914,-0.3076483752437436
k10_keep1.5,validation,lag1_turnover_cost_proxy,0.11848098409601966,0.14121127388496654,-0.022730289788946884,-0.6353472570489475
k10_keep1.5,validation,lag1_illiquidity_proxy,7.104086492102764e-08,7.031807692485839e-08,7.227879961692709e-10,0.023242665343458157
k30_keep1,test,lag1_log_circ_mv,15.151826078976969,15.068688104716664,0.08313797426030563,0.4621795268305788
k30_keep1,test,lag1_log_total_mv,15.404851878375064,15.323295618717987,0.08155625965707582,0.4944391011326633
k30_keep1,test,lag1_beta_20d,0.8221715698678604,0.8568931878246617,-0.034721617956801266,-0.34808207316663065
k30_keep1,test,lag1_beta_60d,0.8559861949970567,0.8699426236540911,-0.013956428657034127,-0.14453602234622853
k30_keep1,test,lag1_ret_20d,-0.010124322739295024,0.02676437462857277,-0.03688869736786779,-1.120227067975168
k30_keep1,test,lag1_ret_5d_mean,-3.612910651960741e-05,0.0015371784457466533,-0.0015733075522662609,-0.5550997714965309
k30_keep1,test,lag1_ret_20d_mean,-0.00026471765084643207,0.0013662061002808505,-0.0016309237511272824,-1.103434361722258
k30_keep1,test,lag1_ret_60d_mean,0.0008361549886537557,0.001256767828321113,-0.0004206128396673574,-0.6183203421927435
