candidate,split,periods,gross_mean,net_mean,cost_drag_mean,net_ir,excess_benchmark_mean,excess_executable_universe_mean,desired_turnover,filled_turnover,fill_ratio,avg_buy_reject,avg_sell_reject,avg_partial_fill,avg_positions
k10_keep1.5,test,66,0.011937810832541296,0.011723571524523945,0.00021423930801735524,0.26748981739916,0.0020185056275513705,0.003973978886097991,1.6624855987363831,0.1428262053449055,0.08591124365435972,0.015151515151515152,1.5,23.242424242424242,25.0
k30_keep1,test,66,0.009628319243385256,0.009298239231226581,0.0003300800121586761,0.25514998885042706,-0.00040682666574598926,0.0015486465928006392,1.3438902915088042,0.2200533414391157,0.16374353087413018,0.030303030303030304,7.833333333333333,53.31818181818182,64.5909090909091
k30_keep3,test,66,0.010631853413478488,0.01056993528008244,6.191813339604357e-05,0.3042551728123632,0.0008648693831098792,0.002820342641656505,0.30506566718761613,0.041278755597358975,0.1353110495124069,0.015151515151515152,4.409090909090909,11.954545454545455,34.59090909090909
k10_keep1.5,validation,97,-0.004347656015149486,-0.00441787761688292,7.02216017334363e-05,-0.08388175168467342,-0.005324809800297019,-0.003747352932107614,1.6793603441459637,0.04681440115562004,0.02787632881698623,0.010309278350515464,1.5257731958762886,23.195876288659793,24.8659793814433
k30_keep1,validation,97,-0.0030073897301127863,-0.0031638825443228323,0.00015649281421004573,-0.059567895255858094,-0.004070814727736934,-0.0024933578595475398,1.4150918307779596,0.10432854280669658,0.07372563429282256,0.020618556701030927,9.082474226804123,59.371134020618555,70.34020618556701
k30_keep3,validation,97,-0.002352510128220331,-0.002387366713680558,3.4856585460225804e-05,-0.047226427183841124,-0.0032942988970946652,-0.001716842028905265,0.2509569440138788,0.023237723640151125,0.09259645606325999,0.020618556701030927,2.618556701030928,12.783505154639176,33.123711340206185
