split,trade_date,risk_control,k,style_penalty,turnover_penalty,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,portfolio_nav,participation_cap,turnover_cap,exposure_cap,exposure_slack_penalty,buy_capacity_slack_penalty,cash_penalty,min_invested_shortfall_penalty,single_name_cap,min_invested,optimizer_status,solver_message,fallback_used,invested_weight,cash_weight,desired_turnover,filled_turnover,filled_desired_ratio,buy_turnover,sell_turnover,position_count,max_abs_exposure_z,avg_abs_exposure_z,max_exposure_slack,avg_exposure_slack,total_exposure_slack,buy_capacity_slack,min_invested_shortfall,min_invested_rule_ok,objective_value
test,20250205,none,20,0.0,0.0,0.11449277733930592,0.11329277734768854,0.062453273221866556,0.07052425095655465,0.050839504125821985,0.04276852639113389,0.0011999999916173845,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999357945,0.20000000006420549,0.7999999999357944,0.7999999944115896,0.9999999930947441,0.7999999944115896,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610304258,0.0,1.0,-396.05837483099344
test,20250205,none,20,0.0,0.02,0.1144927789338934,0.11329277894223307,0.062453273221866556,0.07052425095655465,0.05083950572036651,0.042768527985678415,0.0011999999916603317,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999361239,0.20000000006387608,0.799999999936124,0.7999999944402212,0.9999999931301214,0.7999999944402212,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610874581,0.0,1.0,-396.07437487609286
test,20250205,none,20,0.05,0.0,0.11449277733930592,0.11329277734768854,0.062453273221866556,0.07052425095655465,0.050839504125821985,0.04276852639113389,0.0011999999916173845,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999357945,0.20000000006420549,0.7999999999357944,0.7999999944115896,0.9999999930947441,0.7999999944115896,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610304258,0.0,1.0,-396.05837483099344
test,20250205,none,20,0.05,0.02,0.1144927789338934,0.11329277894223307,0.062453273221866556,0.07052425095655465,0.05083950572036651,0.042768527985678415,0.0011999999916603317,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999361239,0.20000000006387608,0.799999999936124,0.7999999944402212,0.9999999931301214,0.7999999944402212,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610874581,0.0,1.0,-396.07437487609286
test,20250205,none,20,0.1,0.0,0.11449277733930592,0.11329277734768854,0.062453273221866556,0.07052425095655465,0.050839504125821985,0.04276852639113389,0.0011999999916173845,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999357945,0.20000000006420549,0.7999999999357944,0.7999999944115896,0.9999999930947441,0.7999999944115896,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610304258,0.0,1.0,-396.05837483099344
test,20250205,none,20,0.1,0.02,0.1144927789338934,0.11329277894223307,0.062453273221866556,0.07052425095655465,0.05083950572036651,0.042768527985678415,0.0011999999916603317,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999361239,0.20000000006387608,0.799999999936124,0.7999999944402212,0.9999999931301214,0.7999999944402212,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610874581,0.0,1.0,-396.07437487609286
test,20250205,none,20,0.2,0.0,0.11449277733930592,0.11329277734768854,0.062453273221866556,0.07052425095655465,0.050839504125821985,0.04276852639113389,0.0011999999916173845,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999357945,0.20000000006420549,0.7999999999357944,0.7999999944115896,0.9999999930947441,0.7999999944115896,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610304258,0.0,1.0,-396.05837483099344
test,20250205,none,20,0.2,0.02,0.1144927789338934,0.11329277894223307,0.062453273221866556,0.07052425095655465,0.05083950572036651,0.042768527985678415,0.0011999999916603317,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999361239,0.20000000006387608,0.799999999936124,0.7999999944402212,0.9999999931301214,0.7999999944402212,0.0,86,0.0,0.0,0.0,0.0,0.0,0.3966746610874581,0.0,1.0,-396.07437487609286
test,20250205,industry_proxy,20,0.0,0.0,0.1164927430179845,0.1152927430372313,0.062453273221866556,0.07052425095655465,0.05283946981536475,0.04476849208067665,0.0011999999807531954,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999155992,0.20000000008440078,0.7999999999155991,0.7999999871687969,0.9999999840664973,0.7999999871687969,0.0,86,0.3499980694197693,0.27430183679137654,4.302870331449097e-09,4.300083675691606e-09,1.7200334702766424e-08,0.396674646549863,0.0,1.0,-396.0730441519695
test,20250205,industry_proxy,20,0.0,0.02,0.11649272571866306,0.11529272573766648,0.062453273221866556,0.07052425095655465,0.052839452515799926,0.04476847478111183,0.0011999999809965808,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999999166681,0.20000000008333185,0.7999999999166679,0.7999999873310538,0.9999999842679823,0.7999999873310538,0.0,86,0.34999809791257297,0.2743020294104701,4.24845351837529e-09,4.245696568948645e-09,1.698278627579458e-08,0.39667464687377707,0.0,1.0,-396.0890444078018
test,20250205,industry_proxy,20,0.05,0.0,0.11501437208768715,0.11381437212369636,0.062453273221866556,0.07052425095655465,0.0513610989018298,0.043290121167141704,0.0011999999639908019,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999998408875,0.20000000015911246,0.7999999998408872,0.799999975993868,0.9999999701912259,0.799999975993868,0.0,86,0.349994008585196,0.08750561121385289,7.850077313433827e-09,7.841136541030166e-09,3.1364546164120665e-08,0.3966746242455117,0.0,1.0,-396.1099112517481
test,20250205,industry_proxy,20,0.05,0.02,0.11502022906192526,0.11382022909847535,0.062453273221866556,0.07052425095655465,0.05136695587660879,0.043295978141920696,0.001199999963449916,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999998385134,0.20000000016148656,0.7999999998385134,0.7999999756332773,0.9999999697434548,0.7999999756332773,0.0,86,0.3499939114097659,0.08750576022788842,7.967353672126203e-09,7.958366376918609e-09,3.1833465507674435e-08,0.3966746235270986,0.0,1.0,-396.1259107223077
test,20250205,industry_proxy,20,0.1,0.0,0.11315379978087213,0.11195379981486053,0.062453273221866556,0.07052425095655465,0.049500526592993976,0.04142954885830588,0.001199999966011602,10000000.0,0.03,1.0,0.35,25.0,1000.0,0.0,0.0,0.05,0.8,Optimal,optimal,False,0.7999999998504287,0.2000000001495713,0.799999999850429,0.799999977341068,0.9999999718632987,0.799999977341068,0.0,86,5.386816051000665e-06,2.299469611055649e-06,7.364298644729854e-09,7.36209581566921e-09,2.944838326267684e-08,0.3966746269608283,0.0,1.0,-396.11663474945874
