split,setting,net_ann,net_ir,net_mdd,gross_ann,excess_benchmark_ann,excess_exec_universe_ann,benchmark_ann,executable_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_transaction_cost,avg_buy_reject_count,avg_sell_reject_count,avg_partial_fill_count,avg_position_count
test,top_20_keep_2x,0.30396650340162235,0.1780814159191425,-0.16501245544101717,0.31888880268773634,-0.24858418080461908,-0.1277072338876417,0.7056686574279982,0.49212414031612783,1.2065841914622175,0.15105131219638257,0.00022657696829457382,0.0,5.2063492063492065,33.82539682539682,41.20634920634921
validation,top_20_keep_2x,-0.10578763544501957,-0.0258527859917392,-0.40546614227956645,-0.10151069543759472,0.02760823182656491,0.05065614964670351,-0.13037812252061565,-0.14988620006539533,1.2685685469376202,0.06299367134642145,9.449050701963222e-05,0.0,5.457446808510638,36.51063829787234,43.01063829787234
