run,split,best_epoch,val_best_rank_ic,train_samples,validation_samples,test_samples,num_features,samples,dates,pred_std,ic_mean,icir,rank_ic_mean,rank_icir,const_days
new_alpha13,test,10,0.03527886694508797,124527,42759,28852,13,28852,329,0.032131534069776535,-0.003089336807852598,-0.017806032342661617,0.025081706084686545,0.15838635371994747,0
new_alpha13,validation,10,0.03527886694508797,124527,42759,28852,13,42759,484,0.027879228815436363,0.028589388629120933,0.17247188368310062,0.03527886694508797,0.2208116060271738,0
new_alpha18_resid,test,10,0.03857165111654913,124527,42759,28852,18,28852,329,0.04521574825048447,-0.04293471755971206,-0.22983906450391403,0.0050424894762376386,0.03498224794378362,0
new_alpha18_resid,validation,10,0.03857165111654913,124527,42759,28852,18,42759,484,0.02286987379193306,0.005792199529678986,0.03130984569608205,0.03857165111654913,0.26729393336150686,0
old_full62,test,20,0.023236663507244796,133403,43803,28415,62,28415,329,0.017399340867996216,0.050544184821212645,0.33911131783290266,0.05441932748015431,0.37994723844369005,0
old_full62,validation,20,0.023236663507244796,133403,43803,28415,62,43803,484,0.01908399537205696,0.018480049186360283,0.11954083602077413,0.023236663507244796,0.1607237348766196,0
