split,setting,net_ann,net_ir,net_mdd,gross_ann,excess_benchmark_ann,excess_exec_universe_ann,benchmark_ann,executable_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_transaction_cost,avg_buy_reject_count,avg_sell_reject_count,avg_partial_fill_count,avg_position_count
test,top_20_keep_2x,0.3679375965279197,0.16636021019114072,-0.21555798369116808,0.3742219382641554,-0.20792866634725315,-0.07638593654480086,0.7056686574279982,0.4916410376015268,0.7084899090417369,0.061046719561825995,9.157007934273897e-05,0.0,6.396825396825397,18.841269841269842,31.46031746031746
validation,top_20_keep_2x,0.010370482856867591,0.025945264641789235,-0.3654282969166278,0.012856902048325125,0.15194512324605758,0.1807272773181221,-0.13037812252061565,-0.1500919559010745,0.67827163954794,0.032579736726052674,4.8869605089079024e-05,0.0,2.6702127659574466,20.98936170212766,28.872340425531913
