split,mode,k,signal_date,execution_date,ts_code,close_weight,pred_score
test,full_topk,10,20250205,20250206,300017.SZ,0.10546834838334403,0.002054937183856964
test,full_topk,10,20250205,20250206,300059.SZ,0.09936818151657478,0.0020241776946932077
test,full_topk,10,20250205,20250206,300136.SZ,0.10028875531350655,0.0019766578916460276
test,full_topk,10,20250205,20250206,300251.SZ,0.10801413610294198,0.002067976864054799
test,full_topk,10,20250205,20250206,300253.SZ,0.09797953219410416,0.0019967672415077686
test,full_topk,10,20250205,20250206,300383.SZ,0.09853597259305422,0.0020750495605170727
test,full_topk,10,20250205,20250206,300408.SZ,0.0987375904912717,0.0019594519399106503
test,full_topk,10,20250205,20250206,300413.SZ,0.09761789825122201,0.0020494668278843164
test,full_topk,10,20250205,20250206,300558.SZ,0.09937376148381989,0.0020325640216469765
test,full_topk,10,20250205,20250206,300979.SZ,0.09461582367016072,0.0019975730683654547
test,full_topk,10,20250206,20250207,300002.SZ,0.10463533096430733,0.0019571115262806416
test,full_topk,10,20250206,20250207,300017.SZ,0.10165574292330046,0.002063306514173746
test,full_topk,10,20250206,20250207,300059.SZ,0.10217900405036615,0.0020058895461261272
test,full_topk,10,20250206,20250207,300136.SZ,0.09990097496255766,0.001988495234400034
test,full_topk,10,20250206,20250207,300144.SZ,0.09884344304913982,0.001963987946510315
test,full_topk,10,20250206,20250207,300383.SZ,0.10155969255268789,0.0020894871558994055
test,full_topk,10,20250206,20250207,300408.SZ,0.09713998241567687,0.001978664193302393
test,full_topk,10,20250206,20250207,300413.SZ,0.09864886949482582,0.0020624843891710043
test,full_topk,10,20250206,20250207,300558.SZ,0.09713061423405593,0.0020430004224181175
test,full_topk,10,20250206,20250207,300979.SZ,0.09830634535308205,0.0019980957731604576
test,full_topk,10,20250207,20250210,300017.SZ,0.09709738018086231,0.0020656154956668615
test,full_topk,10,20250207,20250210,300059.SZ,0.09964800260471977,0.001985249575227499
test,full_topk,10,20250207,20250210,300136.SZ,0.09896897923077128,0.0019952324219048023
test,full_topk,10,20250207,20250210,300144.SZ,0.10207088229834538,0.0019815554842352867
test,full_topk,10,20250207,20250210,300253.SZ,0.10641899985261553,0.0020051763858646154
test,full_topk,10,20250207,20250210,300383.SZ,0.09681675191444364,0.0020981437992304564
test,full_topk,10,20250207,20250210,300408.SZ,0.10079573071246598,0.0020047936122864485
test,full_topk,10,20250207,20250210,300413.SZ,0.09943726501461847,0.0020768558606505394
test,full_topk,10,20250207,20250210,300558.SZ,0.10097691782854776,0.002048426540568471
test,full_topk,10,20250207,20250210,300979.SZ,0.09776909036260983,0.0019962210208177567
test,full_topk,10,20250210,20250211,300017.SZ,0.10179459174337091,0.002062397776171565
test,full_topk,10,20250210,20250211,300059.SZ,0.09835630368176733,0.001999057363718748
test,full_topk,10,20250210,20250211,300136.SZ,0.09991353734750075,0.0019960026256740093
test,full_topk,10,20250210,20250211,300251.SZ,0.11429428221609478,0.0020664448384195566
test,full_topk,10,20250210,20250211,300253.SZ,0.09727420423344024,0.0020061975810676813
test,full_topk,10,20250210,20250211,300383.SZ,0.09729345049294948,0.00209946371614933
test,full_topk,10,20250210,20250211,300408.SZ,0.10031701807621499,0.002031237818300724
test,full_topk,10,20250210,20250211,300413.SZ,0.10165138769007905,0.0020875195041298866
test,full_topk,10,20250210,20250211,300558.SZ,0.08993404336614792,0.002055755816400051
test,full_topk,10,20250210,20250211,300979.SZ,0.09917118115243458,0.0019952652510255575
test,full_topk,10,20250211,20250212,300017.SZ,0.09978874909181537,0.0020568605978041887
test,full_topk,10,20250211,20250212,300059.SZ,0.09987681149457633,0.00201608520001173
test,full_topk,10,20250211,20250212,300136.SZ,0.0997024820946581,0.00199573184363544
test,full_topk,10,20250211,20250212,300144.SZ,0.09760542280250378,0.0019893269054591656
test,full_topk,10,20250211,20250212,300253.SZ,0.10542610024409682,0.0020047107245773077
test,full_topk,10,20250211,20250212,300383.SZ,0.10364945720661921,0.0020962043199688196
test,full_topk,10,20250211,20250212,300408.SZ,0.09949841667380221,0.0020560314878821373
test,full_topk,10,20250211,20250212,300413.SZ,0.09874734488003467,0.0020951121114194393
test,full_topk,10,20250211,20250212,300558.SZ,0.09608860927306181,0.002069694921374321
test,full_topk,10,20250211,20250212,300979.SZ,0.09961660623883163,0.00199351878836751
test,full_topk,10,20250212,20250213,300017.SZ,0.0967930929492078,0.002058747923001647
test,full_topk,10,20250212,20250213,300059.SZ,0.09963113212827934,0.0020323002245277166
test,full_topk,10,20250212,20250213,300136.SZ,0.10243966894768732,0.0020047370344400406
test,full_topk,10,20250212,20250213,300253.SZ,0.1005920379187526,0.002002912340685725
test,full_topk,10,20250212,20250213,300383.SZ,0.09748324880638548,0.0020975363440811634
test,full_topk,10,20250212,20250213,300408.SZ,0.09892996950631074,0.0020631570369005203
test,full_topk,10,20250212,20250213,300413.SZ,0.10156722369295645,0.002100897952914238
test,full_topk,10,20250212,20250213,300558.SZ,0.10118136256453239,0.002079624682664871
test,full_topk,10,20250212,20250213,300750.SZ,0.10232231972540023,0.0019921136554330587
test,full_topk,10,20250212,20250213,300979.SZ,0.09905994376048761,0.00198998861014843
test,full_topk,10,20250213,20250214,300017.SZ,0.10128612218428845,0.0020571211352944374
test,full_topk,10,20250213,20250214,300059.SZ,0.09833323098438387,0.002047252841293812
test,full_topk,10,20250213,20250214,300136.SZ,0.09681308299963576,0.0020101519767194986
test,full_topk,10,20250213,20250214,300253.SZ,0.11558754042114357,0.0020058501977473497
test,full_topk,10,20250213,20250214,300383.SZ,0.10028132428114664,0.002095501869916916
test,full_topk,10,20250213,20250214,300408.SZ,0.09657584696342016,0.0020624641329050064
test,full_topk,10,20250213,20250214,300413.SZ,0.09657768315482279,0.002099904464557767
test,full_topk,10,20250213,20250214,300558.SZ,0.09661811018858807,0.0020787164103239775
test,full_topk,10,20250213,20250214,300750.SZ,0.10061331919566066,0.002019681967794895
test,full_topk,10,20250213,20250214,300866.SZ,0.09731373962690999,0.001995526487007737
test,full_topk,10,20250214,20250217,300017.SZ,0.09832752326196433,0.0020580484997481108
test,full_topk,10,20250214,20250217,300059.SZ,0.10035845836198275,0.0020566752646118402
test,full_topk,10,20250214,20250217,300136.SZ,0.10071101227285006,0.0020129806362092495
test,full_topk,10,20250214,20250217,300253.SZ,0.09787327109661415,0.00200340012088418
test,full_topk,10,20250214,20250217,300383.SZ,0.10298716875077343,0.0020950310863554478
test,full_topk,10,20250214,20250217,300408.SZ,0.10116737685477059,0.002067019697278738
test,full_topk,10,20250214,20250217,300413.SZ,0.09898094197211137,0.0020986106246709824
test,full_topk,10,20250214,20250217,300558.SZ,0.09975757407293138,0.0020747841335833073
test,full_topk,10,20250214,20250217,300750.SZ,0.09911734633798389,0.0020029800944030285
test,full_topk,10,20250214,20250217,300866.SZ,0.1007193270180181,0.0019998683128505945
test,full_topk,10,20250217,20250218,300001.SZ,0.10280336516279955,0.0020005134865641594
test,full_topk,10,20250217,20250218,300017.SZ,0.09911568954568593,0.0020558456890285015
test,full_topk,10,20250217,20250218,300059.SZ,0.09910754170446748,0.00206867977976799
test,full_topk,10,20250217,20250218,300136.SZ,0.09959076000146205,0.0020115054212510586
test,full_topk,10,20250217,20250218,300251.SZ,0.10163348334017877,0.0020552384667098522
test,full_topk,10,20250217,20250218,300383.SZ,0.09696970576155207,0.0020903469994664192
test,full_topk,10,20250217,20250218,300408.SZ,0.09990598430748056,0.002071632072329521
test,full_topk,10,20250217,20250218,300413.SZ,0.09665673039257622,0.002097080461680889
test,full_topk,10,20250217,20250218,300558.SZ,0.10263946980183852,0.002063112799078226
test,full_topk,10,20250217,20250218,300866.SZ,0.10157726998195882,0.0019968743436038494
test,full_topk,10,20250218,20250219,300001.SZ,0.1006558953371251,0.002007734961807728
test,full_topk,10,20250218,20250219,300017.SZ,0.0988870040308924,0.0020561739802360535
test,full_topk,10,20250218,20250219,300059.SZ,0.10041239221864387,0.0020785671658813953
test,full_topk,10,20250218,20250219,300136.SZ,0.1007154638027793,0.0020175259560346603
test,full_topk,10,20250218,20250219,300253.SZ,0.09947529491872047,0.0019993423484265804
test,full_topk,10,20250218,20250219,300383.SZ,0.10197245216873696,0.0020893379114568233
test,full_topk,10,20250218,20250219,300408.SZ,0.09900737210695999,0.0020786707755178213
test,full_topk,10,20250218,20250219,300413.SZ,0.09982752575098848,0.002098899334669113
test,full_topk,10,20250218,20250219,300558.SZ,0.09686788466404753,0.0020539192482829094
test,full_topk,10,20250218,20250219,300866.SZ,0.10217871500110591,0.0020101454574614763
test,full_topk,10,20250219,20250220,300001.SZ,0.09674453023306329,0.002016213024035096
test,full_topk,10,20250219,20250220,300017.SZ,0.10105163620660262,0.002067036461085081
test,full_topk,10,20250219,20250220,300059.SZ,0.09884015120207743,0.002078857971355319
test,full_topk,10,20250219,20250220,300136.SZ,0.10126422189576371,0.0020272042602300644
test,full_topk,10,20250219,20250220,300251.SZ,0.09556020814852882,0.0020446726121008396
test,full_topk,10,20250219,20250220,300383.SZ,0.10372357645399964,0.002098001539707184
test,full_topk,10,20250219,20250220,300408.SZ,0.10214900716956694,0.002074968535453081
test,full_topk,10,20250219,20250220,300413.SZ,0.09885044692169728,0.002096874173730612
test,full_topk,10,20250219,20250220,300558.SZ,0.100797574646197,0.002052298979833722
test,full_topk,10,20250219,20250220,300866.SZ,0.10101864712250336,0.0020265658386051655
test,full_topk,10,20250220,20250221,300001.SZ,0.09609954353437257,0.0020251055248081684
test,full_topk,10,20250220,20250221,300017.SZ,0.10930242481949047,0.0020853853784501553
test,full_topk,10,20250220,20250221,300059.SZ,0.09854253224341017,0.002081753918901086
test,full_topk,10,20250220,20250221,300136.SZ,0.09729014688131753,0.0020462507382035255
test,full_topk,10,20250220,20250221,300251.SZ,0.09845430340897916,0.002032115589827299
test,full_topk,10,20250220,20250221,300383.SZ,0.10910484120514638,0.0021149488165974617
test,full_topk,10,20250220,20250221,300408.SZ,0.09695679878330846,0.0020682006143033504
test,full_topk,10,20250220,20250221,300413.SZ,0.09581474740403803,0.0021039205603301525
test,full_topk,10,20250220,20250221,300558.SZ,0.09871308967887364,0.0020563905127346516
