split,trade_date,risk_control,k,style_penalty,turnover_penalty,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,desired_turnover,filled_turnover,buy_reject_count,sell_reject_count,partial_fill_count,position_count,avg_abs_control_exposure_z,avg_abs_full_style_exposure_z
test,20250102,none,10,0.0,0.0,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.0,0.02,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.05,0.0,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.05,0.02,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.1,0.0,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.1,0.02,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.2,0.0,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,10,0.2,0.02,-0.01454638555342143,-0.01457587133906193,-0.025088410239999304,-0.019141809913104164,0.010512538900937373,0.004565938574042234,2.9485785640500006e-05,1.0000000000000007,0.019657190427000003,0,0,10,10,0.0,0.47760503476380217
test,20250102,none,30,0.0,0.0,-0.031352749032243915,-0.031486140608498914,-0.025088410239999304,-0.019141809913104164,-0.00639773036849961,-0.01234433069539475,0.000133391576255,0.9999999999999999,0.08892771750333332,0,0,29,30,0.0,0.867980854234636
test,20250102,none,30,0.0,0.02,-0.031352749032243915,-0.031486140608498914,-0.025088410239999304,-0.019141809913104164,-0.00639773036849961,-0.01234433069539475,0.000133391576255,0.9999999999999999,0.08892771750333332,0,0,29,30,0.0,0.867980854234636
