split,mode,k,signal_date,execution_date,position_count,turnover,transaction_cost,overnight_return,intraday_return,daily_return,benchmark_return,top_selected
test,full_topk,10,20250205,20250206,10,1.0,0.0015,0.0,0.03958513531655723,0.03802575761358251,0.02802915920617699,"300024.SZ,300253.SZ,300251.SZ,300070.SZ,300144.SZ,300677.SZ,300002.SZ,300017.SZ,300118.SZ,300012.SZ"
test,full_topk,10,20250206,20250207,10,0.42600412655139963,0.0006390061898270995,0.0004734254847361816,0.018055627021575194,0.01788674866899509,0.025276870850721167,"300024.SZ,300070.SZ,300144.SZ,300002.SZ,300677.SZ,300118.SZ,300498.SZ,300146.SZ,300012.SZ,300017.SZ"
test,full_topk,10,20250207,20250210,10,0.8150988398665249,0.0012226482597997874,0.004189130924746079,0.024721217267396046,0.02775578654322519,0.004380985608164689,"300024.SZ,300253.SZ,300498.SZ,300146.SZ,300601.SZ,300003.SZ,300070.SZ,300144.SZ,300015.SZ,300012.SZ"
test,full_topk,10,20250210,20250211,10,0.4173511678441603,0.0006260267517662405,-0.00035511302916524796,-0.018667534063205163,-0.019630140223583448,-0.014261015743242234,"300601.SZ,300498.SZ,300003.SZ,300015.SZ,300146.SZ,300024.SZ,300070.SZ,300253.SZ,300285.SZ,300142.SZ"
test,full_topk,10,20250211,20250212,10,0.20385080604769695,0.00030577620907154546,-0.002176446226556707,0.011482603185215668,0.008972551521553518,0.018129053104789072,"300498.SZ,300601.SZ,300015.SZ,300003.SZ,300146.SZ,300285.SZ,300142.SZ,300595.SZ,300070.SZ,300024.SZ"
test,full_topk,10,20250212,20250213,10,0.4079221604899408,0.0006118832407349112,-0.0024935750019720814,0.0011353997763074886,-0.001972056893873808,-0.007119166455953008,"300274.SZ,300498.SZ,300601.SZ,300015.SZ,300142.SZ,300285.SZ,300014.SZ,300595.SZ,300003.SZ,300070.SZ"
test,full_topk,10,20250213,20250214,10,0.20669778135939332,0.00031004667203909,-0.0021408665028196145,0.011344659581382378,0.00886661292965396,0.017986992567949667,"300274.SZ,300014.SZ,300498.SZ,300142.SZ,300015.SZ,300601.SZ,300285.SZ,300595.SZ,300070.SZ,300012.SZ"
test,full_topk,10,20250214,20250217,10,0.013335412622202655,2.0003118933303982e-05,0.004555002351793794,0.0005435986616912916,0.005080971950282009,0.005108476582658117,"300274.SZ,300014.SZ,300142.SZ,300601.SZ,300285.SZ,300015.SZ,300070.SZ,300012.SZ,300595.SZ,300498.SZ"
test,full_topk,10,20250217,20250218,10,0.40552088285572646,0.0006082813242835897,-0.0010630263881058124,-0.019937705002413264,-0.021575056947666482,-0.01977943921338543,"300274.SZ,300014.SZ,300142.SZ,300601.SZ,300070.SZ,300012.SZ,300001.SZ,300285.SZ,300595.SZ,300677.SZ"
test,full_topk,10,20250218,20250219,10,0.20657508718520073,0.0003098626307778011,-0.0027222644181986977,0.015418131370762424,0.012340111122252084,0.020346664076452914,"300274.SZ,300142.SZ,300014.SZ,300677.SZ,300070.SZ,300001.SZ,300012.SZ,300054.SZ,300601.SZ,300595.SZ"
test,full_topk,10,20250219,20250220,10,0.6126688034641108,0.0009190032051961662,0.005337079282112495,0.00937119688169249,0.013825724862617017,-0.0006278900939528098,"300274.SZ,300677.SZ,300070.SZ,300054.SZ,300142.SZ,300012.SZ,300001.SZ,300498.SZ,300207.SZ,300285.SZ"
test,full_topk,10,20250220,20250221,10,0.022592831963532137,3.3889247945298204e-05,0.0013012144788830567,0.011932727894998286,0.01321513114969175,0.025129586223623823,"300274.SZ,300677.SZ,300070.SZ,300054.SZ,300207.SZ,300142.SZ,300012.SZ,300285.SZ,300498.SZ,300001.SZ"
test,full_topk,10,20250221,20250224,10,0.20830984448516207,0.0003124647667277431,0.004001743430885247,-0.0071073444086636964,-0.003445528235368922,-0.00669192243493999,"300274.SZ,300070.SZ,300677.SZ,300207.SZ,300142.SZ,300054.SZ,300498.SZ,300595.SZ,300012.SZ,300285.SZ"
test,full_topk,10,20250224,20250225,10,0.6067556791479553,0.0009101335187219328,-0.0100700484464547,0.0006356215018912372,-0.010342368788883505,-0.011320669295950991,"300274.SZ,300070.SZ,300677.SZ,300118.SZ,300142.SZ,300207.SZ,300595.SZ,300601.SZ,300001.SZ,300498.SZ"
test,full_topk,10,20250225,20250226,10,0.208069523882987,0.0003121042858244805,0.0017870613677100507,0.017475618031656894,0.018975783403589075,0.012330107707853921,"300070.SZ,300677.SZ,300118.SZ,300274.SZ,300142.SZ,300001.SZ,300595.SZ,300207.SZ,300601.SZ,300012.SZ"
test,full_topk,10,20250226,20250227,10,0.2085076905876062,0.00031276153588140934,-0.0011574591500557105,0.002159367715174976,0.0006863350725658801,-0.005161326389019227,"300070.SZ,300677.SZ,300118.SZ,300001.SZ,300595.SZ,300142.SZ,300601.SZ,300012.SZ,300207.SZ,300146.SZ"
test,full_topk,10,20250227,20250228,10,0.4074711669186074,0.0006112067503779112,-0.0012930412187077273,-0.028438997234396135,-0.030288322461014983,-0.038163607102016606,"300529.SZ,300070.SZ,300677.SZ,300034.SZ,300118.SZ,300001.SZ,300595.SZ,300012.SZ,300601.SZ,300142.SZ"
test,full_topk,10,20250228,20250303,10,0.006806610965289006,1.0209916447933509e-05,-0.00033540318231607127,0.010051420995317717,0.009702337452655474,0.012040636532047566,"300529.SZ,300070.SZ,300677.SZ,300034.SZ,300118.SZ,300001.SZ,300012.SZ,300595.SZ,300142.SZ,300601.SZ"
test,full_topk,10,20250303,20250304,10,0.20183563770031698,0.0003027534565504755,-0.0019851473764869476,0.006410467215764559,0.004108504732430518,-0.0029348632895016546,"300529.SZ,300118.SZ,300034.SZ,300677.SZ,300012.SZ,300595.SZ,300001.SZ,300142.SZ,300146.SZ,300601.SZ"
test,full_topk,10,20250304,20250305,10,0.20515197943684962,0.00030772796915527447,-0.001118941476141139,-0.006420698048036411,-0.007837865160858382,0.00012972138941336198,"300529.SZ,300118.SZ,300034.SZ,300677.SZ,300012.SZ,300142.SZ,300595.SZ,300001.SZ,300146.SZ,300413.SZ"
test,full_topk,10,20250305,20250306,10,0.011693384365815435,1.7540076548723152e-05,0.004266898238753112,0.021820333239189128,0.026162337337752417,0.020237107795495257,"300529.SZ,300118.SZ,300034.SZ,300142.SZ,300677.SZ,300595.SZ,300012.SZ,300001.SZ,300413.SZ,300146.SZ"
test,full_topk,10,20250306,20250307,10,0.21303578262290904,0.00031955367393436354,-0.002847547067946237,-0.01151802100898397,-0.014647743554610293,-0.013148272533672345,"300529.SZ,300118.SZ,300034.SZ,300413.SZ,300595.SZ,300142.SZ,300677.SZ,300001.SZ,300146.SZ,300601.SZ"
test,full_topk,10,20250307,20250310,10,0.20606023545374785,0.0003090903531806218,0.002099329226085753,0.008594033246244692,0.010399003032613319,-0.002462061172715746,"300529.SZ,300118.SZ,300034.SZ,300413.SZ,300595.SZ,300001.SZ,300677.SZ,300024.SZ,300142.SZ,300601.SZ"
test,full_topk,10,20250310,20250311,10,0.21087040757869033,0.0003163056113680355,-0.010592795091412196,0.013763515962970386,0.002707664354546502,0.0018878781910134368,"300529.SZ,300118.SZ,300413.SZ,300034.SZ,300595.SZ,300024.SZ,300677.SZ,300001.SZ,300059.SZ,300601.SZ"
test,full_topk,10,20250311,20250312,10,0.009666791584263895,1.4500187376395843e-05,0.0030406771550010713,-0.007851141856837551,-0.0048487675780980455,-0.005790483270147639,"300529.SZ,300118.SZ,300413.SZ,300059.SZ,300034.SZ,300595.SZ,300024.SZ,300677.SZ,300001.SZ,300601.SZ"
test,full_topk,10,20250312,20250313,10,0.20635365224201124,0.00030953047836301687,-0.0017659353416327938,-0.01053686341519986,-0.012589919484079948,-0.011529444278786882,"300529.SZ,300118.SZ,300059.SZ,300413.SZ,300034.SZ,300024.SZ,300677.SZ,300146.SZ,300595.SZ,300001.SZ"
test,full_topk,10,20250313,20250314,10,0.21003397074729485,0.0003150509561209423,0.002128418412653054,0.026943989525668913,0.028805527708131606,0.028029776680436713,"300529.SZ,300118.SZ,300059.SZ,300413.SZ,300024.SZ,300034.SZ,300677.SZ,300146.SZ,300144.SZ,300595.SZ"
test,full_topk,10,20250314,20250317,10,0.4104300017161749,0.0006156450025742624,0.0054599679845837865,-0.007093582531329224,-0.002286960711822328,-0.005204839071775824,"300529.SZ,300024.SZ,300059.SZ,300413.SZ,300009.SZ,300034.SZ,300144.SZ,300979.SZ,300677.SZ,300146.SZ"
test,full_topk,10,20250317,20250318,10,0.20639249246810001,0.00030958873870215003,0.0033207105263271747,-0.001813263415043931,0.0011913722251555292,0.006102405162756952,"300529.SZ,300979.SZ,300118.SZ,300024.SZ,300009.SZ,300144.SZ,300413.SZ,300059.SZ,300677.SZ,300034.SZ"
test,full_topk,10,20250318,20250319,10,0.20311569875238228,0.00030467354812857344,-0.002012701127421988,-0.00315876216726374,-0.005468205527574099,-0.0028257090117840278,"300529.SZ,300979.SZ,300024.SZ,300118.SZ,300144.SZ,300413.SZ,300677.SZ,300059.SZ,300595.SZ,300034.SZ"
test,full_topk,10,20250319,20250320,10,0.40326624385046156,0.0006048993657756924,-0.0011874495046390761,-0.008738764788884069,-0.010514738733593432,-0.010041007552962,"300529.SZ,300979.SZ,300024.SZ,300144.SZ,300413.SZ,300677.SZ,300059.SZ,300595.SZ,300748.SZ,300408.SZ"
test,full_topk,10,20250320,20250321,10,0.20521313936708951,0.00030781970905063426,-0.003431203380969215,-0.011271962689780935,-0.014967795364364544,-0.021705546932701547,"300529.SZ,300024.SZ,300979.SZ,300144.SZ,300118.SZ,300413.SZ,300059.SZ,300677.SZ,300595.SZ,300408.SZ"
test,full_topk,10,20250321,20250324,10,0.2111191449163865,0.00031667871737457975,0.00033365531652721603,-0.0010498289040355214,-0.0010329756780185217,0.00012805030128060224,"300529.SZ,300024.SZ,300144.SZ,300118.SZ,300979.SZ,300059.SZ,300413.SZ,300408.SZ,300677.SZ,300146.SZ"
test,full_topk,10,20250324,20250325,10,0.20406135141636367,0.0003060920271245455,-0.0013267625179383714,0.005911775264334451,0.004269676162429903,-0.0032873495253175067,"300529.SZ,300024.SZ,300144.SZ,300979.SZ,300059.SZ,300413.SZ,300408.SZ,300146.SZ,300677.SZ,300748.SZ"
test,full_topk,10,20250325,20250326,10,0.009587381444269516,1.4381072166404275e-05,-0.0010979845559337307,0.006346274970198974,0.005226865854359719,-0.0025994200081975727,"300529.SZ,300024.SZ,300144.SZ,300979.SZ,300408.SZ,300146.SZ,300059.SZ,300413.SZ,300677.SZ,300748.SZ"
