split,risk_control,k,style_penalty,turnover_penalty,periods,net_ann,net_ir,net_max_drawdown,excess_benchmark_ann,excess_exec_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_filled_desired_ratio,avg_position_count,avg_cash_weight,avg_invested_weight,optimal_rate,feasible_rate,solver_error_rate,fallback_rate,avg_max_abs_exposure_z,avg_abs_exposure_z,avg_max_exposure_slack,avg_exposure_slack,avg_total_exposure_slack,avg_buy_capacity_slack,avg_min_invested_shortfall,min_invested_rule_pass_rate
test,industry_proxy,20,0.0,0.0,63,0.30572795915658535,0.18368902088184275,-0.16340067534499603,-0.2473759339492808,-0.06639932612535471,0.2523971381298503,0.49870521392118283,1.9687975162897604,68.63492063492063,0.013154828506963727,0.9868451714930362,1.0,1.0,0.0,0.0,0.35244708857672397,0.2766432186784917,0.007268533662584628,0.0019083422386305757,0.007633368954522303,0.0065747212464997064,0.0,1.0
test,industry_proxy,20,0.0,0.02,63,0.3357860214944106,0.1990835330645873,-0.16220959490168907,-0.22981249906790646,-0.0449157032191676,0.24757913808809218,0.2466370490663926,0.9960189340627003,68.80952380952381,0.014741033936497538,0.9852589660635024,1.0,1.0,0.0,0.0,0.35148758046014716,0.26795892548443795,0.00769401634317299,0.0020061698023740855,0.008024679209496342,0.0065747212464923,0.0,1.0
test,industry_proxy,20,0.05,0.0,63,0.33863382515362916,0.20202306135965745,-0.16003687954384227,-0.22854771837090515,-0.04326877783452743,0.2541767478679716,0.4961832293676359,1.9500898960793753,70.06349206349206,0.014809439205414643,0.9851905607945853,1.0,1.0,0.0,0.0,0.23670406542772615,0.09987282833021444,0.004672968100626272,0.001168242064808702,0.004672968259234808,0.006574721176406735,0.0,1.0
test,industry_proxy,20,0.05,0.02,63,0.3487644816823552,0.20681939044906406,-0.16180667825357786,-0.22260041243714512,-0.03595374553098041,0.24885574538373612,0.2479021199581947,0.99586132621268,69.92063492063492,0.014634747497022526,0.9853652525029775,1.0,1.0,0.0,0.0,0.23227529818051332,0.09746269174314735,0.005336048423170836,0.0013340121505366754,0.005336048602146702,0.006574721176592361,0.0,1.0
test,industry_proxy,20,0.1,0.0,63,0.3601779952429085,0.21078293301802728,-0.1661446366216297,-0.2154746732595767,-0.027739307832642668,0.2591489747238809,0.4989079279225966,1.9279936006039253,70.95238095238095,0.014459302343384068,0.9855406976566159,1.0,1.0,0.0,0.0,0.1499071340043991,0.052742875658585486,0.0025998116557000377,0.0006499530220634579,0.0025998120882538317,0.006574720762983095,0.0,1.0
test,industry_proxy,20,0.1,0.02,63,0.3913247528317245,0.22529711561052432,-0.16378007814605067,-0.19749986867646319,-0.00543431939374206,0.25283908735091126,0.2521200602046296,0.9968763943911086,71.26984126984127,0.015319427681008663,0.9846805723189915,1.0,1.0,0.0,0.0,0.13943773703092352,0.05075077367776653,0.002407956313945584,0.0006019891501595092,0.002407956600638037,0.00657472076316836,0.0,1.0
test,industry_proxy,20,0.2,0.0,63,0.3669458162201469,0.21489309134157372,-0.16972808312137067,-0.21162138420658616,-0.023383052066766497,0.26038320955494776,0.49687412792365504,1.9015642597285782,71.46031746031746,0.01929057527449583,0.9807094247255042,1.0,1.0,0.0,0.0,0.06162359083308006,0.02624826317613494,0.00448587145819026,0.0011214680416302043,0.004485872166520817,0.0065747198880318596,0.0,1.0
test,industry_proxy,20,0.2,0.02,63,0.4272559903446853,0.24250571813612862,-0.16850168723048786,-0.17623356615346875,0.019740574543043676,0.2584940506641404,0.2577761490721216,0.9969094797001393,71.80952380952381,0.019706902026524826,0.980293097973475,1.0,1.0,0.0,0.0,0.05864139451865357,0.025270372647688628,0.0038625359869793063,0.0009656341771592571,0.0038625367086370286,0.0065747198913212535,0.0,1.0
test,industry_size,20,0.0,0.0,63,0.23388683671060528,0.15113020787390338,-0.1503880811518099,-0.2925371988741019,-0.1168442988049202,0.22067348008239354,0.5029415089793644,2.2907089181224753,68.57142857142857,0.030357034448728917,0.969642965551271,1.0,1.0,0.0,0.0,0.37055067876792935,0.257151816233813,0.02179411839180141,0.0044215286464479985,0.026529171878687988,0.006931320993946861,0.0,1.0
test,industry_size,20,0.0,0.02,63,0.2678936761811226,0.170198481454404,-0.14504503344572495,-0.2732652839210895,-0.0926961253074774,0.21539590822206336,0.21476823561149466,0.9974757105878859,68.7936507936508,0.025962787308514753,0.9740372126914854,1.0,1.0,0.0,0.0,0.3759661546524676,0.2591176537713337,0.026781404082504224,0.00587417235071412,0.03524503410428473,0.007166561547120638,0.0,1.0
test,industry_size,20,0.05,0.0,63,0.28672499362715564,0.17836603685232422,-0.1506610800462561,-0.2617137702311533,-0.07899316401636836,0.21846210233228058,0.5032453408143076,2.3260043525431797,69.41269841269842,0.02725162449085953,0.9727483755091405,1.0,1.0,0.0,0.0,0.2960731932569248,0.11404988505745824,0.017703064737209416,0.003969023184550368,0.023814139107302207,0.007282424195169899,0.0,1.0
test,industry_size,20,0.05,0.02,63,0.3159004861184098,0.19487110221144444,-0.14467347598274927,-0.2452383958139036,-0.0583741819792698,0.21483340540757473,0.21422309462441913,0.9975565364013366,69.33333333333333,0.03134402578449462,0.9686559742155055,1.0,1.0,0.0,0.0,0.2842123080484837,0.10865995538528261,0.01659170143104701,0.003721206491497661,0.022327238948985955,0.007235464496188343,0.0,1.0
test,industry_size,20,0.1,0.0,63,0.22648762495611297,0.15085991504455726,-0.15143730525816013,-0.2978487242603185,-0.12321403116803109,0.21680220847666784,0.5009418743705899,2.3335899328080023,69.68253968253968,0.041859133635103386,0.9581408663648968,1.0,1.0,0.0,0.0,0.2245410179684631,0.0684309724057461,0.014115223573216634,0.0027083740634371843,0.0162502443806231,0.007034064295561805,0.0,1.0
test,industry_size,20,0.1,0.02,63,0.2737875225084121,0.17655739824113775,-0.1427220978763426,-0.27042918814018546,-0.08924644886930133,0.21364655439506258,0.21295214821733718,0.9974308145331385,69.74603174603175,0.0431927377515136,0.9568072622484867,1.0,1.0,0.0,0.0,0.22117631863225673,0.06773905536950688,0.01395353522905197,0.0026097132182961134,0.015658279309776677,0.007102058430611771,0.0,1.0
test,industry_size,20,0.2,0.0,63,0.266125587962881,0.1697099335103407,-0.15334313307819258,-0.27464902818331993,-0.09442226361931794,0.2157842694249982,0.5045959209475979,2.349850377252172,70.03174603174604,0.0483207503825927,0.9516792496174074,1.0,1.0,0.0,0.0,0.15303107618428416,0.04894947248927443,0.016211744496058642,0.003093592858501487,0.018561557151008927,0.007115437738161531,0.0,1.0
test,industry_size,20,0.2,0.02,63,0.28571542564263375,0.18070043573563493,-0.14331166639471116,-0.26334848077615813,-0.08046708573941719,0.21320506321765642,0.21231813305355715,0.9965536215374469,70.03174603174604,0.0502315465410018,0.9497684534589983,1.0,1.0,0.0,0.0,0.15984625553755333,0.04957694168350786,0.01738023423688967,0.0032687294893361703,0.019612376936017018,0.007186931934170898,0.0,1.0
test,industry_size_liquidity_vol_mom,20,0.0,0.0,63,0.22691058013131737,0.1913986346576861,-0.10891458869259851,-0.3051083127663151,-0.12980186998258558,0.2142656359946749,0.5129350150976593,2.4045836787137804,64.82539682539682,0.17630873036224073,0.8236912696377593,1.0,1.0,0.0,0.0,0.704959461895143,0.30407842214559144,0.3549594620826852,0.04057930003305787,0.6492688005289259,0.008225971123153623,0.0,1.0
