split,trade_date,k,keep_multiplier,keep_rank,cost_bps,daily_count,top_turnover,bottom_turnover,long_short_turnover,top_transaction_cost,bottom_transaction_cost,long_short_transaction_cost,top_return_gross,top_return_net,bottom_return_gross,bottom_short_return_net,long_short_gross,long_short_net,benchmark_return,universe_equal_return,top_excess_vs_benchmark_net,top_excess_vs_universe_net
validation,20230103,20,2.0,40,10.0,79,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.001,0.001,0.002,0.0301973384197751,0.0291973384197751,0.023772454890319,-0.024772454890319,0.0064248835294561,0.0044248835294561,0.0498981953119725,0.0323024137330689,-0.0207008568921974,-0.0031050753132938
validation,20230110,20,2.0,40,10.0,81,0.3999999999999999,0.1,0.5,0.0003999999999999,0.0001,0.0005,0.0247445640830102,0.0243445640830102,0.031173803841241,-0.031273803841241,-0.0064292397582307,-0.0069292397582307,0.0289205536027166,0.0251888305655526,-0.0045759895197063,-0.0008442664825423
validation,20230117,20,2.0,40,10.0,81,1.0000000000000002,0.4999999999999999,1.5000000000000002,0.001,0.0004999999999999,0.0015,0.0317692374575454,0.0307692374575454,0.0048354299651744,-0.0053354299651744,0.0269338074923709,0.0254338074923709,0.0138612612071835,0.0141961614243985,0.0169079762503618,0.0165730760331468
validation,20230131,20,2.0,40,10.0,81,0.7000000000000001,0.4999999999999999,1.2,0.0007,0.0004999999999999,0.0012,0.0013710684757619,0.0006710684757619,0.0257335382556089,-0.0262335382556089,-0.0243624697798469,-0.0255624697798469,-0.0166109909822362,0.0064231762954037,0.0172820594579982,-0.0057521078196417
validation,20230207,20,2.0,40,10.0,82,0.3999999999999999,0.4999999999999999,0.8999999999999999,0.0003999999999999,0.0004999999999999,0.0008999999999999,0.0081792267900746,0.0077792267900746,0.02074995248153,-0.02124995248153,-0.0125707256914554,-0.0134707256914554,0.01071159613409,0.0128635098733721,-0.0029323693440154,-0.0050842830832975
validation,20230214,20,2.0,40,10.0,82,1.0000000000000002,0.7000000000000001,1.7000000000000002,0.001,0.0007,0.0017,-0.0269716263897151,-0.0279716263897151,-0.0397777683621932,0.0390777683621932,0.012806141972478,0.011106141972478,-0.037170427297409,-0.0296550813008872,0.0091988009076939,0.0016834549111721
validation,20230221,20,2.0,40,10.0,82,0.9000000000000002,0.3,1.2000000000000002,0.0009,0.0003,0.0012,-0.0043903733111179,-0.0052903733111179,-0.0153669658755437,0.0150669658755437,0.0109765925644258,0.0097765925644258,-0.0165112098439761,-0.0117743036776169,0.0112208365328582,0.006483930366499
validation,20230228,20,2.0,40,10.0,81,0.3999999999999999,0.2,0.6,0.0003999999999999,0.0002,0.0006,-0.0263107319765191,-0.0267107319765191,-0.0096639670727212,0.0094639670727212,-0.0166467649037979,-0.0172467649037979,-0.0186479164458992,-0.0206107797500967,-0.0080628155306199,-0.0060999522264223
validation,20230307,20,2.0,40,10.0,81,0.7000000000000001,0.6,1.3,0.0007,0.0006,0.0013,-0.0167320956800205,-0.0174320956800205,-0.0062053440535094,0.0056053440535094,-0.010526751626511,-0.011826751626511,-0.0170410160776943,-0.0111528802054802,-0.0003910796023261,-0.0062792154745403
validation,20230314,20,2.0,40,10.0,81,0.4999999999999999,0.1,0.6,0.0004999999999999,0.0001,0.0006,-0.0206024526976439,-0.0211024526976439,0.0345516344920349,-0.034651634492035,-0.0551540871896789,-0.0557540871896789,-0.0024978768601507,0.0009622048520866,-0.0186045758374931,-0.0220646575497305
validation,20230321,20,2.0,40,10.0,82,1.1000000000000003,0.7000000000000001,1.8000000000000005,0.0011,0.0007,0.0018,0.0048066726485915,0.0037066726485915,0.0388963776992932,-0.0395963776992932,-0.0340897050507017,-0.0358897050507017,0.0136550232321468,0.025494686784179,-0.0099483505835553,-0.0217880141355875
validation,20230328,20,2.0,40,10.0,89,0.6,0.4999999999999999,1.1,0.0006,0.0004999999999999,0.0010999999999999,0.0035678525633713,0.0029678525633713,0.0513713355478316,-0.0518713355478316,-0.0478034829844602,-0.0489034829844602,0.022152208087516,0.0179106163909041,-0.0191843555241446,-0.0149427638275327
validation,20230404,20,2.0,40,10.0,89,1.2000000000000004,0.6,1.8000000000000005,0.0012,0.0006,0.0018,0.0291440478789967,0.0279440478789967,-0.0130419005808213,0.0124419005808213,0.0421859484598181,0.0403859484598181,0.003154289372705,0.0123788608799413,0.0247897585062917,0.0155651869990553
validation,20230412,20,2.0,40,10.0,90,0.6,0.4999999999999999,1.1,0.0006,0.0004999999999999,0.0010999999999999,-0.0155123902049472,-0.0161123902049472,-0.0438223842814825,0.0433223842814825,0.0283099940765353,0.0272099940765353,-0.0055707556773504,-0.0137488225063949,-0.0105416345275967,-0.0023635676985522
validation,20230419,20,2.0,40,10.0,90,0.3999999999999999,0.3999999999999999,0.7999999999999999,0.0003999999999999,0.0003999999999999,0.0007999999999999,-0.0656348982458457,-0.0660348982458457,-0.0701057577487708,0.0697057577487708,0.0044708595029251,0.0036708595029251,-0.0503789614234921,-0.0690534806692317,-0.0156559368223535,0.003018582423386
validation,20230426,20,2.0,40,10.0,86,0.3999999999999999,0.6,1.0,0.0003999999999999,0.0006,0.001,-0.0161816496935034,-0.0165816496935034,-0.0109195104781384,0.0103195104781384,-0.005262139215365,-0.006262139215365,-0.0090043102243888,-0.015102467321239,-0.0075773394691146,-0.0014791823722643
validation,20230508,20,2.0,40,10.0,87,0.6,0.4999999999999999,1.1,0.0006,0.0004999999999999,0.0010999999999999,0.0204671394308438,0.0198671394308438,-0.0098309568169793,0.0093309568169793,0.0302980962478232,0.0291980962478232,0.0116696552147321,-0.0021134233299403,0.0081974842161117,0.0219805627607842
validation,20230515,20,2.0,40,10.0,87,0.8000000000000002,0.3999999999999999,1.2000000000000002,0.0008,0.0003999999999999,0.0012,-0.0089599131324599,-0.0097599131324599,0.0070632964698277,-0.0074632964698277,-0.0160232096022876,-0.0172232096022876,-0.0086000867069753,0.0009403605002719,-0.0011598264254846,-0.0107002736327318
validation,20230522,20,2.0,40,10.0,87,0.9000000000000002,0.8000000000000002,1.7000000000000004,0.0009,0.0008,0.0017,-0.0316782597126383,-0.0325782597126383,-0.0371137526899529,0.0363137526899529,0.0054354929773145,0.0037354929773145,-0.0334665160508908,-0.0249670646138316,0.0008882563382524,-0.0076111950988067
validation,20230529,20,2.0,40,10.0,78,0.6,0.7000000000000001,1.3,0.0006,0.0007,0.0013,-0.0005679925978898,-0.0011679925978898,-0.0066289799959461,0.0059289799959461,0.0060609873980562,0.0047609873980562,-0.0007742388065933,-0.0060134101380042,-0.0003937537912965,0.0048454175401144
validation,20230605,20,2.0,40,10.0,79,0.8000000000000002,0.6,1.4,0.0008,0.0006,0.0014,-0.0316292176373694,-0.0324292176373694,-0.0178069860618713,0.0172069860618713,-0.0138222315754981,-0.0152222315754981,-0.0225750847234345,-0.0244173287664214,-0.0098541329139349,-0.008011888870948
