split,mode,k,signal_date,execution_date,ts_code,close_weight,pred_score
test,full_topk,10,20250205,20250206,300014.SZ,0.10135313277435486,0.002672439208254218
test,full_topk,10,20250205,20250206,300059.SZ,0.09969436635931021,0.0025531991850584745
test,full_topk,10,20250205,20250206,300124.SZ,0.10587661278743522,0.002689091023057699
test,full_topk,10,20250205,20250206,300144.SZ,0.09675921437786866,0.0028460354078561068
test,full_topk,10,20250205,20250206,300433.SZ,0.10284814856035128,0.0026440725196152925
test,full_topk,10,20250205,20250206,300529.SZ,0.09730329737007958,0.002777254907414317
test,full_topk,10,20250205,20250206,300558.SZ,0.09969996464329123,0.0027765959966927767
test,full_topk,10,20250205,20250206,300601.SZ,0.09816504891068724,0.0026753239799290895
test,full_topk,10,20250205,20250206,300765.SZ,0.0989210429443155,0.0026175272651016712
test,full_topk,10,20250205,20250206,300957.SZ,0.09937917127230625,0.002591346390545368
test,full_topk,10,20250206,20250207,300014.SZ,0.10205664960059002,0.002757016336545348
test,full_topk,10,20250206,20250207,300144.SZ,0.09901181675618169,0.002977611729875207
test,full_topk,10,20250206,20250207,300529.SZ,0.09997136378827515,0.002720130141824484
test,full_topk,10,20250206,20250207,300558.SZ,0.09729607024288509,0.0028653808403760195
test,full_topk,10,20250206,20250207,300595.SZ,0.10072839553314963,0.0026383802760392427
test,full_topk,10,20250206,20250207,300601.SZ,0.10188156154797372,0.002768959617242217
test,full_topk,10,20250206,20250207,300759.SZ,0.10053524263110854,0.0026318111922591925
test,full_topk,10,20250206,20250207,300765.SZ,0.0961765281023054,0.0026298745069652796
test,full_topk,10,20250206,20250207,300919.SZ,0.10136915385198961,0.002681446960195899
test,full_topk,10,20250206,20250207,300957.SZ,0.1009732179455411,0.002772453473880887
test,full_topk,10,20250207,20250210,300014.SZ,0.09577514265304615,0.0028570909053087234
test,full_topk,10,20250207,20250210,300059.SZ,0.09926608704236164,0.0026598700787872076
test,full_topk,10,20250207,20250210,300144.SZ,0.10167968069475683,0.0030778658110648394
test,full_topk,10,20250207,20250210,300529.SZ,0.09909446690442779,0.002718002302572131
test,full_topk,10,20250207,20250210,300558.SZ,0.10058990900398901,0.0027801559772342443
test,full_topk,10,20250207,20250210,300595.SZ,0.09958722489409164,0.0027214365545660257
test,full_topk,10,20250207,20250210,300601.SZ,0.10230066813436194,0.0028660553507506847
test,full_topk,10,20250207,20250210,300765.SZ,0.10283261787796853,0.0026933099143207073
test,full_topk,10,20250207,20250210,300919.SZ,0.09913318222292519,0.002936925506219268
test,full_topk,10,20250207,20250210,300957.SZ,0.09974102057207122,0.002961875172331929
test,full_topk,10,20250210,20250211,300014.SZ,0.10053659983859965,0.0027211650740355253
test,full_topk,10,20250210,20250211,300144.SZ,0.10090941443772854,0.0031339109409600496
test,full_topk,10,20250210,20250211,300285.SZ,0.10065835976032579,0.0026162767317146063
test,full_topk,10,20250210,20250211,300498.SZ,0.10094766346059668,0.0026394848246127367
test,full_topk,10,20250210,20250211,300529.SZ,0.10013041917993021,0.0026936016511172056
test,full_topk,10,20250210,20250211,300558.SZ,0.09234580461530502,0.0028646637219935656
test,full_topk,10,20250210,20250211,300595.SZ,0.0999739969744199,0.002714668633416295
test,full_topk,10,20250210,20250211,300601.SZ,0.10002146488728514,0.002819066634401679
test,full_topk,10,20250210,20250211,300765.SZ,0.1029625834072838,0.0027310934383422136
test,full_topk,10,20250210,20250211,300957.SZ,0.10151369343852527,0.002840789733454585
test,full_topk,10,20250211,20250212,300014.SZ,0.10218503575859388,0.0027263786178082228
