split,mode,k,signal_date,execution_date,position_count,turnover,transaction_cost,overnight_return,intraday_return,daily_return,benchmark_return,top_selected
test,full_topk,10,20250205,20250206,10,1.0,0.0015,0.0,0.0381226116532218,0.03656542773574212,0.02802915920617699,"300144.SZ,300529.SZ,300558.SZ,300124.SZ,300601.SZ,300014.SZ,300433.SZ,300765.SZ,300957.SZ,300059.SZ"
test,full_topk,10,20250206,20250207,10,0.6189656763165602,0.0009284485144748403,-0.0028083435345162655,0.007723518078156167,0.0039604923889224875,0.025276870850721167,"300144.SZ,300558.SZ,300957.SZ,300601.SZ,300014.SZ,300529.SZ,300919.SZ,300595.SZ,300759.SZ,300765.SZ"
test,full_topk,10,20250207,20250210,10,0.2135686918617674,0.0003203530377926511,0.0002875532001663862,0.009882830638002216,0.009849613616202513,0.004380985608164689,"300144.SZ,300957.SZ,300919.SZ,300601.SZ,300014.SZ,300558.SZ,300595.SZ,300529.SZ,300765.SZ,300059.SZ"
test,full_topk,10,20250210,20250211,10,0.41106279040855764,0.0006165941856128364,0.000842355931380221,-0.024108845005627533,-0.023889032984631076,-0.014261015743242234,"300144.SZ,300558.SZ,300957.SZ,300601.SZ,300765.SZ,300014.SZ,300595.SZ,300529.SZ,300498.SZ,300285.SZ"
test,full_topk,10,20250211,20250212,10,0.2156377561560841,0.00032345663423412617,-0.0040940752258250244,0.004304143538413675,-0.0001310720572769153,0.018129053104789072,"300144.SZ,300558.SZ,300529.SZ,300014.SZ,300601.SZ,300595.SZ,300765.SZ,300285.SZ,300070.SZ,300498.SZ"
test,full_topk,10,20250212,20250213,10,0.20881508391720036,0.00031322262587580056,-0.0020905343117153183,0.00017854336781983926,-0.002224987825073188,-0.007119166455953008,"300144.SZ,300558.SZ,300529.SZ,300014.SZ,300285.SZ,300070.SZ,300765.SZ,300595.SZ,300498.SZ,300979.SZ"
test,full_topk,10,20250213,20250214,10,0.4104087468412041,0.0006156131202618061,-0.0023180585791785107,0.006934761599477946,0.0039821825095596175,0.017986992567949667,"300144.SZ,300558.SZ,300529.SZ,300759.SZ,300014.SZ,300979.SZ,300285.SZ,300765.SZ,300070.SZ,300274.SZ"
test,full_topk,10,20250214,20250217,10,0.2162548457823137,0.00032438226867347053,0.0053674742533806295,-0.0078112074726413685,-0.002809235639007035,0.005108476582658117,"300144.SZ,300979.SZ,300759.SZ,300529.SZ,300285.SZ,300059.SZ,300070.SZ,300558.SZ,300274.SZ,300014.SZ"
test,full_topk,10,20250217,20250218,10,0.4085291797720143,0.0006127937696580215,-0.0003082093059541359,-0.023118416370909257,-0.024017942811544346,-0.01977943921338543,"300144.SZ,300979.SZ,300759.SZ,300285.SZ,300070.SZ,300059.SZ,300595.SZ,300529.SZ,300373.SZ,300274.SZ"
test,full_topk,10,20250218,20250219,10,0.2086784010175195,0.00031301760152627927,-0.0019925696627484273,0.014687572818273598,0.012348754943319662,0.020346664076452914,"300144.SZ,300979.SZ,300595.SZ,300285.SZ,300373.SZ,300059.SZ,300070.SZ,300529.SZ,300759.SZ,300699.SZ"
