split,risk_control,k,style_penalty,turnover_penalty,periods,net_ann,net_ir,net_max_drawdown,excess_benchmark_ann,excess_exec_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_abs_control_exposure_z,avg_abs_full_style_exposure_z,avg_partial_fill_count,avg_position_count
test,industry_proxy,10,0.0,0.0,66,0.4617588379571387,0.20353374268568766,-0.18398206241625426,-0.08419128957186417,-0.01584970475798886,1.5538180783930962,0.0863808696762258,0.38788019895293063,0.24347277970713274,22.28787878787879,25.772727272727273
test,industry_proxy,10,0.0,0.02,66,0.46188781352625186,0.20356932083694515,-0.18398206241625426,-0.0841205267667281,-0.01575592003482762,1.5476430752932928,0.08639986529224776,0.38735323512217607,0.24296460792835808,22.257575757575758,26.106060606060606
test,industry_proxy,10,0.05,0.0,66,0.46061446763065494,0.203438170345184,-0.18394279736856467,-0.08492715222391245,-0.01669257205278174,1.5508348329396249,0.08669232082510385,0.3863371225179256,0.24262144390891352,22.303030303030305,26.12121212121212
test,industry_proxy,10,0.05,0.02,66,0.45835578094132945,0.2025079627929353,-0.18394279736856467,-0.08630869736671887,-0.018154227147116342,1.5421930507641424,0.08676137386724984,0.3873382932096141,0.2426492575051382,22.28787878787879,26.136363636363637
test,industry_proxy,10,0.1,0.0,66,0.4555100961508902,0.2015258656782051,-0.1840022442323398,-0.08806897286669746,-0.020023902192156107,1.551371822569722,0.08705260722852015,0.3862924692324177,0.24268620161615798,22.515151515151516,26.303030303030305
test,industry_proxy,10,0.1,0.02,66,0.45660459880505755,0.20176631608833984,-0.183885077454235,-0.08729807445803173,-0.01921762619473477,1.5421255644954976,0.08670639878100911,0.38817912579349667,0.2428184507195006,22.515151515151516,26.348484848484848
test,industry_proxy,10,0.2,0.0,66,0.48324601305458437,0.2102315929029367,-0.18355951971864692,-0.07033660603810354,-0.0011366686823538474,1.5443365095245916,0.08638132181113353,0.3805627084123083,0.24031281212296585,22.333333333333332,26.03030303030303
test,industry_proxy,10,0.2,0.02,66,0.47930849409461573,0.20887870053724578,-0.1835659466306443,-0.07286981985452712,-0.0037775753255571143,1.5327922231704199,0.08678521916254324,0.38061119050852354,0.23905021532010592,22.21212121212121,25.924242424242426
test,industry_proxy,20,0.0,0.0,66,0.4699448533250936,0.2318874957429846,-0.15075508629399648,-0.07868430213424926,-0.014335722677960017,1.4022251060329372,0.13607486353937126,0.21133815611296156,0.16148736875688244,38.31818181818182,47.34848484848485
test,industry_proxy,20,0.0,0.02,66,0.4672001710442353,0.23178308111822116,-0.15076351840760593,-0.08088324463722596,-0.016479747256339383,1.3565864775901821,0.13062391129892664,0.21190481895666394,0.1641526313545954,37.07575757575758,46.09090909090909
test,industry_proxy,20,0.05,0.0,66,0.432050300634375,0.22005037839717298,-0.15532374961766848,-0.10262519735203035,-0.04052120835904405,1.3732224368655568,0.13342806304398377,0.22225414808945826,0.17077025768812587,37.77272727272727,46.46969696969697
test,industry_proxy,20,0.05,0.02,66,0.41191945596362967,0.21290688127098434,-0.15455072359081778,-0.11538361467458425,-0.05412029927188555,1.3360793757676903,0.12749350822064465,0.22631458570479757,0.17449280305183615,37.196969696969695,46.015151515151516
test,industry_proxy,20,0.1,0.0,66,0.3852536734772043,0.20191013043359873,-0.15477626242208709,-0.13242412740476384,-0.07217107543683565,1.3602311506221627,0.12961014254906214,0.2260110702139621,0.1772906726087988,37.484848484848484,46.27272727272727
test,industry_proxy,20,0.1,0.02,66,0.3841917259611076,0.19988001419367696,-0.15391727362020147,-0.13267255462471073,-0.07215649655056089,1.3082025931004235,0.1252036450103208,0.23126640438072724,0.1802429165431758,36.75757575757576,45.56060606060606
test,industry_proxy,20,0.2,0.0,66,0.3330241843798143,0.17994032542504118,-0.16152654481155437,-0.1646765665981742,-0.10856221250064613,1.359656813714147,0.1337233124911375,0.1921043679830342,0.16632006549941408,37.71212121212121,45.59090909090909
test,industry_proxy,20,0.2,0.02,66,0.322693427775395,0.17591698422597563,-0.1585739656577122,-0.17124069074289938,-0.11554437383212657,1.3316966048898178,0.12854343874233196,0.19639328465815203,0.16874562648497304,37.04545454545455,44.93939393939394
test,industry_proxy,30,0.0,0.0,66,0.37862866718524724,0.19970648993690673,-0.1699270582793475,-0.13578487882596801,-0.07615181713982977,1.240537108559865,0.1665442029953452,0.14823693934685606,0.14449506761611852,49.21212121212121,63.57575757575758
test,industry_proxy,30,0.0,0.02,66,0.38234191393794736,0.19934549990872671,-0.16868787127129325,-0.13312362976861225,-0.07290251244815538,1.1972204235088806,0.1593674128205774,0.16220883365493505,0.15089396134886449,47.515151515151516,62.13636363636363
test,industry_proxy,30,0.05,0.0,66,0.3602354460371111,0.18861459412568923,-0.16691854679181106,-0.14647025799897795,-0.08727416800539578,1.2272323403994927,0.16899943514515708,0.15982087097296957,0.14671181723080678,49.68181818181818,64.12121212121212
test,industry_proxy,30,0.05,0.02,66,0.3653399957050425,0.19269761718350065,-0.16597050109029687,-0.14375969775159314,-0.0845633814030311,1.1898917861093405,0.16149261760780997,0.16536637592256248,0.14982030091378717,48.40909090909091,63.015151515151516
test,industry_proxy,30,0.1,0.0,66,0.35118317226055384,0.18590645109944146,-0.16959954823463919,-0.15274444312671387,-0.09415191547250878,1.1960981951945717,0.169038818436313,0.1558314501041772,0.1453024305122917,49.0,63.45454545454545
test,industry_proxy,30,0.1,0.02,66,0.31291296553940673,0.17212199984123372,-0.16789156713699427,-0.17745733873906888,-0.12067989776118848,1.1548828600331706,0.16002020529449026,0.16190442042535888,0.15198057533592677,47.93939393939394,62.45454545454545
test,industry_proxy,30,0.2,0.0,66,0.3189790265981469,0.17448041358543323,-0.1916706491038187,-0.1724313788593802,-0.11563740398267375,1.1227143496519274,0.16254835997480174,0.1514364620169602,0.14736481205741492,47.15151515151515,59.36363636363637
test,industry_proxy,30,0.2,0.02,66,0.31747675109716345,0.17617973220524097,-0.18998828150717828,-0.1742180357801998,-0.11758892257081466,1.0941991856183242,0.15680877281139236,0.15315701761022676,0.14760065292552071,46.39393939393939,59.36363636363637
test,industry_size,10,0.0,0.0,66,0.4617588379571387,0.20353374268568766,-0.18398206241625426,-0.08419128957186417,-0.01584970475798886,1.5538180783930962,0.0863808696762258,0.309836641383904,0.24347277970713274,22.28787878787879,25.772727272727273
test,industry_size,10,0.0,0.02,66,0.46188781352625186,0.20356932083694515,-0.18398206241625426,-0.0841205267667281,-0.01575592003482762,1.5476430752932928,0.08639986529224776,0.3095245582133431,0.24296460792835808,22.257575757575758,26.106060606060606
test,industry_size,10,0.05,0.0,66,0.461645757022334,0.20384267732492367,-0.18398206241625426,-0.08437208254180328,-0.015933750150386006,1.5549771336675688,0.08621412285686118,0.31040124579720246,0.24394974146669382,22.40909090909091,26.181818181818183
test,industry_size,10,0.05,0.02,66,0.4610061950949249,0.2035992207194218,-0.18394358926964027,-0.08475332319076201,-0.01633774999910831,1.5421359761813527,0.08639911669177866,0.31032820195673677,0.24327792704156415,22.272727272727273,26.075757575757574
test,industry_size,10,0.1,0.0,66,0.46498683384944917,0.20508502558824274,-0.18394279736856467,-0.08221362003209176,-0.01369990293102441,1.5540267294210333,0.08606225150562813,0.3102924950612769,0.24477093339734537,22.363636363636363,25.742424242424242
test,industry_size,10,0.1,0.02,66,0.4626831599950936,0.20403793354702768,-0.18394358926964027,-0.08357739936215802,-0.015151919261746416,1.5457872775025907,0.08564415978460918,0.3110179725746032,0.2449447643756047,22.333333333333332,26.075757575757574
test,industry_size,10,0.2,0.0,66,0.44728443821182795,0.20024196480595052,-0.18358688499613118,-0.09388032785625133,-0.026032051485648133,1.5420829549399333,0.08415028993257394,0.31309138389705826,0.24506482853988357,22.257575757575758,25.545454545454547
test,industry_size,10,0.2,0.02,66,0.44474635842586663,0.19911864750251604,-0.18358688499613118,-0.09533837093419639,-0.02754687860511429,1.5355965030349141,0.08372741458747018,0.31527807540178027,0.24551063486490532,22.454545454545453,25.696969696969695
test,industry_size,20,0.0,0.0,66,0.4699448533250936,0.2318874957429846,-0.15075508629399648,-0.07868430213424926,-0.014335722677960017,1.4022251060329372,0.13607486353937126,0.1889240628486258,0.16148736875688244,38.31818181818182,47.34848484848485
test,industry_size,20,0.0,0.02,66,0.4672001710442353,0.23178308111822116,-0.15076351840760593,-0.08088324463722596,-0.016479747256339383,1.3565864775901821,0.13062391129892664,0.189884988679699,0.1641526313545954,37.07575757575758,46.09090909090909
test,industry_size,20,0.05,0.0,66,0.4426959960401411,0.22283252114447755,-0.15500301641383263,-0.09580468800328457,-0.032938037853558755,1.3744284541283176,0.12852065539990187,0.22388620326559763,0.17696341292935075,38.121212121212125,46.75757575757576
