split,style_set,candidate_count,exposure_cap,min_invested,turnover_cap,periods,net_ann,net_ir,net_max_drawdown,excess_benchmark_ann,excess_exec_universe_ann,solver_success_rate,avg_invested_weight,avg_cash_weight,avg_turnover,avg_max_abs_exposure_z,avg_abs_exposure_z,avg_nonzero_names
validation,full_style,80,0.35,0.8,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,80,0.35,0.8,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,80,0.35,1.0,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,80,0.35,1.0,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,80,0.35,1.0,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,0.6,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,0.6,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,0.6,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,0.8,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,0.8,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,0.8,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,1.0,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,1.0,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.15,1.0,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,0.6,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,0.6,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,0.6,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,0.8,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,0.8,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,0.8,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,1.0,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,1.0,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.25,1.0,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,0.6,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,0.6,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,0.6,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,0.8,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,0.8,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,0.8,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,1.0,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,1.0,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,full_style,120,0.35,1.0,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,0.6,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,0.6,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,0.6,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,0.8,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,0.8,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,0.8,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,1.0,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,1.0,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.15,1.0,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,0.6,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,0.6,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,0.6,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,0.8,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,0.8,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,0.8,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,1.0,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,1.0,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.25,1.0,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.35,0.6,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.35,0.6,0.6,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.35,0.6,1.0,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
validation,industry_size,80,0.35,0.8,0.3,97,0.0,,0.0,-0.09646700671141584,-0.02198895510544563,0.0,0.0,1.0,0.0,,,
