strategy,k,trade_date,ts_code,close_weight
daily,20,20260611,300253.SZ,0.04838018131940252
daily,20,20260611,300285.SZ,0.05103633004499386
daily,20,20260611,300383.SZ,0.04822191199530497
daily,20,20260611,300432.SZ,0.04919679295492567
daily,20,20260611,300498.SZ,0.05029412375553943
daily,20,20260611,300529.SZ,0.049412262380089014
daily,20,20260611,300558.SZ,0.05249671989647492
daily,20,20260611,300601.SZ,0.04904303743883745
daily,20,20260611,300628.SZ,0.04975052499565854
daily,20,20260611,300677.SZ,0.04920461703170978
daily,20,20260611,300782.SZ,0.04906774265129525
daily,20,20260611,300999.SZ,0.049622105346654725
daily,20,20260612,300001.SZ,0.048930148452500294
daily,20,20260612,300012.SZ,0.05027358622402882
daily,20,20260612,300015.SZ,0.050851084490348794
daily,20,20260612,300017.SZ,0.050667473699165834
daily,20,20260612,300024.SZ,0.049990533169361924
daily,20,20260612,300037.SZ,0.049354553093388064
daily,20,20260612,300054.SZ,0.04692046749645149
daily,20,20260612,300142.SZ,0.05188173058419574
daily,20,20260612,300207.SZ,0.0526517104946541
daily,20,20260612,300253.SZ,0.05113136085156259
daily,20,20260612,300285.SZ,0.04375579078099167
daily,20,20260612,300383.SZ,0.04979317005709296
daily,20,20260612,300432.SZ,0.05121626690718032
daily,20,20260612,300498.SZ,0.05100323201708189
daily,20,20260612,300529.SZ,0.05100844541386058
daily,20,20260612,300558.SZ,0.05196665426460638
daily,20,20260612,300601.SZ,0.05163295495103592
daily,20,20260612,300628.SZ,0.049389671626104255
daily,20,20260612,300677.SZ,0.04937329647782177
daily,20,20260612,300782.SZ,0.048207868948566594
5d,20,20260601,300001.SZ,0.04813302536645108
5d,20,20260601,300012.SZ,0.05053822949117386
5d,20,20260601,300017.SZ,0.050091983469245774
5d,20,20260601,300024.SZ,0.05118410487273185
5d,20,20260601,300037.SZ,0.04827148219298868
5d,20,20260601,300054.SZ,0.04863949052289565
5d,20,20260601,300142.SZ,0.049277018587826994
5d,20,20260601,300207.SZ,0.05030195614273271
5d,20,20260601,300253.SZ,0.05224508741811773
5d,20,20260601,300285.SZ,0.051505563252264866
5d,20,20260601,300383.SZ,0.04920017485535185
5d,20,20260601,300432.SZ,0.05135041294165917
5d,20,20260601,300442.SZ,0.04976738278006882
5d,20,20260601,300498.SZ,0.05055457628352275
5d,20,20260601,300601.SZ,0.05061683561392118
5d,20,20260601,300628.SZ,0.05281920149540922
5d,20,20260601,300677.SZ,0.052154810126001004
5d,20,20260601,300748.SZ,0.04831096764035389
5d,20,20260601,300782.SZ,0.04589476152748355
5d,20,20260601,301358.SZ,0.04914293541979933
5d,20,20260602,300001.SZ,0.0469115525974151
5d,20,20260602,300012.SZ,0.0502964375962082
5d,20,20260602,300017.SZ,0.049977810149622784
5d,20,20260602,300024.SZ,0.05175163171073461
5d,20,20260602,300037.SZ,0.04844100032177206
5d,20,20260602,300054.SZ,0.049460997534881625
5d,20,20260602,300142.SZ,0.0477764104625239
5d,20,20260602,300207.SZ,0.04917867589811443
5d,20,20260602,300253.SZ,0.05038800956744357
5d,20,20260602,300285.SZ,0.058015708116456996
5d,20,20260602,300383.SZ,0.04897412250652836
5d,20,20260602,300432.SZ,0.05193926098188265
5d,20,20260602,300442.SZ,0.04821440194041716
5d,20,20260602,300498.SZ,0.04866427349151827
5d,20,20260602,300601.SZ,0.049206068602281314
5d,20,20260602,300628.SZ,0.05427609011202217
5d,20,20260602,300677.SZ,0.05358696378924109
5d,20,20260602,300748.SZ,0.048803858972710105
5d,20,20260602,300782.SZ,0.04598911920907054
5d,20,20260602,301358.SZ,0.048147606439155145
5d,20,20260603,300001.SZ,0.04636859063997718
5d,20,20260603,300012.SZ,0.050740548929316315
5d,20,20260603,300017.SZ,0.05070323309669093
5d,20,20260603,300024.SZ,0.05058914504454289
5d,20,20260603,300037.SZ,0.0481257046637177
5d,20,20260603,300054.SZ,0.05180119640540187
5d,20,20260603,300142.SZ,0.04769868874365526
5d,20,20260603,300207.SZ,0.04802245562741289
5d,20,20260603,300253.SZ,0.049276646417958356
5d,20,20260603,300285.SZ,0.06021752094637255
5d,20,20260603,300383.SZ,0.048408412192812084
5d,20,20260603,300432.SZ,0.05123927563325348
5d,20,20260603,300442.SZ,0.049059840247814304
5d,20,20260603,300498.SZ,0.048417604944163445
5d,20,20260603,300601.SZ,0.04793763794880024
5d,20,20260603,300628.SZ,0.05415078542004471
5d,20,20260603,300677.SZ,0.053290479108587765
5d,20,20260603,300748.SZ,0.04876066351482126
5d,20,20260603,300782.SZ,0.04761083189018122
5d,20,20260603,301358.SZ,0.04758073858447555
5d,20,20260604,300001.SZ,0.05171955246243441
5d,20,20260604,300012.SZ,0.04942246250254728
5d,20,20260604,300017.SZ,0.05092514321480669
5d,20,20260604,300024.SZ,0.05123435612503234
5d,20,20260604,300037.SZ,0.05282126658430703
5d,20,20260604,300054.SZ,0.053782136221702616
5d,20,20260604,300142.SZ,0.046376830131475894
5d,20,20260604,300207.SZ,0.04661981138545079
5d,20,20260604,300253.SZ,0.0474238382062622
5d,20,20260604,300285.SZ,0.06347415195389758
5d,20,20260604,300383.SZ,0.048609817062636576
5d,20,20260604,300432.SZ,0.04968211495885079
5d,20,20260604,300442.SZ,0.04910694865774682
5d,20,20260604,300498.SZ,0.047154448022966915
5d,20,20260604,300601.SZ,0.046754225477344445
5d,20,20260604,300628.SZ,0.05323081449971269
5d,20,20260604,300677.SZ,0.0535445165993133
5d,20,20260604,300748.SZ,0.04797113120756463
5d,20,20260604,300782.SZ,0.04755368722081143
5d,20,20260604,301358.SZ,0.04259274750513551
5d,20,20260605,300001.SZ,0.050691998756170906
5d,20,20260605,300012.SZ,0.05023416836098219
5d,20,20260605,300017.SZ,0.04990258969193279
5d,20,20260605,300024.SZ,0.05338880555498245
5d,20,20260605,300037.SZ,0.051662048078876935
5d,20,20260605,300054.SZ,0.051519383078642955
5d,20,20260605,300142.SZ,0.04639111722954092
5d,20,20260605,300207.SZ,0.045970824792009826
5d,20,20260605,300253.SZ,0.04805564575349063
5d,20,20260605,300285.SZ,0.06515632345946186
5d,20,20260605,300383.SZ,0.04750008808008694
5d,20,20260605,300432.SZ,0.050097441265118815
5d,20,20260605,300442.SZ,0.04731090290093949
5d,20,20260605,300498.SZ,0.047787338020152066
5d,20,20260605,300601.SZ,0.04752311800499267
5d,20,20260605,300628.SZ,0.05452413866178233
5d,20,20260605,300677.SZ,0.053795071434672055
5d,20,20260605,300748.SZ,0.04883746702261062
5d,20,20260605,300782.SZ,0.04789365564819459
5d,20,20260605,301358.SZ,0.04175787420535897
5d,20,20260608,300001.SZ,0.04844712670913725
5d,20,20260608,300012.SZ,0.05051101040599575
5d,20,20260608,300017.SZ,0.051385124749185516
5d,20,20260608,300037.SZ,0.04885511141921664
5d,20,20260608,300054.SZ,0.051278117291636546
5d,20,20260608,300122.SZ,0.04980456498716742
5d,20,20260608,300142.SZ,0.049413170351130305
5d,20,20260608,300207.SZ,0.04960384875897474
5d,20,20260608,300253.SZ,0.05085750004572081
5d,20,20260608,300285.SZ,0.04766723083547814
5d,20,20260608,300383.SZ,0.05098243609062397
5d,20,20260608,300432.SZ,0.049469468113114444
5d,20,20260608,300498.SZ,0.05063104535035051
5d,20,20260608,300558.SZ,0.051879573737951545
5d,20,20260608,300601.SZ,0.05034150974499577
5d,20,20260608,300628.SZ,0.047905226166239746
5d,20,20260608,300677.SZ,0.0516380694347192
5d,20,20260608,300782.SZ,0.048201509252932526
5d,20,20260608,300999.SZ,0.050743444878742675
5d,20,20260608,301301.SZ,0.0503849116766865
5d,20,20260609,300001.SZ,0.04697241689051906
5d,20,20260609,300012.SZ,0.050066325531161394
5d,20,20260609,300017.SZ,0.050991629764617165
5d,20,20260609,300037.SZ,0.04825050009696196
5d,20,20260609,300054.SZ,0.05318660752572157
5d,20,20260609,300122.SZ,0.049217308271245874
5d,20,20260609,300142.SZ,0.049087648702832824
5d,20,20260609,300207.SZ,0.04956254876365869
5d,20,20260609,300253.SZ,0.05057835038531434
5d,20,20260609,300285.SZ,0.053529588816064365
5d,20,20260609,300383.SZ,0.05003081749886979
5d,20,20260609,300432.SZ,0.050298839735470884
5d,20,20260609,300498.SZ,0.04917558984931646
5d,20,20260609,300558.SZ,0.053025176227469245
5d,20,20260609,300601.SZ,0.04930511451467117
5d,20,20260609,300628.SZ,0.046477866229881155
5d,20,20260609,300677.SZ,0.05204417363361445
5d,20,20260609,300782.SZ,0.04953050932388109
5d,20,20260609,300999.SZ,0.049460273374816635
5d,20,20260609,301301.SZ,0.04920871486391186
5d,20,20260610,300001.SZ,0.043213496614294716
5d,20,20260610,300012.SZ,0.05023940333120417
5d,20,20260610,300017.SZ,0.05052606433756445
5d,20,20260610,300037.SZ,0.047479339652112144
5d,20,20260610,300054.SZ,0.05537945226168252
5d,20,20260610,300122.SZ,0.051865632505616745
5d,20,20260610,300142.SZ,0.05001965395691464
5d,20,20260610,300207.SZ,0.04887375522389614
5d,20,20260610,300253.SZ,0.04983914384855014
5d,20,20260610,300285.SZ,0.04991162209640154
5d,20,20260610,300383.SZ,0.051153532025283215
5d,20,20260610,300432.SZ,0.0505804676924528
5d,20,20260610,300498.SZ,0.05051346605962401
5d,20,20260610,300558.SZ,0.05313666340391212
5d,20,20260610,300601.SZ,0.05097359373647639
5d,20,20260610,300628.SZ,0.04641949610588879
5d,20,20260610,300677.SZ,0.0515589539304745
5d,20,20260610,300782.SZ,0.04788911629523576
5d,20,20260610,300999.SZ,0.050113033074799
5d,20,20260610,301301.SZ,0.050314113847616145
5d,20,20260611,300001.SZ,0.042671733196832366
5d,20,20260611,300012.SZ,0.050185887514769885
5d,20,20260611,300017.SZ,0.050944550620019693
5d,20,20260611,300037.SZ,0.05001890800954651
5d,20,20260611,300054.SZ,0.05915911530223117
5d,20,20260611,300122.SZ,0.05119369717688905
5d,20,20260611,300142.SZ,0.048675133036361666
5d,20,20260611,300207.SZ,0.0480089345577854
5d,20,20260611,300253.SZ,0.048436255729465354
5d,20,20260611,300285.SZ,0.051224290796470444
5d,20,20260611,300383.SZ,0.04876181905163463
5d,20,20260611,300432.SZ,0.04992173172497109
5d,20,20260611,300498.SZ,0.05090559963617981
5d,20,20260611,300558.SZ,0.05573601849174308
5d,20,20260611,300601.SZ,0.05011639780828216
5d,20,20260611,300628.SZ,0.04622853368992661
5d,20,20260611,300677.SZ,0.051086877205032355
5d,20,20260611,300782.SZ,0.046793151580967876
5d,20,20260611,300999.SZ,0.0498233082250901
5d,20,20260611,301301.SZ,0.05010805664580072
5d,20,20260612,300001.SZ,0.04167788715832143
5d,20,20260612,300012.SZ,0.04989245646545352
5d,20,20260612,300017.SZ,0.051472665602096575
5d,20,20260612,300037.SZ,0.0487659668105252
5d,20,20260612,300054.SZ,0.06141543147613225
5d,20,20260612,300122.SZ,0.050784608577523586
5d,20,20260612,300142.SZ,0.05006171554605013
5d,20,20260612,300207.SZ,0.050338916498802684
5d,20,20260612,300253.SZ,0.049639319302761865
5d,20,20260612,300285.SZ,0.04587190013737414
5d,20,20260612,300383.SZ,0.04869304028620859
5d,20,20260612,300432.SZ,0.0509441909337073
5d,20,20260612,300498.SZ,0.050773690122288204
5d,20,20260612,300558.SZ,0.05640063355231277
5d,20,20260612,300601.SZ,0.05079669872721401
5d,20,20260612,300628.SZ,0.04532742172760107
5d,20,20260612,300677.SZ,0.04939660952512499
5d,20,20260612,300782.SZ,0.045362981821033786
5d,20,20260612,300999.SZ,0.05107466341846135
5d,20,20260612,301301.SZ,0.05130920231100652
