split,trade_date,k,num_buckets,k_per_bucket,rotated_bucket,daily_count,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,filled_turnover,desired_turnover,position_count,buy_rejects,sell_rejects,active_buckets,portfolio_nav
test,20250219,20,5,4,0,87,0.10510598935458412,0.10504173167952811,0.018515326189644687,0.03465011447356169,0.08652640548988343,0.07039161720596643,6.425767505600657e-05,0.04283845003733771,0.59993726007522,22,0,0,5,10000000.0
test,20250220,20,5,4,1,87,0.024330774804361105,0.024238629351515606,0.013895050817677612,0.018406462920700153,0.010343578533837994,0.0058321664308154525,9.21454528455e-05,0.061430301896999995,0.924984333527974,23,0,0,5,10000000.0
test,20250221,20,5,4,2,87,-0.12839869311325455,-0.12848986369807455,-0.048704503741773375,-0.04449380451881604,-0.07978535995630118,-0.08399605917925851,9.117058482e-05,0.06078038988,0.9289344945795263,24,0,0,5,10000000.0
test,20250224,20,5,4,3,85,-0.06619611384264049,-0.06625291174285848,-0.030764249976425684,-0.01317281186396255,-0.0354886617664328,-0.053080099878895934,5.6797900217999996e-05,0.037865266812,1.401748755187413,25,0,1,5,10000000.0
test,20250225,20,5,4,4,87,-0.09448292387310572,-0.09454077437154437,-0.022543361037212994,-0.014797697795461194,-0.07199741333433138,-0.07974307657608318,5.785049843865157e-05,0.03856699895910105,0.9033066385898652,25,0,0,5,10000000.0
test,20250226,20,5,4,0,87,-0.05622759036892002,-0.05629003526173152,-0.03432345975607076,-0.028359081240983765,-0.02196657550566076,-0.027930954020747755,6.24448928115e-05,0.041629928541,0.572825403907518,25,0,0,5,10000000.0
test,20250227,20,5,4,1,87,0.008441885821183392,0.008390294437993391,-0.009669540782564878,0.006210464066275986,0.01805983522055827,0.002179830371717405,5.159138319e-05,0.03439425546,0.951095826319306,26,0,0,5,10000000.0
test,20250228,20,5,4,2,87,0.03587865142544663,0.035830202844799125,0.016086864312385263,0.027513796445918982,0.019743338532413862,0.008316406398880143,4.844858064749999e-05,0.032299053764999995,0.9553417372210323,27,0,0,5,10000000.0
test,20250303,20,5,4,3,87,0.027391982871281573,0.027353520705389572,0.0015261835422937242,0.03261071473933281,0.025827337163095848,-0.005257194033943237,3.8462165892e-05,0.025641443928,0.9521779914580754,27,0,0,5,10000000.0
test,20250304,20,5,4,4,87,0.030769415177429,0.0307223427153395,0.006370502826314572,0.01686989000176044,0.024351839889024927,0.013852452713579058,4.707246208949999e-05,0.031381641392999995,0.971424343506597,28,0,0,5,10000000.0
