split,risk_control,k,style_penalty,turnover_penalty,periods,net_ann,net_ir,net_max_drawdown,excess_benchmark_ann,excess_exec_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_abs_control_exposure_z,avg_abs_full_style_exposure_z,avg_partial_fill_count,avg_position_count
test,industry_size,20,0.0,0.0,66,0.8193113684035016,0.3030470222971465,-0.2261781834413279,0.15074910354563698,0.23369624317240612,1.613437188332767,0.15208085063740623,0.11514172111653598,0.1564083004261465,43.621212121212125,53.121212121212125
test,industry_size,20,0.0,0.02,66,0.8128280855472474,0.30076009481236293,-0.22516561112849376,0.14675436082888949,0.22949426131229145,1.6026981866198662,0.14945036620703833,0.11438918956625162,0.15655524801459333,43.36363636363637,52.84848484848485
test,industry_size,20,0.1,0.0,66,0.7785887779111207,0.29274571383477305,-0.2243672117860227,0.1250570520555525,0.20641592398753272,1.6055711418362044,0.149301226585195,0.11982384898109459,0.1625814305204322,43.696969696969695,52.803030303030305
test,industry_size,20,0.1,0.02,66,0.7901340817897304,0.29544287742880837,-0.22427476537881474,0.13229345768094447,0.2140776390260195,1.597215213773988,0.14773282597411963,0.12022519875583842,0.16246980142260678,43.53030303030303,52.60606060606061
test,none,20,0.0,0.0,66,0.8193113684035016,0.3030470222971465,-0.2261781834413279,0.15074910354563698,0.23369624317240612,1.613437188332767,0.15208085063740623,0.0,0.1564083004261465,43.621212121212125,53.121212121212125
test,none,20,0.0,0.02,66,0.8128280855472474,0.30076009481236293,-0.22516561112849376,0.14675436082888949,0.22949426131229145,1.6026981866198662,0.14945036620703833,0.0,0.15655524801459333,43.36363636363637,52.84848484848485
test,none,20,0.1,0.0,66,0.8193113684035016,0.3030470222971465,-0.2261781834413279,0.15074910354563698,0.23369624317240612,1.613437188332767,0.15208085063740623,0.0,0.1564083004261465,43.621212121212125,53.121212121212125
test,none,20,0.1,0.02,66,0.8128280855472474,0.30076009481236293,-0.22516561112849376,0.14675436082888949,0.22949426131229145,1.6026981866198662,0.14945036620703833,0.0,0.15655524801459333,43.36363636363637,52.84848484848485
validation,industry_size,20,0.0,0.0,97,-0.03829016090477422,0.008664129123148439,-0.42806223787918585,-0.033057531750834035,0.04041560114498832,1.6933209565324425,0.06772234532048174,0.139972229102478,0.1609341234148968,43.16494845360825,50.43298969072165
validation,industry_size,20,0.0,0.02,97,-0.037577797807302415,0.008926492190350742,-0.42776207175488556,-0.03237185872807924,0.04114587126116387,1.687102412813122,0.06730728043051142,0.13980895330798487,0.1605395553718372,43.21649484536083,50.29896907216495
validation,industry_size,20,0.1,0.0,97,-0.04033554364135283,0.007899577126500386,-0.42858240708396966,-0.034877466922863753,0.038437778851768245,1.6935717398406682,0.06626281843976148,0.13711425185317347,0.15962615861382223,43.29896907216495,49.44329896907217
validation,industry_size,20,0.1,0.02,97,-0.04147601566290071,0.0074696579511572955,-0.42825604572087306,-0.03582503348132171,0.03743284846879025,1.6813216567404572,0.06599854674107829,0.13608124816619976,0.15833499671429402,43.25773195876289,49.48453608247423
validation,none,20,0.0,0.0,97,-0.03829016090477422,0.008664129123148439,-0.42806223787918585,-0.033057531750834035,0.04041560114498832,1.6933209565324425,0.06772234532048174,0.0,0.1609341234148968,43.16494845360825,50.43298969072165
validation,none,20,0.0,0.02,97,-0.037577797807302415,0.008926492190350742,-0.42776207175488556,-0.03237185872807924,0.04114587126116387,1.687102412813122,0.06730728043051142,0.0,0.1605395553718372,43.21649484536083,50.29896907216495
validation,none,20,0.1,0.0,97,-0.03829016090477422,0.008664129123148439,-0.42806223787918585,-0.033057531750834035,0.04041560114498832,1.6933209565324425,0.06772234532048174,0.0,0.1609341234148968,43.16494845360825,50.43298969072165
validation,none,20,0.1,0.02,97,-0.037577797807302415,0.008926492190350742,-0.42776207175488556,-0.03237185872807924,0.04114587126116387,1.687102412813122,0.06730728043051142,0.0,0.1605395553718372,43.21649484536083,50.29896907216495
