split,k,window_index,window_start,window_end,num_days,cumulative_return,cumulative_bench_return,excess_vs_bench_10d,daily_mean,ir,compliance_rate,avg_position_count,avg_position_ratio,total_cost,win_rate_vs_bench,best_daily_return,worst_daily_return,final_cumulative
test,10,0,20250205,20250218,10,0.11596856012335954,0.27519689744261067,-0.15922833731925112,0.011155764114066645,0.6640527625684071,1.0,10.0,1.0,9.43245173385e-05,0.0,0.05547567521227464,-0.007010113563205696,1.1159685601233595
test,10,1,20250212,20250225,10,0.3228729694030281,0.05291163377638752,0.2699613356266406,0.028565817101638226,1.3772163492699532,1.0,10.0,1.0,2.39197026285e-05,0.9,0.059605629953466494,-0.016292574132223212,1.3228729694030281
test,10,2,20250219,20250304,10,0.012017200862053823,-0.057469171430476584,0.06948637229253041,0.0020566093558422234,0.046803899727949766,1.0,10.0,1.0,3.8977195878e-05,0.4,0.0747309409234252,-0.05059846364607357,1.0120172008620538
test,10,3,20250226,20250311,10,-0.007303626862023571,-0.0012288261973423253,-0.006074800664681246,0.00014737693939788146,0.00337303138455299,1.0,10.0,1.0,4.6951394170499997e-05,0.6,0.06816014819681566,-0.09627551404518744,0.9926963731379764
test,10,4,20250305,20250318,10,-0.004016999952845324,-0.06769370334937341,0.06367670339652809,3.976872102552098e-05,0.0012741255519054444,1.0,10.0,1.0,0.00010777321795499998,0.7,0.03523121973331531,-0.04561051348088238,0.9959830000471547
test,10,5,20250312,20250325,10,-0.31466573810374665,-0.17133536535248017,-0.14333037275126648,-0.03641078460708725,-0.9575414974737656,1.0,10.0,1.0,5.730914807549999e-05,0.3,0.02468984753820031,-0.0899066967205837,0.6853342618962533
test,10,6,20250319,20250401,10,-0.505892388612206,-0.4406456756227125,-0.06524671298949347,-0.06677419900865635,-1.3070062032811827,1.0,10.0,1.0,5.4621182124e-05,0.2,-0.013062634270747824,-0.16196384664595329,0.494107611387794
test,10,7,20250326,20250409,10,-0.2303436159610902,-0.3590263718437965,0.12868275588270628,-0.023428385297740044,-0.3250276745111988,1.0,10.0,1.0,4.251530106900001e-05,0.9,0.08019162352310934,-0.1364500523534754,0.7696563840389098
test,10,8,20250402,20250416,10,0.1945340468167116,0.054265718419243214,0.1402683283974684,0.01866599144091848,0.4565223722010779,1.0,10.0,1.0,4.272331444200001e-05,0.7,0.09181810525224011,-0.0417489296990391,1.1945340468167116
test,10,9,20250410,20250423,10,0.008433126639553645,0.05968747101083527,-0.051254344371281624,0.0009989585180508256,0.052922213441228785,1.0,10.0,1.0,6.371380053e-05,0.3,0.03529732867627035,-0.023204692812330684,1.0084331266395536
test,10,10,20250417,20250430,10,0.43808744355494267,0.23334593320656105,0.20474151034838162,0.03750569064182385,1.096973821084241,1.0,10.0,1.0,2.9261853747e-05,0.6,0.08419007483274475,-0.00815473802464569,1.4380874435549427
test,10,11,20250424,20250512,10,0.17045661505827514,0.24930287341521717,-0.07884625835694203,0.016347241300587217,0.4974126787853769,1.0,10.0,1.0,5.53141182285e-05,0.2,0.05380767203411842,-0.044222938555648156,1.1704566150582751
test,10,12,20250506,20250519,10,-0.16902212505145264,0.006300070793013424,-0.17532219584446607,-0.018210940503180003,-1.0622118897656538,1.0,10.0,1.0,3.0664593792e-05,0.1,0.017211843394840838,-0.04088190735494408,0.8309778749485474
test,10,13,20250513,20250526,10,-0.045442720848047014,-0.12075437119030208,0.07531165034225507,-0.004484269381251262,-0.24039005300932093,1.0,10.0,1.0,1.48765413645e-05,0.7,0.03535723890802455,-0.025906288213330263,0.954557279151953
test,10,14,20250520,20250603,10,0.1982176491104337,0.017542926437738027,0.1806747226726957,0.018425162490111332,0.925006378748482,1.0,10.0,1.0,1.1179441912499999e-05,0.9,0.04247675318949332,-0.016189276377889174,1.1982176491104337
test,10,15,20250527,20250610,10,0.006165373389675599,0.15107364240036958,-0.14490826901069398,0.0009531988215425136,0.03466921724395572,1.0,10.0,1.0,1.1641609683e-05,0.2,0.04280171668152538,-0.034539834309335854,1.0061653733896756
test,10,16,20250604,20250617,10,-0.07099491669577851,-0.014338961269674155,-0.056655955426104354,-0.006683250070738898,-0.176016518549588,1.0,10.0,1.0,2.8050629958e-05,0.5,0.05011705255489011,-0.05667043822929346,0.9290050833042215
test,10,17,20250611,20250624,10,-0.03593471954357619,0.21730902238221117,-0.25324374192578736,-0.002963260779401097,-0.07572804810149833,1.0,10.0,1.0,3.1981422977999994e-05,0.0,0.0558894285610439,-0.04876767639578042,0.9640652804564238
