split,trade_date,k,keep_multiplier,keep_rank,daily_count,gross_return,net_return,benchmark_return,executable_universe_return,excess_vs_benchmark,excess_vs_executable_universe,transaction_cost,cost_bps,slippage_bps,portfolio_nav,participation_cap,desired_turnover,filled_turnover,filled_buy_notional_weight,filled_sell_notional_weight,buy_reject_count,sell_reject_count,partial_fill_count,position_count,cash_weight_before_normalize
test,20250205,20,2.0,40,85,0.05964532367667055,0.059520234733418054,0.062453273221866556,0.06362453581957331,-0.002933038488448503,-0.004104301086155254,0.0001250889432525,10.0,5.0,10000000.0,0.03,1.0000000000000002,0.08339262883500001,0.08339262883500001,0.0,0,0,20,20,1.1102230246251565e-16
test,20250212,20,2.0,40,86,0.01381313638565017,0.0136546742607292,0.016070513944185683,0.009214541812112396,-0.002415839683456482,0.004440132448616805,0.00015846212492096916,10.0,5.0,10000000.0,0.03,1.65372379790742,0.10564141661397944,0.03267397384797944,0.072967442766,0,0,31,32,7.771561172376096e-16
test,20250219,20,2.0,40,87,0.009101107311740743,0.008967910539141513,0.018515326189644687,0.03465011447356169,-0.009547415650503174,-0.02568220393442018,0.00013319677259923055,10.0,5.0,10000000.0,0.03,1.7765879626019885,0.08879784839948704,0.03620098102499999,0.05259686737448705,0,2,32,34,1.1102230246251565e-16
test,20250226,20,2.0,40,87,-0.03464377975415138,-0.034820447307592685,-0.03432345975607076,-0.028359081240983762,-0.0004969875515219227,-0.006461366066608923,0.00017666755344130793,10.0,5.0,10000000.0,0.03,1.635630870615278,0.11777836896087195,0.04637567930487194,0.071402689656,0,1,34,36,1.1102230246251565e-16
test,20250305,20,2.0,40,87,-0.0016216154029694318,-0.0018822304468724318,0.0004133562555677095,0.0023306236171185915,-0.0022955867024401413,-0.004212854063991023,0.000260615043903,10.0,5.0,10000000.0,0.03,1.698711922579812,0.173743362602,0.08159293063399999,0.09215043196799999,0,1,37,39,0.0
test,20250312,20,2.0,40,87,0.012782514828151818,0.012637212291992387,0.014183067902517443,0.001487857018171965,-0.0015458556105250564,0.011149355273820423,0.00014530253615943032,10.0,5.0,10000000.0,0.03,1.556104587232274,0.0968683574396202,0.034331187677999996,0.0625371697616202,0,1,39,41,0.0
test,20250319,20,2.0,40,84,-0.04408496305053516,-0.04420001526400778,-0.03709821694337789,-0.03754313325652977,-0.00710179832062989,-0.006656882007478014,0.00011505221347262903,10.0,5.0,10000000.0,0.03,1.305107139738079,0.07670147564841935,0.028189503911999998,0.048511971736419385,0,2,37,40,0.0
test,20250326,20,2.0,40,87,-0.02894768884479527,-0.02907226180177538,-0.01648515053215538,-0.00425611654650524,-0.012587111269620001,-0.02481614525527014,0.0001245729569801099,10.0,5.0,10000000.0,0.03,1.2879661759757572,0.08304863798673992,0.022658555241000005,0.06039008274573991,0,2,39,41,0.0
test,20250402,20,2.0,40,89,-0.08213870946471119,-0.08228347016116484,-0.09697566074716402,-0.07103444985674835,0.014692190585999174,-0.01124902030441649,0.00014476069645364637,10.0,5.0,10000000.0,0.03,1.193946638509341,0.09650713096909758,0.027490692528000002,0.06901643844109756,0,1,40,42,3.3306690738754696e-16
test,20250410,20,2.0,40,89,0.011211890639330008,0.011045282698413372,0.004340268460189645,0.0037113439133545385,0.006705014238223728,0.007333938785058834,0.00016660794091663525,10.0,5.0,10000000.0,0.03,1.2319425274237834,0.11107196061109018,0.030216483441000003,0.08085547717009017,0,0,37,38,4.440892098500626e-16
test,20250417,20,2.0,40,90,0.00977177775889013,0.009691019149871501,0.014187780192588262,0.005998871151769051,-0.004496761042716761,0.0036921479981024503,8.07586090186283e-05,10.0,5.0,10000000.0,0.03,0.9652143446411169,0.053839072679085526,0.019199955255000005,0.03463911742408554,0,0,33,34,1.1102230246251565e-16
test,20250424,20,2.0,40,91,0.03026466294985241,0.030166736616669843,0.026113231359929046,0.02970058326162263,0.004053505256740798,0.00046615335504721425,9.792633318256693e-05,10.0,5.0,10000000.0,0.03,1.0706917301584218,0.06528422212171128,0.022037766795,0.04324645532671127,0,1,34,37,2.220446049250313e-16
test,20250506,20,2.0,40,90,-0.0047759293491226274,-0.004937874220638159,0.038185334622896416,-0.005389029458601336,-0.04312320884353457,0.0004511552379631769,0.000161944871515531,10.0,5.0,10000000.0,0.03,1.457066656658298,0.10796324767702066,0.031819419411,0.07614382826602063,0,2,36,39,1.1102230246251565e-16
test,20250513,20,2.0,40,90,-0.0171000976495711,-0.017249073794012675,-0.006692751630019256,-0.010108625396320636,-0.01055632216399342,-0.00714044839769204,0.00014897614444157566,10.0,5.0,10000000.0,0.03,1.671258877097984,0.0993174296277171,0.022785563568,0.07653186605971708,0,2,40,42,0.0
test,20250520,20,2.0,40,90,0.018496375881055148,0.018354597804329374,-0.027735780076991623,-0.024324917101007603,0.046090377881321,0.042679514905336974,0.00014177807672577367,10.0,5.0,10000000.0,0.03,1.4753894115859185,0.09451871781718243,0.015685677749999998,0.07883304006718242,0,2,38,41,3.3306690738754696e-16
test,20250527,20,2.0,40,83,-0.013088667681152286,-0.013161608386122467,0.01671504297130344,0.021072566723679947,-0.029876651357425905,-0.034234175109802416,7.294070497018194e-05,10.0,5.0,10000000.0,0.03,1.417805798206645,0.04862713664678796,0.012298357277999999,0.03632877936878796,0,4,35,39,0.0
test,20250604,20,2.0,40,83,0.011051085894839642,0.010963683735536862,0.018239561941169935,0.013697588635020505,-0.007275878205633073,-0.0027339048994836426,8.740215930277925e-05,10.0,5.0,10000000.0,0.03,1.4407351372626684,0.05826810620185283,0.02709443547191799,0.031173670729934846,0,4,34,39,0.0
test,20250611,20,2.0,40,84,-0.006869153442620188,-0.006941275296317832,-0.0034622983029850563,-0.003516161227315668,-0.0034789769933327754,-0.0034251140690021637,7.212185369764315e-05,10.0,5.0,10000000.0,0.03,1.3032584170796657,0.04808123579842876,0.020509607556,0.027571628242428745,0,5,33,39,2.220446049250313e-16
test,20250618,20,2.0,40,84,0.05945727580408399,0.05938551411043473,0.035850768807131006,0.027225105677299338,0.023534745303303725,0.03216040843313539,7.176169364925814e-05,10.0,5.0,10000000.0,0.03,1.2085285791189802,0.04784112909950543,0.022889022735914005,0.024952106363591423,0,5,31,39,7.771561172376096e-16
test,20250625,20,2.0,40,83,-0.018252040498598864,-0.018400070753954077,-0.002195694947575877,0.0008892431010594066,-0.0162043758063782,-0.019289313855013483,0.0001480302553552129,10.0,5.0,10000000.0,0.03,1.344451864407616,0.09868683690347527,0.051987563891999995,0.046699273011475265,0,5,31,39,0.0
test,20250702,20,2.0,40,88,0.01648346309889708,0.016339015957616,0.02870229200295782,0.011084286334842873,-0.01236327604534182,0.005254729622773126,0.00014444714128107828,10.0,5.0,10000000.0,0.03,1.3901099439631255,0.09629809418738551,0.0488722896837277,0.0474258045036578,0,4,35,40,0.0
test,20250709,20,2.0,40,87,0.005671938107715752,0.005549119393828019,0.020835918577344126,0.02080141984057107,-0.015286799183516107,-0.01525230044674305,0.00012281871388773277,10.0,5.0,10000000.0,0.03,1.2845762099784497,0.08187914259182184,0.02726339449714156,0.05461574809468028,0,4,34,39,0.0
test,20250716,20,2.0,40,87,0.02403624529430819,0.023914366004229633,0.03608510864210834,0.021877043250225988,-0.01217074263787871,0.0020373227540036454,0.00012187929007855528,10.0,5.0,10000000.0,0.03,1.3078158041373296,0.08125286005237019,0.029542013157000002,0.051710846895370206,0,4,33,38,0.0
test,20250723,20,2.0,40,87,0.019625058753520132,0.01946664226084527,0.02467356884645211,0.030585951783270175,-0.005206926585606841,-0.011119309522424906,0.00015841649267486362,10.0,5.0,10000000.0,0.03,1.3584851199791443,0.10561099511657575,0.03756690731558057,0.06804408780099518,0,2,33,36,0.0
test,20250730,20,2.0,40,87,0.007614065618931588,0.007478492991258588,-0.0036866413944264265,0.012433230679715973,0.011165134385685015,-0.004954737688457385,0.000135572627673,10.0,5.0,10000000.0,0.03,1.304790553100483,0.090381751782,0.032967923679,0.057413828103000004,0,3,34,37,2.220446049250313e-16
test,20250806,20,2.0,40,89,0.036099779178845506,0.0359707583597567,0.05830947071599146,0.03364676921847687,-0.02233871235623476,0.0023239891412798336,0.00012902081908880317,10.0,5.0,10000000.0,0.03,1.216985436068855,0.08601387939253545,0.037262610099,0.04875126929353543,0,2,34,36,0.0
