split,setting,net_ann,net_ir,net_mdd,gross_ann,excess_benchmark_ann,excess_exec_universe_ann,benchmark_ann,executable_universe_ann,avg_desired_turnover,avg_filled_turnover,avg_transaction_cost,avg_buy_reject_count,avg_sell_reject_count,avg_partial_fill_count,avg_position_count
test,top_20_keep_2x,0.2745728990529428,0.15591411506423303,-0.16610710768304215,0.28155982227590326,-0.26592753081000853,-0.14468537530254222,0.7056686574279982,0.49212414031612806,0.9466904991568416,0.07265161081090231,0.00010897741621635352,0.0,5.476190476190476,25.333333333333332,33.96825396825397
validation,top_20_keep_2x,-0.17154895150852345,-0.06276924899424031,-0.3997856789998696,-0.16911994993397295,-0.05115525843057611,-0.03180581255785586,-0.13037812252061565,-0.14988620006539533,0.9937911675154555,0.03857548235322473,5.7863223529837094e-05,0.0,4.031914893617022,29.19148936170213,35.6063829787234
